col_1,col_2,col_3,col_4,division
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,All
,Robert A Brady,John Featherman,Ronald G Waters,All
Robert A Brady,299,0,"9,044",All
John Featherman,,32,25,All
Ronald G Waters,,,138,All
Total,"9,343",57,"9,207",All
,Representative In The General Assembly 191st District,Representative In Congress 1st District,,1
,Ronald G Waters,Robert A Brady,John Featherman,1
Ronald G Waters,9,397,0,1
Robert A Brady,,5,0,1
John Featherman,,,1,1
Total,406,402,1,1
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,2
,Robert A Brady,John Featherman,Ronald G Waters,2
Robert A Brady,15,0,412,2
John Featherman,,0,1,2
Ronald G Waters,,,8,2
Total,427,1,421,2
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,3
,Robert A Brady,John Featherman,Ronald G Waters,3
Robert A Brady,14,0,449,3
John Featherman,,1,2,3
Ronald G Waters,,,6,3
Total,463,3,457,3
,Representative In The General Assembly 191st District,Representative In Congress 1st District,,4
,Ronald G Waters,Robert A Brady,John Featherman,4
Ronald G Waters,16,457,0,4
Robert A Brady,,15,0,4
John Featherman,,,2,4
Total,473,472,2,4
,Representative In The General Assembly 191st District,Representative In Congress 1st District,,5
,Ronald G Waters,Robert A Brady,John Featherman,5
Ronald G Waters,12,348,0,5
Robert A Brady,,10,0,5
John Featherman,,,2,5
Total,360,358,2,5
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,6
,Robert A Brady,John Featherman,Ronald G Waters,6
Robert A Brady,22,0,587,6
John Featherman,,3,3,6
Ronald G Waters,,,6,6
Total,609,6,596,6
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,7
,Robert A Brady,John Featherman,Ronald G Waters,7
Robert A Brady,23,0,346,7
John Featherman,,5,2,7
Ronald G Waters,,,5,7
Total,369,7,353,7
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,8
,Robert A Brady,John Featherman,Ronald G Waters,8
Robert A Brady,8,0,406,8
John Featherman,,3,0,8
Ronald G Waters,,,1,8
Total,414,3,407,8
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,9
,Robert A Brady,John Featherman,Ronald G Waters,9
Robert A Brady,19,0,438,9
John Featherman,,0,2,9
Ronald G Waters,,,3,9
Total,457,2,443,9
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,10
,Robert A Brady,John Featherman,Ronald G Waters,10
Robert A Brady,16,0,411,10
John Featherman,,0,1,10
Ronald G Waters,,,5,10
Total,427,1,417,10
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,11
,Robert A Brady,John Featherman,Ronald G Waters,11
Robert A Brady,17,0,424,11
John Featherman,,1,2,11
Ronald G Waters,,,9,11
Total,441,3,435,11
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,12
,Robert A Brady,John Featherman,Ronald G Waters,12
Robert A Brady,10,0,393,12
John Featherman,,2,1,12
Ronald G Waters,,,2,12
Total,403,3,396,12
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,13
,Robert A Brady,John Featherman,Ronald G Waters,13
Robert A Brady,9,0,334,13
John Featherman,,1,0,13
Ronald G Waters,,,5,13
Total,343,1,339,13
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,14
,Robert A Brady,John Featherman,Ronald G Waters,14
Robert A Brady,12,0,468,14
John Featherman,,0,0,14
Ronald G Waters,,,7,14
Total,480,0,475,14
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,15
,Robert A Brady,John Featherman,Ronald G Waters,15
Robert A Brady,10,0,423,15
John Featherman,,0,1,15
Ronald G Waters,,,5,15
Total,433,1,429,15
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,16
,Robert A Brady,John Featherman,Ronald G Waters,16
Robert A Brady,18,0,440,16
John Featherman,,2,1,16
Ronald G Waters,,,8,16
Total,458,3,449,16
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,17
,Robert A Brady,John Featherman,Ronald G Waters,17
Robert A Brady,10,0,439,17
John Featherman,,1,0,17
Ronald G Waters,,,4,17
Total,449,1,443,17
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,18
,Robert A Brady,John Featherman,Ronald G Waters,18
Robert A Brady,19,0,413,18
John Featherman,,1,2,18
Ronald G Waters,,,11,18
Total,432,3,426,18
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,19
,Robert A Brady,John Featherman,Ronald G Waters,19
Robert A Brady,20,0,486,19
John Featherman,,3,3,19
Ronald G Waters,,,4,19
Total,506,6,493,19
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,20
,Robert A Brady,John Featherman,Ronald G Waters,20
Robert A Brady,10,0,343,20
John Featherman,,2,1,20
Ronald G Waters,,,3,20
Total,353,3,347,20
,Representative In The General Assembly 191st District,Representative In Congress 1st District,,21
,Ronald G Waters,Robert A Brady,John Featherman,21
Ronald G Waters,6,320,2,21
Robert A Brady,,7,0,21
John Featherman,,,0,21
Total,328,327,2,21
,Representative In Congress 1st District,,Representative In The General Assembly 191st District,22
,Robert A Brady,John Featherman,Ronald G Waters,22
Robert A Brady,10,0,310,22
John Featherman,,2,1,22
Ronald G Waters,,,3,22
Total,320,3,314,22
