col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 13th District,,Auditor General,,,All
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,All
Allyson Y Schwartz,192,0,"2,979",609,37,All
Joseph James Rooney,,65,126,"1,891",31,All
Eugene A Depasquale,,,140,0,0,All
John Maher,,,,84,0,All
Betsy Elizabeth Summers,,,,,11,All
Total,"3,817","2,113","3,245","2,584",79,All
,Representative In Congress 13th District,,Auditor General,,,1
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,1
Allyson Y Schwartz,8,0,205,34,3,1
Joseph James Rooney,,3,4,88,2,1
Eugene A Depasquale,,,2,0,0,1
John Maher,,,,0,0,1
Betsy Elizabeth Summers,,,,,0,1
Total,250,97,211,122,5,1
,Representative In Congress 13th District,,Auditor General,,,2
,Allyson Y Schwartz,Joseph James Rooney,John Maher,Eugene A Depasquale,Betsy Elizabeth Summers,2
Allyson Y Schwartz,9,0,42,174,1,2
Joseph James Rooney,,2,165,7,3,2
John Maher,,,4,0,0,2
Eugene A Depasquale,,,,4,0,2
Betsy Elizabeth Summers,,,,,1,2
Total,226,177,211,185,5,2
,Representative In Congress 13th District,,Auditor General,,,3
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,3
Allyson Y Schwartz,10,0,185,29,5,3
Joseph James Rooney,,1,7,88,2,3
Eugene A Depasquale,,,1,0,0,3
John Maher,,,,2,0,3
Betsy Elizabeth Summers,,,,,0,3
Total,229,98,193,119,7,3
,Representative In Congress 13th District,,Auditor General,,,4
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,4
Allyson Y Schwartz,12,0,176,48,2,4
Joseph James Rooney,,4,5,106,2,4
Eugene A Depasquale,,,1,0,0,4
John Maher,,,,2,0,4
Betsy Elizabeth Summers,,,,,0,4
Total,238,117,182,156,4,4
,Representative In Congress 13th District,,Auditor General,,,5
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,5
Allyson Y Schwartz,16,0,255,68,2,5
Joseph James Rooney,,1,11,116,2,5
Eugene A Depasquale,,,0,0,0,5
John Maher,,,,1,0,5
Betsy Elizabeth Summers,,,,,0,5
Total,341,130,266,185,4,5
,Representative In Congress 13th District,,Auditor General,,,6
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,6
Allyson Y Schwartz,15,0,179,41,3,6
Joseph James Rooney,,2,14,118,5,6
Eugene A Depasquale,,,1,0,0,6
John Maher,,,,1,0,6
Betsy Elizabeth Summers,,,,,0,6
Total,238,139,194,160,8,6
,Representative In Congress 13th District,,Auditor General,,,7
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,7
Allyson Y Schwartz,11,0,164,32,3,7
Joseph James Rooney,,10,7,104,2,7
Eugene A Depasquale,,,2,0,0,7
John Maher,,,,4,0,7
Betsy Elizabeth Summers,,,,,0,7
Total,210,123,173,140,5,7
,Representative In Congress 13th District,,Auditor General,,,8
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,8
Allyson Y Schwartz,7,0,164,42,1,8
Joseph James Rooney,,3,6,116,2,8
Eugene A Depasquale,,,1,0,0,8
John Maher,,,,5,0,8
Betsy Elizabeth Summers,,,,,0,8
Total,214,127,171,163,3,8
,Representative In Congress 13th District,,Auditor General,,,9
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,9
Allyson Y Schwartz,10,0,153,20,2,9
Joseph James Rooney,,6,4,82,1,9
Eugene A Depasquale,,,1,0,0,9
John Maher,,,,0,0,9
Betsy Elizabeth Summers,,,,,0,9
Total,185,93,158,102,3,9
,Representative In Congress 13th District,,Auditor General,,,10
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,10
Allyson Y Schwartz,9,0,189,32,1,10
Joseph James Rooney,,4,7,96,1,10
Eugene A Depasquale,,,0,0,0,10
John Maher,,,,0,0,10
Betsy Elizabeth Summers,,,,,0,10
Total,231,108,196,128,2,10
,Representative In Congress 13th District,,Auditor General,,,11
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,11
Allyson Y Schwartz,7,0,151,26,6,11
Joseph James Rooney,,4,5,113,2,11
Eugene A Depasquale,,,0,0,0,11
John Maher,,,,1,0,11
Betsy Elizabeth Summers,,,,,0,11
Total,190,124,156,140,8,11
,Auditor General,,,Representative In Congress 13th District,,12
,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,Allyson Y Schwartz,Joseph James Rooney,12
Eugene A Depasquale,123,0,0,0,0,12
John Maher,,58,0,0,0,12
Betsy Elizabeth Summers,,,6,0,0,12
Allyson Y Schwartz,,,,0,0,12
Joseph James Rooney,,,,,0,12
Total,123,58,6,0,0,12
,Representative In Congress 13th District,,Auditor General,,,13
,Allyson Y Schwartz,Joseph James Rooney,John Maher,Eugene A Depasquale,Betsy Elizabeth Summers,13
Allyson Y Schwartz,13,0,40,142,3,13
Joseph James Rooney,,4,127,14,1,13
John Maher,,,1,0,0,13
Eugene A Depasquale,,,,1,0,13
Betsy Elizabeth Summers,,,,,0,13
Total,198,146,168,157,4,13
,Representative In Congress 13th District,,Auditor General,,,14
,Allyson Y Schwartz,Joseph James Rooney,John Maher,Eugene A Depasquale,Betsy Elizabeth Summers,14
Allyson Y Schwartz,11,0,38,123,2,14
Joseph James Rooney,,2,105,6,5,14
John Maher,,,1,0,0,14
Eugene A Depasquale,,,,0,0,14
Betsy Elizabeth Summers,,,,,1,14
Total,174,118,144,129,8,14
,Representative In Congress 13th District,,Auditor General,,,15
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,15
Allyson Y Schwartz,6,0,111,12,1,15
Joseph James Rooney,,2,2,42,0,15
Eugene A Depasquale,,,0,0,0,15
John Maher,,,,0,0,15
Betsy Elizabeth Summers,,,,,0,15
Total,130,46,113,54,1,15
,Representative In Congress 13th District,,Auditor General,,,16
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,16
Allyson Y Schwartz,20,0,205,33,2,16
Joseph James Rooney,,4,2,145,0,16
Eugene A Depasquale,,,3,0,0,16
John Maher,,,,0,0,16
Betsy Elizabeth Summers,,,,,1,16
Total,260,151,210,178,3,16
,Representative In Congress 13th District,,Auditor General,,,17
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,17
Allyson Y Schwartz,13,0,144,33,0,17
Joseph James Rooney,,6,6,101,0,17
Eugene A Depasquale,,,0,0,0,17
John Maher,,,,1,0,17
Betsy Elizabeth Summers,,,,,0,17
Total,190,113,150,135,0,17
,Representative In Congress 13th District,,Auditor General,,,18
,Allyson Y Schwartz,Joseph James Rooney,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,18
Allyson Y Schwartz,15,0,259,39,0,18
Joseph James Rooney,,7,19,179,1,18
Eugene A Depasquale,,,0,0,0,18
John Maher,,,,3,0,18
Betsy Elizabeth Summers,,,,,2,18
Total,313,206,278,221,3,18
