col_1,col_2,division
,Representative In The General Assembly 203rd District,All
,Dwight Evans,All
Dwight Evans,"4,824",All
Total,"4,824",All
,Representative In The General Assembly 203rd District,8
,Dwight Evans,8
Dwight Evans,294,8
Total,294,8
,Representative In The General Assembly 203rd District,9
,Dwight Evans,9
Dwight Evans,467,9
Total,467,9
,Representative In The General Assembly 203rd District,10
,Dwight Evans,10
Dwight Evans,331,10
Total,331,10
,Representative In The General Assembly 203rd District,11
,Dwight Evans,11
Dwight Evans,353,11
Total,353,11
,Representative In The General Assembly 203rd District,12
,Dwight Evans,12
Dwight Evans,321,12
Total,321,12
,Representative In The General Assembly 203rd District,13
,Dwight Evans,13
Dwight Evans,428,13
Total,428,13
,Representative In The General Assembly 203rd District,14
,Dwight Evans,14
Dwight Evans,298,14
Total,298,14
,Representative In The General Assembly 203rd District,18
,Dwight Evans,18
Dwight Evans,357,18
Total,357,18
,Representative In The General Assembly 203rd District,19
,Dwight Evans,19
Dwight Evans,344,19
Total,344,19
,Representative In The General Assembly 203rd District,20
,Dwight Evans,20
Dwight Evans,331,20
Total,331,20
,Representative In The General Assembly 203rd District,21
,Dwight Evans,21
Dwight Evans,405,21
Total,405,21
,Representative In The General Assembly 203rd District,23
,Dwight Evans,23
Dwight Evans,320,23
Total,320,23
,Representative In The General Assembly 203rd District,25
,Dwight Evans,25
Dwight Evans,286,25
Total,286,25
,Representative In The General Assembly 203rd District,31
,Dwight Evans,31
Dwight Evans,289,31
Total,289,31
