col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 5th District,,Attorney General,,,All
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,All
Mike Stack,173,0,"6,334",827,60,All
Michael J Tomlinson,,41,331,"2,644",28,All
Kathleen G Kane,,,149,0,0,All
David J Freed,,,,56,0,All
Marakay J Rogers,,,,,3,All
Total,"7,394","3,044","6,814","3,527",91,All
,Senator In The General Assembly 5th District,,Attorney General,,,1
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,1
Mike Stack,8,0,185,39,1,1
Michael J Tomlinson,,4,13,135,1,1
Kathleen G Kane,,,10,0,0,1
David J Freed,,,,4,0,1
Marakay J Rogers,,,,,0,1
Total,233,153,208,178,2,1
,Senator In The General Assembly 5th District,,Attorney General,,,2
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,2
Mike Stack,8,0,308,32,4,2
Michael J Tomlinson,,4,17,120,0,2
Kathleen G Kane,,,3,0,0,2
David J Freed,,,,0,0,2
Marakay J Rogers,,,,,0,2
Total,352,141,328,152,4,2
,Senator In The General Assembly 5th District,,Attorney General,,,3
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,3
Mike Stack,10,0,208,39,3,3
Michael J Tomlinson,,1,15,128,2,3
Kathleen G Kane,,,8,0,0,3
David J Freed,,,,2,0,3
Marakay J Rogers,,,,,0,3
Total,260,146,231,169,5,3
,Senator In The General Assembly 5th District,,Attorney General,,,4
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,4
Mike Stack,7,0,212,12,1,4
Michael J Tomlinson,,3,8,79,0,4
Kathleen G Kane,,,4,0,0,4
David J Freed,,,,1,0,4
Marakay J Rogers,,,,,0,4
Total,232,90,224,92,1,4
,Senator In The General Assembly 5th District,,Attorney General,,,5
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,5
Mike Stack,6,0,182,14,0,5
Michael J Tomlinson,,0,7,69,1,5
Kathleen G Kane,,,3,0,0,5
David J Freed,,,,2,0,5
Marakay J Rogers,,,,,0,5
Total,202,77,192,85,1,5
,Senator In The General Assembly 5th District,,Attorney General,,,6
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,6
Mike Stack,3,0,471,21,1,6
Michael J Tomlinson,,0,9,84,2,6
Kathleen G Kane,,,7,0,0,6
David J Freed,,,,3,0,6
Marakay J Rogers,,,,,1,6
Total,496,95,487,108,4,6
,Senator In The General Assembly 5th District,,Attorney General,,,7
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,7
Mike Stack,7,0,255,9,2,7
Michael J Tomlinson,,2,4,49,1,7
Kathleen G Kane,,,12,0,0,7
David J Freed,,,,2,0,7
Marakay J Rogers,,,,,1,7
Total,273,56,271,60,4,7
,Senator In The General Assembly 5th District,,Attorney General,,,8
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,8
Mike Stack,8,0,299,36,3,8
Michael J Tomlinson,,2,13,85,1,8
Kathleen G Kane,,,7,0,0,8
David J Freed,,,,0,0,8
Marakay J Rogers,,,,,0,8
Total,346,101,319,121,4,8
,Senator In The General Assembly 5th District,,Attorney General,,,9
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,9
Mike Stack,7,0,184,16,3,9
Michael J Tomlinson,,0,3,57,0,9
Kathleen G Kane,,,2,0,0,9
David J Freed,,,,1,0,9
Marakay J Rogers,,,,,0,9
Total,210,60,189,74,3,9
,Senator In The General Assembly 5th District,,Attorney General,,,10
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,10
Mike Stack,3,0,311,26,4,10
Michael J Tomlinson,,4,21,97,2,10
Kathleen G Kane,,,4,0,0,10
David J Freed,,,,1,0,10
Marakay J Rogers,,,,,0,10
Total,344,124,336,124,6,10
,Senator In The General Assembly 5th District,,Attorney General,,,11
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,11
Mike Stack,5,0,234,32,3,11
Michael J Tomlinson,,2,17,103,2,11
Kathleen G Kane,,,3,0,0,11
David J Freed,,,,3,0,11
Marakay J Rogers,,,,,1,11
Total,274,124,254,138,6,11
,Senator In The General Assembly 5th District,,Attorney General,,,12
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,12
Mike Stack,7,0,213,26,2,12
Michael J Tomlinson,,1,16,119,2,12
Kathleen G Kane,,,4,0,0,12
David J Freed,,,,1,0,12
Marakay J Rogers,,,,,0,12
Total,248,138,233,146,4,12
,Senator In The General Assembly 5th District,,Attorney General,,,13
,Mike Stack,Michael J Tomlinson,David J Freed,Kathleen G Kane,Marakay J Rogers,13
Mike Stack,8,0,58,205,1,13
Michael J Tomlinson,,0,194,21,0,13
David J Freed,,,9,0,0,13
Kathleen G Kane,,,,9,0,13
Marakay J Rogers,,,,,0,13
Total,272,215,261,235,1,13
,Senator In The General Assembly 5th District,,Attorney General,,,14
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,14
Mike Stack,9,0,195,31,0,14
Michael J Tomlinson,,2,11,133,2,14
Kathleen G Kane,,,8,0,0,14
David J Freed,,,,3,0,14
Marakay J Rogers,,,,,0,14
Total,235,148,214,167,2,14
,Senator In The General Assembly 5th District,,Attorney General,,,15
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,15
Mike Stack,6,0,240,42,0,15
Michael J Tomlinson,,1,9,93,0,15
Kathleen G Kane,,,2,0,0,15
David J Freed,,,,1,0,15
Marakay J Rogers,,,,,0,15
Total,288,103,251,136,0,15
,Senator In The General Assembly 5th District,,Attorney General,,,16
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,16
Mike Stack,3,0,148,33,2,16
Michael J Tomlinson,,1,13,86,1,16
Kathleen G Kane,,,5,0,0,16
David J Freed,,,,0,0,16
Marakay J Rogers,,,,,0,16
Total,186,101,166,119,3,16
,Senator In The General Assembly 5th District,,Attorney General,,,17
,Mike Stack,Michael J Tomlinson,Kathleen G Kane,David J Freed,Marakay J Rogers,17
Mike Stack,6,0,184,46,2,17
Michael J Tomlinson,,2,18,121,2,17
Kathleen G Kane,,,6,0,0,17
