col_1,col_2,division
,Representative In The General Assembly 202nd District,All
,Mark B Cohen,All
Mark B Cohen,"5,304",All
Total,"5,304",All
,Representative In The General Assembly 202nd District,1
,Mark B Cohen,1
Mark B Cohen,305,1
Total,305,1
,Representative In The General Assembly 202nd District,2
,Mark B Cohen,2
Mark B Cohen,361,2
Total,361,2
,Representative In The General Assembly 202nd District,3
,Mark B Cohen,3
Mark B Cohen,319,3
Total,319,3
,Representative In The General Assembly 202nd District,4
,Mark B Cohen,4
Mark B Cohen,357,4
Total,357,4
,Representative In The General Assembly 202nd District,5
,Mark B Cohen,5
Mark B Cohen,371,5
Total,371,5
,Representative In The General Assembly 202nd District,6
,Mark B Cohen,6
Mark B Cohen,298,6
Total,298,6
,Representative In The General Assembly 202nd District,7
,Mark B Cohen,7
Mark B Cohen,295,7
Total,295,7
,Representative In The General Assembly 202nd District,8
,Mark B Cohen,8
Mark B Cohen,218,8
Total,218,8
,Representative In The General Assembly 202nd District,9
,Mark B Cohen,9
Mark B Cohen,221,9
Total,221,9
,Representative In The General Assembly 202nd District,12
,Mark B Cohen,12
Mark B Cohen,344,12
Total,344,12
,Representative In The General Assembly 202nd District,14
,Mark B Cohen,14
Mark B Cohen,273,14
Total,273,14
,Representative In The General Assembly 202nd District,15
,Mark B Cohen,15
Mark B Cohen,311,15
Total,311,15
,Representative In The General Assembly 202nd District,16
,Mark B Cohen,16
Mark B Cohen,275,16
Total,275,16
,Representative In The General Assembly 202nd District,17
,Mark B Cohen,17
Mark B Cohen,245,17
Total,245,17
,Representative In The General Assembly 202nd District,18
,Mark B Cohen,18
Mark B Cohen,300,18
Total,300,18
,Representative In The General Assembly 202nd District,19
,Mark B Cohen,19
Mark B Cohen,320,19
Total,320,19
,Representative In The General Assembly 202nd District,22
,Mark B Cohen,22
Mark B Cohen,298,22
Total,298,22
,Representative In The General Assembly 202nd District,23
,Mark B Cohen,23
Mark B Cohen,193,23
Total,193,23
