col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 2nd District,,,Attorney General,,,All
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Kathleen G Kane,David J Freed,Marakay J Rogers,All
Chaka Fattah,257,0,0,"10,871",109,27,All
Robert Allen Mansfield Jr,,9,0,103,380,4,All
James Foster,,,4,47,13,16,All
Kathleen G Kane,,,,119,0,0,All
David J Freed,,,,,15,0,All
Marakay J Rogers,,,,,,4,All
Total,"11,264",496,80,"11,140",517,51,All
,Representative In Congress 2nd District,,,Attorney General,,,1
,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,Kathleen G Kane,David J Freed,Marakay J Rogers,1
Chaka Fattah,8,0,0,289,2,1,1
James Foster,,1,0,0,0,1,1
Robert Allen Mansfield Jr,,,0,0,1,0,1
Kathleen G Kane,,,,1,0,0,1
David J Freed,,,,,0,0,1
Marakay J Rogers,,,,,,0,1
Total,300,2,1,290,3,2,1
,Attorney General,,,Representative In Congress 2nd District,,,2
,Kathleen G Kane,David J Freed,Marakay J Rogers,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,2
Kathleen G Kane,6,0,0,331,7,2,2
David J Freed,,2,0,4,16,1,2
Marakay J Rogers,,,0,0,0,0,2
Chaka Fattah,,,,7,0,0,2
Robert Allen Mansfield Jr,,,,,0,0,2
James Foster,,,,,,0,2
Total,346,23,0,342,23,3,2
,Attorney General,,,Representative In Congress 2nd District,,,3
,Kathleen G Kane,David J Freed,Marakay J Rogers,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,3
Kathleen G Kane,4,0,0,206,9,5,3
David J Freed,,0,0,6,20,2,3
Marakay J Rogers,,,0,4,0,2,3
Chaka Fattah,,,,1,0,0,3
Robert Allen Mansfield Jr,,,,,0,0,3
James Foster,,,,,,0,3
Total,224,28,6,217,29,9,3
,Attorney General,,,Representative In Congress 2nd District,,,4
,Kathleen G Kane,David J Freed,Marakay J Rogers,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,4
Kathleen G Kane,2,0,0,151,5,0,4
David J Freed,,1,0,3,5,0,4
Marakay J Rogers,,,0,0,0,0,4
Chaka Fattah,,,,2,0,0,4
Robert Allen Mansfield Jr,,,,,0,0,4
James Foster,,,,,,0,4
Total,158,9,0,156,10,0,4
,Representative In Congress 2nd District,,,Attorney General,,,5
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Kathleen G Kane,David J Freed,Marakay J Rogers,5
Chaka Fattah,12,0,0,380,7,0,5
Robert Allen Mansfield Jr,,1,0,9,38,0,5
James Foster,,,0,1,1,1,5
Kathleen G Kane,,,,5,0,0,5
David J Freed,,,,,0,0,5
Marakay J Rogers,,,,,,1,5
Total,399,48,3,395,46,2,5
,Representative In Congress 2nd District,,,Attorney General,,,6
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Kathleen G Kane,David J Freed,Marakay J Rogers,6
Chaka Fattah,5,0,0,322,8,2,6
Robert Allen Mansfield Jr,,0,0,8,10,0,6
James Foster,,,0,2,1,2,6
Kathleen G Kane,,,,4,0,0,6
David J Freed,,,,,1,0,6
Marakay J Rogers,,,,,,0,6
Total,337,18,5,336,20,4,6
,Attorney General,,,Representative In Congress 2nd District,,,7
,Kathleen G Kane,David J Freed,Marakay J Rogers,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,7
Kathleen G Kane,5,0,0,322,7,5,7
David J Freed,,0,0,4,28,0,7
Marakay J Rogers,,,0,1,0,1,7
Chaka Fattah,,,,1,0,0,7
Robert Allen Mansfield Jr,,,,,0,0,7
James Foster,,,,,,0,7
Total,339,32,2,328,35,6,7
,Representative In Congress 2nd District,,,Attorney General,,,8
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Kathleen G Kane,David J Freed,Marakay J Rogers,8
Chaka Fattah,8,0,0,392,1,0,8
Robert Allen Mansfield Jr,,1,0,1,17,0,8
James Foster,,,0,0,1,0,8
Kathleen G Kane,,,,7,0,0,8
David J Freed,,,,,1,0,8
Marakay J Rogers,,,,,,0,8
Total,401,19,1,400,20,0,8
,Representative In Congress 2nd District,,,Attorney General,,,9
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Kathleen G Kane,David J Freed,Marakay J Rogers,9
Chaka Fattah,12,0,0,384,8,2,9
Robert Allen Mansfield Jr,,0,0,2,28,1,9
James Foster,,,0,5,0,0,9
Kathleen G Kane,,,,5,0,0,9
David J Freed,,,,,1,0,9
Marakay J Rogers,,,,,,0,9
Total,406,31,5,396,37,3,9
,Representative In Congress 2nd District,,,Attorney General,,,10
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Kathleen G Kane,David J Freed,Marakay J Rogers,10
Chaka Fattah,9,0,0,335,4,2,10
Robert Allen Mansfield Jr,,1,0,7,11,0,10
James Foster,,,0,0,0,2,10
Kathleen G Kane,,,,5,0,0,10
David J Freed,,,,,1,0,10
Marakay J Rogers,,,,,,1,10
Total,350,19,2,347,16,5,10
,Representative In Congress 2nd District,,,Attorney General,,,11
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Kathleen G Kane,David J Freed,Marakay J Rogers,11
Chaka Fattah,16,0,0,396,2,1,11
Robert Allen Mansfield Jr,,1,0,4,24,0,11
James Foster,,,0,3,0,0,11
Kathleen G Kane,,,,8,0,0,11
David J Freed,,,,,0,0,11
Marakay J Rogers,,,,,,0,11
Total,415,29,3,411,26,1,11
,Representative In Congress 2nd District,,,Attorney General,,,12
