col_1,col_2,col_3,col_4,col_5,col_6,division
,Attorney General,,,Senator In The General Assembly 1st District,,All
,Kathleen G Kane,David J Freed,Marakay J Rogers,Lawrence M Farnese Jr,Alfonso Gambone Jr,All
Kathleen G Kane,287,0,0,"11,786",491,All
David J Freed,,52,0,370,"2,487",All
Marakay J Rogers,,,36,113,75,All
Lawrence M Farnese Jr,,,,102,0,All
Alfonso Gambone Jr,,,,,21,All
Total,"12,564","2,909",224,"12,371","3,074",All
,Senator In The General Assembly 1st District,,Attorney General,,,1
,Lawrence M Farnese Jr,Alfonso Gambone Jr,Kathleen G Kane,David J Freed,Marakay J Rogers,1
Lawrence M Farnese Jr,3,0,386,10,2,1
Alfonso Gambone Jr,,0,9,57,5,1
Kathleen G Kane,,,3,0,0,1
David J Freed,,,,0,0,1
Marakay J Rogers,,,,,1,1
Total,401,71,398,67,8,1
,Attorney General,,,Senator In The General Assembly 1st District,,2
,Kathleen G Kane,David J Freed,Marakay J Rogers,Lawrence M Farnese Jr,Alfonso Gambone Jr,2
Kathleen G Kane,6,0,0,366,22,2
David J Freed,,1,0,8,89,2
Marakay J Rogers,,,0,5,0,2
Lawrence M Farnese Jr,,,,2,0,2
Alfonso Gambone Jr,,,,,2,2
Total,394,98,5,381,113,2
,Attorney General,,,Senator In The General Assembly 1st District,,3
,Kathleen G Kane,David J Freed,Marakay J Rogers,Lawrence M Farnese Jr,Alfonso Gambone Jr,3
Kathleen G Kane,14,0,0,659,35,3
David J Freed,,0,0,24,128,3
Marakay J Rogers,,,0,9,10,3
Lawrence M Farnese Jr,,,,2,0,3
Alfonso Gambone Jr,,,,,1,3
Total,708,152,19,694,174,3
,Attorney General,,,Senator In The General Assembly 1st District,,4
,Kathleen G Kane,David J Freed,Marakay J Rogers,Lawrence M Farnese Jr,Alfonso Gambone Jr,4
Kathleen G Kane,16,0,0,441,25,4
David J Freed,,1,0,16,92,4
Marakay J Rogers,,,3,7,0,4
Lawrence M Farnese Jr,,,,6,0,4
Alfonso Gambone Jr,,,,,0,4
Total,482,109,10,470,117,4
,Attorney General,,,Senator In The General Assembly 1st District,,5
,Kathleen G Kane,David J Freed,Marakay J Rogers,Lawrence M Farnese Jr,Alfonso Gambone Jr,5
Kathleen G Kane,16,0,0,483,20,5
David J Freed,,0,0,22,118,5
Marakay J Rogers,,,1,8,4,5
Lawrence M Farnese Jr,,,,4,0,5
Alfonso Gambone Jr,,,,,0,5
Total,519,140,13,517,142,5
,Senator In The General Assembly 1st District,,Attorney General,,,6
,Lawrence M Farnese Jr,Alfonso Gambone Jr,Kathleen G Kane,David J Freed,Marakay J Rogers,6
Lawrence M Farnese Jr,1,0,313,19,3,6
Alfonso Gambone Jr,,0,6,83,0,6
Kathleen G Kane,,,11,0,0,6
David J Freed,,,,3,0,6
Marakay J Rogers,,,,,2,6
Total,336,89,330,105,5,6
,Attorney General,,,Senator In The General Assembly 1st District,,7
,Kathleen G Kane,David J Freed,Marakay J Rogers,Lawrence M Farnese Jr,Alfonso Gambone Jr,7
Kathleen G Kane,8,0,0,190,3,7
David J Freed,,0,0,6,19,7
Marakay J Rogers,,,2,2,0,7
Lawrence M Farnese Jr,,,,2,0,7
Alfonso Gambone Jr,,,,,0,7
Total,201,25,4,200,22,7
,Senator In The General Assembly 1st District,,Attorney General,,,8
,Lawrence M Farnese Jr,Alfonso Gambone Jr,Kathleen G Kane,David J Freed,Marakay J Rogers,8
Lawrence M Farnese Jr,3,0,410,17,6,8
Alfonso Gambone Jr,,0,15,113,0,8
Kathleen G Kane,,,6,0,0,8
David J Freed,,,,2,0,8
Marakay J Rogers,,,,,1,8
Total,436,128,431,132,7,8
,Attorney General,,,Senator In The General Assembly 1st District,,9
,Kathleen G Kane,David J Freed,Marakay J Rogers,Lawrence M Farnese Jr,Alfonso Gambone Jr,9
Kathleen G Kane,6,0,0,491,15,9
David J Freed,,3,0,12,70,9
Marakay J Rogers,,,3,5,4,9
Lawrence M Farnese Jr,,,,1,0,9
Alfonso Gambone Jr,,,,,0,9
Total,512,85,12,509,89,9
,Attorney General,,,Senator In The General Assembly 1st District,,10
,Kathleen G Kane,David J Freed,Marakay J Rogers,Lawrence M Farnese Jr,Alfonso Gambone Jr,10
Kathleen G Kane,13,0,0,441,16,10
David J Freed,,3,0,17,96,10
Marakay J Rogers,,,0,1,2,10
Lawrence M Farnese Jr,,,,4,0,10
Alfonso Gambone Jr,,,,,0,10
Total,470,116,3,463,114,10
,Attorney General,,,Senator In The General Assembly 1st District,,11
,Kathleen G Kane,David J Freed,Marakay J Rogers,Lawrence M Farnese Jr,Alfonso Gambone Jr,11
Kathleen G Kane,2,0,0,308,19,11
David J Freed,,0,0,8,94,11
Marakay J Rogers,,,2,1,4,11
