col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 5th District,,State Treasurer,,,All
,Mike Stack,Michael J Tomlinson,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,All
Mike Stack,340,0,"5,295",560,56,All
Michael J Tomlinson,,110,277,"1,820",36,All
Robert M Mccord,,,32,0,0,All
Diana Irey Vaughan,,,,39,0,All
Patricia M Fryman,,,,,12,All
Total,"6,251","2,243","5,604","2,419",104,All
,Senator In The General Assembly 5th District,,State Treasurer,,,1
,Mike Stack,Michael J Tomlinson,Diana Irey Vaughan,Robert M Mccord,Patricia M Fryman,1
Mike Stack,26,0,68,225,3,1
Michael J Tomlinson,,3,181,14,2,1
Diana Irey Vaughan,,,11,0,0,1
Robert M Mccord,,,,2,0,1
Patricia M Fryman,,,,,1,1
Total,322,200,260,241,6,1
,Senator In The General Assembly 5th District,,State Treasurer,,,2
,Mike Stack,Michael J Tomlinson,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,2
Mike Stack,27,0,242,48,4,2
Michael J Tomlinson,,8,7,131,1,2
Robert M Mccord,,,3,0,0,2
Diana Irey Vaughan,,,,2,0,2
Patricia M Fryman,,,,,1,2
Total,321,147,252,181,6,2
,Senator In The General Assembly 5th District,,State Treasurer,,,3
,Mike Stack,Michael J Tomlinson,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,3
Mike Stack,10,0,219,17,3,3
Michael J Tomlinson,,1,4,38,2,3
Robert M Mccord,,,1,0,0,3
Diana Irey Vaughan,,,,0,0,3
Patricia M Fryman,,,,,0,3
Total,249,45,224,55,5,3
,Senator In The General Assembly 5th District,,State Treasurer,,,4
,Mike Stack,Michael J Tomlinson,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,4
Mike Stack,17,0,332,25,1,4
Michael J Tomlinson,,3,6,108,2,4
Robert M Mccord,,,4,0,0,4
Diana Irey Vaughan,,,,5,0,4
Patricia M Fryman,,,,,0,4
Total,375,119,342,138,3,4
,Senator In The General Assembly 5th District,,State Treasurer,,,5
,Mike Stack,Michael J Tomlinson,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,5
Mike Stack,7,0,159,9,2,5
Michael J Tomlinson,,5,4,55,0,5
Robert M Mccord,,,0,0,0,5
Diana Irey Vaughan,,,,1,0,5
Patricia M Fryman,,,,,0,5
Total,177,64,163,65,2,5
,Senator In The General Assembly 5th District,,State Treasurer,,,6
,Mike Stack,Michael J Tomlinson,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,6
Mike Stack,2,0,130,7,0,6
Michael J Tomlinson,,1,5,32,0,6
Robert M Mccord,,,0,0,0,6
Diana Irey Vaughan,,,,0,0,6
Patricia M Fryman,,,,,1,6
Total,139,38,135,39,1,6
,Senator In The General Assembly 5th District,,State Treasurer,,,7
,Mike Stack,Michael J Tomlinson,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,7
Mike Stack,20,0,289,63,6,7
Michael J Tomlinson,,9,18,186,5,7
Robert M Mccord,,,1,0,0,7
Diana Irey Vaughan,,,,2,0,7
Patricia M Fryman,,,,,2,7
Total,378,218,308,251,13,7
,Senator In The General Assembly 5th District,,State Treasurer,,,8
,Mike Stack,Michael J Tomlinson,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,8
Mike Stack,12,0,183,19,0,8
Michael J Tomlinson,,7,6,58,2,8
Robert M Mccord,,,2,0,0,8
Diana Irey Vaughan,,,,0,0,8
