col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,State Treasurer,,,Auditor General,,,All
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,All
Robert M Mccord,87,0,0,"11,637",568,59,All
Diana Irey Vaughan,,21,0,260,"2,602",34,All
Patricia M Fryman,,,1,43,25,319,All
Eugene A Depasquale,,,,62,0,0,All
John Maher,,,,,34,0,All
Betsy Elizabeth Summers,,,,,,0,All
Total,"12,351","2,917",388,"12,002","3,229",412,All
,State Treasurer,,,Auditor General,,,1
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,1
Robert M Mccord,5,0,0,556,35,2,1
Diana Irey Vaughan,,1,0,21,160,2,1
Patricia M Fryman,,,0,0,0,13,1
Eugene A Depasquale,,,,2,0,0,1
John Maher,,,,,2,0,1
Betsy Elizabeth Summers,,,,,,0,1
Total,598,184,13,579,197,17,1
,State Treasurer,,,Auditor General,,,2
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,2
Robert M Mccord,8,0,0,302,30,1,2
Diana Irey Vaughan,,0,0,8,123,1,2
Patricia M Fryman,,,0,0,1,8,2
Eugene A Depasquale,,,,3,0,0,2
John Maher,,,,,4,0,2
Betsy Elizabeth Summers,,,,,,0,2
Total,341,132,9,313,158,10,2
,State Treasurer,,,Auditor General,,,3
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,3
Robert M Mccord,4,0,0,323,23,2,3
Diana Irey Vaughan,,1,0,3,97,0,3
Patricia M Fryman,,,0,0,0,2,3
Eugene A Depasquale,,,,1,0,0,3
John Maher,,,,,0,0,3
Betsy Elizabeth Summers,,,,,,0,3
Total,352,101,2,327,120,4,3
,State Treasurer,,,Auditor General,,,4
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,4
Robert M Mccord,3,0,0,474,29,1,4
Diana Irey Vaughan,,0,0,11,101,2,4
Patricia M Fryman,,,0,2,1,15,4
Eugene A Depasquale,,,,3,0,0,4
John Maher,,,,,1,0,4
Betsy Elizabeth Summers,,,,,,0,4
Total,507,114,18,490,132,18,4
,Auditor General,,,State Treasurer,,,5
