col_1,col_2,col_3,col_4,col_5,division
,Attorney General,,,Representative In The General Assembly 180th District,All
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,All
Kathleen G Kane,202,0,0,"3,615",All
David J Freed,,93,0,20,All
Marakay J Rogers,,,3,4,All
Angel L Cruz,,,,172,All
Total,"3,817",113,7,"3,811",All
,Attorney General,,,Representative In The General Assembly 180th District,2
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,2
Kathleen G Kane,8,0,0,340,2
David J Freed,,8,0,1,2
Marakay J Rogers,,,0,1,2
Angel L Cruz,,,,2,2
Total,348,9,1,344,2
,Attorney General,,,Representative In The General Assembly 180th District,3
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,3
Kathleen G Kane,9,0,0,118,3
David J Freed,,1,0,1,3
Marakay J Rogers,,,0,0,3
Angel L Cruz,,,,4,3
Total,127,2,0,123,3
,Attorney General,,,Representative In The General Assembly 180th District,4
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,4
Kathleen G Kane,10,0,0,168,4
David J Freed,,4,0,0,4
Marakay J Rogers,,,0,0,4
Angel L Cruz,,,,4,4
Total,178,4,0,172,4
,Representative In The General Assembly 180th District,Attorney General,,,6
,Angel L Cruz,Kathleen G Kane,David J Freed,Marakay J Rogers,6
Angel L Cruz,7,231,3,0,6
Kathleen G Kane,,10,0,0,6
David J Freed,,,5,0,6
Marakay J Rogers,,,,0,6
Total,241,241,8,0,6
,Attorney General,,,Representative In The General Assembly 180th District,7
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,7
Kathleen G Kane,7,0,0,325,7
David J Freed,,14,0,1,7
Marakay J Rogers,,,0,0,7
Angel L Cruz,,,,4,7
Total,332,15,0,330,7
,Attorney General,,,Representative In The General Assembly 180th District,9
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,9
Kathleen G Kane,13,0,0,283,9
David J Freed,,6,0,2,9
Marakay J Rogers,,,0,0,9
Angel L Cruz,,,,5,9
Total,296,8,0,290,9
,Attorney General,,,Representative In The General Assembly 180th District,10
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,10
Kathleen G Kane,11,0,0,354,10
David J Freed,,14,0,1,10
Marakay J Rogers,,,0,1,10
Angel L Cruz,,,,1,10
Total,365,15,1,357,10
,Attorney General,,,Representative In The General Assembly 180th District,11
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,11
Kathleen G Kane,8,0,0,296,11
David J Freed,,8,0,1,11
Marakay J Rogers,,,1,0,11
Angel L Cruz,,,,4,11
Total,304,9,1,301,11
,Attorney General,,,Representative In The General Assembly 180th District,13
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,13
Kathleen G Kane,38,0,0,283,13
David J Freed,,4,0,1,13
Marakay J Rogers,,,0,1,13
Angel L Cruz,,,,9,13
Total,321,5,1,294,13
,Representative In The General Assembly 180th District,Attorney General,,,14
,Angel L Cruz,Kathleen G Kane,David J Freed,Marakay J Rogers,14
Angel L Cruz,3,125,1,0,14
Kathleen G Kane,,3,0,0,14
David J Freed,,,0,0,14
Marakay J Rogers,,,,0,14
Total,129,128,1,0,14
,Representative In The General Assembly 180th District,Attorney General,,,15
,Angel L Cruz,Kathleen G Kane,David J Freed,Marakay J Rogers,15
Angel L Cruz,12,219,1,0,15
Kathleen G Kane,,9,0,0,15
David J Freed,,,9,0,15
Marakay J Rogers,,,,0,15
Total,232,228,10,0,15
,Attorney General,,,Representative In The General Assembly 180th District,16
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,16
Kathleen G Kane,19,0,0,388,16
David J Freed,,10,0,3,16
Marakay J Rogers,,,2,1,16
Angel L Cruz,,,,8,16
Total,407,13,3,400,16
,Representative In The General Assembly 180th District,Attorney General,,,17
,Angel L Cruz,Kathleen G Kane,David J Freed,Marakay J Rogers,17
Angel L Cruz,90,127,2,0,17
Kathleen G Kane,,5,0,0,17
David J Freed,,,2,0,17
Marakay J Rogers,,,,0,17
Total,219,132,4,0,17
,Attorney General,,,Representative In The General Assembly 180th District,18
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,18
Kathleen G Kane,37,0,0,170,18
David J Freed,,4,0,0,18
Marakay J Rogers,,,0,0,18
Angel L Cruz,,,,13,18
Total,207,4,0,183,18
,Attorney General,,,Representative In The General Assembly 180th District,19
,Kathleen G Kane,David J Freed,Marakay J Rogers,Angel L Cruz,19
Kathleen G Kane,15,0,0,188,19
David J Freed,,4,0,2,19
Marakay J Rogers,,,0,0,19
Angel L Cruz,,,,6,19
Total,203,6,0,196,19
