col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 202nd District,State Treasurer,,,All
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,All
Mark B Cohen,79,"2,737",153,15,All
Robert M Mccord,,46,0,0,All
Diana Irey Vaughan,,,226,0,All
Patricia M Fryman,,,,8,All
Total,"2,984","2,783",379,23,All
,Representative In The General Assembly 202nd District,State Treasurer,,,4
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,4
Mark B Cohen,4,224,24,1,4
Robert M Mccord,,4,0,0,4
Diana Irey Vaughan,,,37,0,4
Patricia M Fryman,,,,3,4
Total,253,228,61,4,4
,Representative In The General Assembly 202nd District,State Treasurer,,,6
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,6
Mark B Cohen,11,268,22,2,6
Robert M Mccord,,8,0,0,6
Diana Irey Vaughan,,,39,0,6
Patricia M Fryman,,,,0,6
Total,303,276,61,2,6
,Representative In The General Assembly 202nd District,State Treasurer,,,7
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,7
Mark B Cohen,14,328,52,5,7
Robert M Mccord,,8,0,0,7
Diana Irey Vaughan,,,67,0,7
Patricia M Fryman,,,,3,7
Total,399,336,119,8,7
,Representative In The General Assembly 202nd District,State Treasurer,,,16
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,16
Mark B Cohen,4,311,4,0,16
Robert M Mccord,,5,0,0,16
Diana Irey Vaughan,,,12,0,16
Patricia M Fryman,,,,0,16
Total,319,316,16,0,16
,Representative In The General Assembly 202nd District,State Treasurer,,,17
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,17
Mark B Cohen,3,340,11,1,17
Robert M Mccord,,0,0,0,17
Diana Irey Vaughan,,,10,0,17
Patricia M Fryman,,,,0,17
Total,355,340,21,1,17
,Representative In The General Assembly 202nd District,State Treasurer,,,22
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,22
Mark B Cohen,4,353,14,1,22
Robert M Mccord,,4,0,0,22
Diana Irey Vaughan,,,12,0,22
Patricia M Fryman,,,,1,22
Total,372,357,26,2,22
,Representative In The General Assembly 202nd District,State Treasurer,,,24
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,24
Mark B Cohen,7,291,10,1,24
Robert M Mccord,,2,0,0,24
Diana Irey Vaughan,,,19,0,24
Patricia M Fryman,,,,0,24
Total,309,293,29,1,24
,Representative In The General Assembly 202nd District,State Treasurer,,,26
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,26
Mark B Cohen,4,192,9,1,26
Robert M Mccord,,7,0,0,26
Diana Irey Vaughan,,,14,0,26
Patricia M Fryman,,,,1,26
Total,206,199,23,2,26
,Representative In The General Assembly 202nd District,State Treasurer,,,27
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,27
Mark B Cohen,9,182,6,1,27
Robert M Mccord,,2,0,0,27
Diana Irey Vaughan,,,10,0,27
Patricia M Fryman,,,,0,27
Total,198,184,16,1,27
,Representative In The General Assembly 202nd District,State Treasurer,,,28
,Mark B Cohen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,28
Mark B Cohen,19,248,1,2,28
Robert M Mccord,,6,0,0,28
Diana Irey Vaughan,,,6,0,28
Patricia M Fryman,,,,0,28
Total,270,254,7,2,28
