col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 1st District,,Representative In The General Assembly 172nd District,,All
,Robert A Brady,John Featherman,Kevin J Boyle,Al Taubenberger,All
Robert A Brady,4,0,122,15,All
John Featherman,,2,7,34,All
Kevin J Boyle,,,6,0,All
Al Taubenberger,,,,4,All
Total,141,43,135,53,All
,Representative In Congress 1st District,,Representative In The General Assembly 172nd District,,12
,Robert A Brady,John Featherman,Kevin J Boyle,Al Taubenberger,12
Robert A Brady,4,0,122,15,12
John Featherman,,2,7,34,12
Kevin J Boyle,,,6,0,12
Al Taubenberger,,,,4,12
Total,141,43,135,53,12
