col_1,col_2,division
,Representative In The General Assembly 201st District,All
,Stephen Kinsey,All
Stephen Kinsey,"2,067",All
Total,"2,067",All
,Representative In The General Assembly 201st District,3
,Stephen Kinsey,3
Stephen Kinsey,662,3
Total,662,3
,Representative In The General Assembly 201st District,6
,Stephen Kinsey,6
Stephen Kinsey,417,6
Total,417,6
,Representative In The General Assembly 201st District,8
,Stephen Kinsey,8
Stephen Kinsey,486,8
Total,486,8
,Representative In The General Assembly 201st District,20
,Stephen Kinsey,20
Stephen Kinsey,502,20
Total,502,20
