col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,All
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,All
Mike Stack,59,0,"6,049","1,220",44,22,All
Michael J Tomlinson,,29,211,"2,773",23,8,All
Barack Obama,,,371,0,0,0,All
Mitt Romney,,,,248,0,0,All
Gary Johnson,,,,,6,0,All
Jill Stein,,,,,,0,All
Total,"7,394","3,044","6,631","4,241",73,30,All
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,1
,Mike Stack,Michael J Tomlinson,Mitt Romney,Barack Obama,Gary Johnson,Jill Stein,1
Mike Stack,2,0,66,161,2,2,1
Michael J Tomlinson,,3,143,6,1,0,1
Mitt Romney,,,11,0,0,0,1
Barack Obama,,,,20,0,0,1
Gary Johnson,,,,,0,0,1
Jill Stein,,,,,,0,1
Total,233,153,220,187,3,2,1
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,2
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,2
Mike Stack,3,0,289,52,4,4,2
Michael J Tomlinson,,0,12,129,0,0,2
Barack Obama,,,16,0,0,0,2
Mitt Romney,,,,6,0,0,2
Gary Johnson,,,,,0,0,2
Jill Stein,,,,,,0,2
Total,352,141,317,187,4,4,2
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,3
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,3
Mike Stack,6,0,203,45,6,0,3
Michael J Tomlinson,,3,11,130,1,1,3
Barack Obama,,,15,0,0,0,3
Mitt Romney,,,,9,0,0,3
Gary Johnson,,,,,1,0,3
Jill Stein,,,,,,0,3
Total,260,146,229,184,8,1,3
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,4
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,4
Mike Stack,3,0,199,30,0,0,4
Michael J Tomlinson,,2,3,84,1,0,4
Barack Obama,,,7,0,0,0,4
Mitt Romney,,,,4,0,0,4
Jill Stein,,,,,0,0,4
Gary Johnson,,,,,,0,4
Total,232,90,209,118,1,0,4
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,5
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,5
Mike Stack,0,0,179,23,0,0,5
Michael J Tomlinson,,0,3,74,0,0,5
Barack Obama,,,13,0,0,0,5
Mitt Romney,,,,9,0,0,5
Gary Johnson,,,,,1,0,5
Jill Stein,,,,,,0,5
Total,202,77,195,106,1,0,5
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,6
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,6
Mike Stack,5,0,454,37,0,0,6
Michael J Tomlinson,,1,8,85,1,0,6
Barack Obama,,,18,0,0,0,6
Mitt Romney,,,,8,0,0,6
Gary Johnson,,,,,1,0,6
Jill Stein,,,,,,0,6
Total,496,95,480,130,2,0,6
,President And Vice President Of The United States,,,,Senator In The General Assembly 5th District,,7
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Mike Stack,Michael J Tomlinson,7
Barack Obama,22,0,0,0,251,2,7
Mitt Romney,,14,0,0,18,51,7
Jill Stein,,,0,0,3,0,7
Gary Johnson,,,,0,0,1,7
Mike Stack,,,,,1,0,7
Michael J Tomlinson,,,,,,2,7
Total,275,83,3,1,273,56,7
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,8
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,8
Mike Stack,9,0,297,39,1,0,8
Michael J Tomlinson,,2,3,96,0,0,8
Barack Obama,,,24,0,0,0,8
Mitt Romney,,,,6,0,0,8
Gary Johnson,,,,,0,0,8
Jill Stein,,,,,,0,8
Total,346,101,324,141,1,0,8
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,9
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,9
Mike Stack,0,0,183,26,1,0,9
Michael J Tomlinson,,0,1,59,0,0,9
Barack Obama,,,4,0,0,0,9
Mitt Romney,,,,3,0,0,9
Gary Johnson,,,,,0,0,9
Jill Stein,,,,,,0,9
Total,210,60,188,88,1,0,9
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,10
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,10
Mike Stack,1,0,297,43,3,0,10
Michael J Tomlinson,,0,14,106,2,2,10
Barack Obama,,,11,0,0,0,10
Mitt Romney,,,,6,0,0,10
Gary Johnson,,,,,0,0,10
Jill Stein,,,,,,0,10
Total,344,124,322,155,5,2,10
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,11
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,11
Mike Stack,2,0,224,44,1,3,11
Michael J Tomlinson,,0,9,112,2,1,11
Barack Obama,,,16,0,0,0,11
Mitt Romney,,,,13,0,0,11
Gary Johnson,,,,,1,0,11
Jill Stein,,,,,,0,11
Total,274,124,249,169,4,4,11
,Senator In The General Assembly 5th District,,President And Vice President Of The United States,,,,12
,Mike Stack,Michael J Tomlinson,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,12
