col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 13th District,,United States Senator,,,All
,Allyson Y Schwartz,Joseph James Rooney,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,All
Allyson Y Schwartz,212,0,"8,444",515,52,All
Joseph James Rooney,,96,429,"3,485",41,All
Bob Casey Jr,,,157,0,0,All
Tom Smith,,,,93,0,All
Rayburn Douglas Smith,,,,,16,All
Total,"9,223","4,051","9,030","4,093",109,All
,Representative In Congress 13th District,,United States Senator,,,1
,Allyson Y Schwartz,Joseph James Rooney,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,1
Allyson Y Schwartz,5,0,255,9,1,1
Joseph James Rooney,,3,11,62,0,1
Bob Casey Jr,,,4,0,0,1
Tom Smith,,,,2,0,1
Rayburn Douglas Smith,,,,,0,1
Total,270,76,270,73,1,1
,United States Senator,,,Representative In Congress 13th District,,2
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Allyson Y Schwartz,Joseph James Rooney,2
Bob Casey Jr,4,0,0,179,17,2
Tom Smith,,0,0,9,77,2
Rayburn Douglas Smith,,,1,1,1,2
Allyson Y Schwartz,,,,4,0,2
Joseph James Rooney,,,,,1,2
Total,200,86,3,193,96,2
,Representative In Congress 13th District,,United States Senator,,,3
,Allyson Y Schwartz,Joseph James Rooney,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,3
Allyson Y Schwartz,4,0,171,11,0,3
Joseph James Rooney,,1,8,48,0,3
Bob Casey Jr,,,4,0,0,3
Tom Smith,,,,2,0,3
Rayburn Douglas Smith,,,,,1,3
Total,186,57,183,61,1,3
,United States Senator,,,Representative In Congress 13th District,,4
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Allyson Y Schwartz,Joseph James Rooney,4
Bob Casey Jr,4,0,0,164,14,4
Tom Smith,,1,0,4,61,4
Rayburn Douglas Smith,,,0,0,1,4
Allyson Y Schwartz,,,,2,0,4
Joseph James Rooney,,,,,1,4
Total,182,66,1,170,77,4
,Representative In Congress 13th District,,United States Senator,,,5
,Allyson Y Schwartz,Joseph James Rooney,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,5
Allyson Y Schwartz,4,0,120,6,1,5
Joseph James Rooney,,0,5,94,0,5
Bob Casey Jr,,,1,0,0,5
Tom Smith,,,,0,0,5
Rayburn Douglas Smith,,,,,0,5
Total,131,99,126,100,1,5
,United States Senator,,,Representative In Congress 13th District,,6
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Allyson Y Schwartz,Joseph James Rooney,6
Bob Casey Jr,8,0,0,282,15,6
Tom Smith,,5,0,11,140,6
Rayburn Douglas Smith,,,0,0,0,6
Allyson Y Schwartz,,,,9,0,6
Joseph James Rooney,,,,,5,6
Total,305,156,0,302,160,6
,Representative In Congress 13th District,,United States Senator,,,7
,Allyson Y Schwartz,Joseph James Rooney,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,7
Allyson Y Schwartz,8,0,299,23,5,7
Joseph James Rooney,,2,18,112,4,7
Bob Casey Jr,,,3,0,0,7
Tom Smith,,,,1,0,7
Rayburn Douglas Smith,,,,,2,7
Total,335,136,320,136,11,7
,Representative In Congress 13th District,,United States Senator,,,8
,Allyson Y Schwartz,Joseph James Rooney,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,8
Allyson Y Schwartz,3,0,322,31,3,8
Joseph James Rooney,,4,26,156,1,8
Bob Casey Jr,,,4,0,0,8
Tom Smith,,,,5,0,8
Rayburn Douglas Smith,,,,,0,8
Total,359,187,352,192,4,8
,Representative In Congress 13th District,,United States Senator,,,9
,Allyson Y Schwartz,Joseph James Rooney,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,9
Allyson Y Schwartz,7,0,182,17,1,9
Joseph James Rooney,,1,16,115,6,9
Bob Casey Jr,,,0,0,0,9
Tom Smith,,,,2,0,9
Rayburn Douglas Smith,,,,,0,9
Total,207,138,198,134,7,9
,Representative In Congress 13th District,,United States Senator,,,10
,Allyson Y Schwartz,Joseph James Rooney,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,10
Allyson Y Schwartz,5,0,163,16,1,10
Joseph James Rooney,,3,16,93,2,10
Bob Casey Jr,,,6,0,0,10
Tom Smith,,,,3,0,10
Rayburn Douglas Smith,,,,,1,10
Total,185,114,185,112,4,10
,Representative In Congress 13th District,,United States Senator,,,11
,Allyson Y Schwartz,Joseph James Rooney,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,11
Allyson Y Schwartz,4,0,130,12,1,11
Joseph James Rooney,,3,10,76,1,11
Bob Casey Jr,,,4,0,0,11
Tom Smith,,,,2,0,11
Rayburn Douglas Smith,,,,,1,11
Total,147,90,144,90,3,11
,United States Senator,,,Representative In Congress 13th District,,12
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Allyson Y Schwartz,Joseph James Rooney,12
Bob Casey Jr,5,0,0,193,24,12
Tom Smith,,2,0,12,94,12
Rayburn Douglas Smith,,,0,0,0,12
Allyson Y Schwartz,,,,3,0,12
Joseph James Rooney,,,,,2,12
Total,222,108,0,208,120,12
,Representative In Congress 13th District,,United States Senator,,,13
,Allyson Y Schwartz,Joseph James Rooney,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,13
Allyson Y Schwartz,7,0,166,8,1,13
Joseph James Rooney,,2,5,47,0,13
Bob Casey Jr,,,1,0,0,13
Tom Smith,,,,3,0,13
Rayburn Douglas Smith,,,,,2,13
Total,182,54,172,58,3,13
