col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President And Vice President Of The United States,,,,State Treasurer,,,All
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,All
Barack Obama,"43,604",0,0,0,"501,069","9,947","3,414",All
Mitt Romney,,"9,614",0,0,"11,847","69,734",944,All
Gary Johnson,,,213,0,573,479,"1,454",All
Jill Stein,,,,321,"1,030",257,400,All
Robert M Mccord,,,,,"3,324",0,0,All
Diana Irey Vaughan,,,,,,709,0,All
Patricia M Fryman,,,,,,,103,All
Total,"558,034","92,139","2,719","2,008","517,843","81,126","6,315",All
