col_1,col_2,col_3,col_4,col_5,col_6,division
,President And Vice President Of The United States,,,,Senator In The General Assembly 7th District,All
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Vincent J Hughes,All
Barack Obama,466,0,0,0,"5,801",All
Mitt Romney,,302,0,0,256,All
Gary Johnson,,,36,0,68,All
Jill Stein,,,,12,30,All
Vincent J Hughes,,,,,28,All
Total,"6,267",558,104,42,"6,183",All
,Senator In The General Assembly 7th District,President And Vice President Of The United States,,,,1
,Vincent J Hughes,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,1
Vincent J Hughes,0,262,28,5,2,1
Barack Obama,,23,0,0,0,1
Mitt Romney,,,31,0,0,1
Gary Johnson,,,,6,0,1
Jill Stein,,,,,0,1
Total,297,285,59,11,2,1
,President And Vice President Of The United States,,,,Senator In The General Assembly 7th District,2
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Vincent J Hughes,2
Barack Obama,19,0,0,0,293,2
Mitt Romney,,6,0,0,6,2
Gary Johnson,,,0,0,4,2
Jill Stein,,,,0,2,2
Vincent J Hughes,,,,,0,2
Total,312,12,4,2,305,2
,President And Vice President Of The United States,,,,Senator In The General Assembly 7th District,3
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Vincent J Hughes,3
Barack Obama,28,0,0,0,354,3
Mitt Romney,,5,0,0,2,3
Gary Johnson,,,0,0,2,3
Jill Stein,,,,0,0,3
Vincent J Hughes,,,,,1,3
Total,382,7,2,0,359,3
,President And Vice President Of The United States,,,,Senator In The General Assembly 7th District,4
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Vincent J Hughes,4
Barack Obama,25,0,0,0,318,4
Mitt Romney,,3,0,0,4,4
Gary Johnson,,,0,0,2,4
Jill Stein,,,,0,0,4
Vincent J Hughes,,,,,3,4
Total,343,7,2,0,327,4
,Senator In The General Assembly 7th District,President And Vice President Of The United States,,,,5
,Vincent J Hughes,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,5
Vincent J Hughes,1,301,28,5,2,5
Barack Obama,,20,0,0,0,5
Mitt Romney,,,15,0,0,5
Gary Johnson,,,,1,0,5
Jill Stein,,,,,2,5
Total,337,321,43,6,4,5
,President And Vice President Of The United States,,,,Senator In The General Assembly 7th District,6
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Vincent J Hughes,6
Barack Obama,33,0,0,0,491,6
Mitt Romney,,24,0,0,16,6
Jill Stein,,,3,0,1,6
Gary Johnson,,,,0,3,6
Vincent J Hughes,,,,,3,6
Total,524,40,4,3,514,6
,President And Vice President Of The United States,,,,Senator In The General Assembly 7th District,7
