col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,United States Senator,,,Auditor General,,,All
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,All
Bob Casey Jr,87,0,0,"3,633",65,20,All
Tom Smith,,6,0,24,221,4,All
Rayburn Douglas Smith,,,0,8,3,29,All
Eugene A Depasquale,,,,46,0,0,All
John Maher,,,,,2,0,All
Betsy Elizabeth Summers,,,,,,2,All
Total,"3,805",255,40,"3,711",291,55,All
,United States Senator,,,Auditor General,,,1
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,1
Bob Casey Jr,5,0,0,380,14,5,1
Tom Smith,,0,0,6,41,0,1
Rayburn Douglas Smith,,,0,1,0,5,1
Eugene A Depasquale,,,,5,0,0,1
John Maher,,,,,0,0,1
Betsy Elizabeth Summers,,,,,,0,1
Total,404,47,6,392,55,10,1
,United States Senator,,,Auditor General,,,2
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,2
Bob Casey Jr,7,0,0,183,1,0,2
Tom Smith,,0,0,0,4,1,2
Rayburn Douglas Smith,,,0,0,0,0,2
Eugene A Depasquale,,,,3,0,0,2
John Maher,,,,,1,0,2
Betsy Elizabeth Summers,,,,,,0,2
Total,191,5,0,186,6,1,2
,United States Senator,,,Auditor General,,,3
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,3
Bob Casey Jr,19,0,0,347,6,1,3
Tom Smith,,0,0,1,8,0,3
Rayburn Douglas Smith,,,0,1,0,1,3
Eugene A Depasquale,,,,7,0,0,3
John Maher,,,,,0,0,3
Betsy Elizabeth Summers,,,,,,0,3
Total,373,9,2,356,14,2,3
,United States Senator,,,Auditor General,,,4
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,4
Bob Casey Jr,10,0,0,375,4,1,4
Tom Smith,,0,0,0,2,0,4
Rayburn Douglas Smith,,,0,0,0,1,4
Eugene A Depasquale,,,,6,0,0,4
John Maher,,,,,0,0,4
Betsy Elizabeth Summers,,,,,,0,4
Total,390,2,1,381,6,2,4
,United States Senator,,,Auditor General,,,5
,Bob Casey Jr,Rayburn Douglas Smith,Tom Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,5
Bob Casey Jr,4,0,0,211,2,0,5
Rayburn Douglas Smith,,0,0,0,0,1,5
Tom Smith,,,0,0,1,0,5
Eugene A Depasquale,,,,2,0,0,5
John Maher,,,,,0,0,5
Betsy Elizabeth Summers,,,,,,0,5
Total,217,1,1,213,3,1,5
,United States Senator,,,Auditor General,,,6
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,6
Bob Casey Jr,15,0,0,461,3,1,6
Tom Smith,,0,0,0,3,0,6
Rayburn Douglas Smith,,,0,0,0,0,6
Eugene A Depasquale,,,,7,0,0,6
John Maher,,,,,0,0,6
Betsy Elizabeth Summers,,,,,,0,6
Total,480,3,0,468,6,1,6
,United States Senator,,,Auditor General,,,7
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,7
Bob Casey Jr,4,0,0,603,13,4,7
Tom Smith,,1,0,5,60,0,7
Rayburn Douglas Smith,,,0,1,1,7,7
Eugene A Depasquale,,,,7,0,0,7
John Maher,,,,,0,0,7
Betsy Elizabeth Summers,,,,,,1,7
Total,624,66,9,616,74,12,7
,United States Senator,,,Auditor General,,,8
,Bob Casey Jr,Rayburn Douglas Smith,Tom Smith,Eugene A Depasquale,Betsy Elizabeth Summers,John Maher,8
Bob Casey Jr,7,0,0,100,0,0,8
Rayburn Douglas Smith,,0,0,0,2,0,8
Tom Smith,,,0,0,0,2,8
Eugene A Depasquale,,,,0,0,0,8
Betsy Elizabeth Summers,,,,,0,0,8
John Maher,,,,,,0,8
Total,107,2,2,100,2,2,8
,United States Senator,,,Auditor General,,,9
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,9
Bob Casey Jr,4,0,0,350,4,1,9
Tom Smith,,1,0,3,39,1,9
Rayburn Douglas Smith,,,0,1,1,1,9
Eugene A Depasquale,,,,4,0,0,9
John Maher,,,,,0,0,9
Betsy Elizabeth Summers,,,,,,0,9
Total,359,44,3,358,44,3,9
,United States Senator,,,Auditor General,,,10
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,10
Bob Casey Jr,7,0,0,378,1,1,10
Tom Smith,,0,0,3,4,0,10
Rayburn Douglas Smith,,,0,0,0,2,10
Eugene A Depasquale,,,,5,0,0,10
John Maher,,,,,1,0,10
Betsy Elizabeth Summers,,,,,,1,10
Total,387,7,2,386,6,4,10
,United States Senator,,,Auditor General,,,11
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,11
Bob Casey Jr,5,0,0,245,17,6,11
Tom Smith,,4,0,6,57,2,11
Rayburn Douglas Smith,,,0,4,1,9,11
Eugene A Depasquale,,,,0,0,0,11
John Maher,,,,,0,0,11
Betsy Elizabeth Summers,,,,,,0,11
Total,273,69,14,255,75,17,11
