col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 203rd District,Representative In Congress 2nd District,,,All
,Dwight Evans,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,All
Dwight Evans,7,450,5,9,All
Chaka Fattah,,4,0,0,All
Robert Allen Mansfield Jr,,,8,0,All
James Foster,,,,0,All
Total,471,454,13,9,All
,Representative In The General Assembly 203rd District,Representative In Congress 2nd District,,,18
,Dwight Evans,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,18
Dwight Evans,7,450,5,9,18
Chaka Fattah,,4,0,0,18
Robert Allen Mansfield Jr,,,8,0,18
James Foster,,,,0,18
Total,471,454,13,9,18
