col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 190th District,Representative In Congress 2nd District,,,All
,Vanessa L Brown,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,All
Vanessa L Brown,38,"4,441",33,22,All
Chaka Fattah,,88,0,0,All
Robert Allen Mansfield Jr,,,25,0,All
James Foster,,,,9,All
Total,"4,534","4,529",58,31,All
,Representative In The General Assembly 190th District,Representative In Congress 2nd District,,,1
,Vanessa L Brown,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,1
Vanessa L Brown,2,351,12,5,1
Chaka Fattah,,10,0,0,1
James Foster,,,4,0,1
Robert Allen Mansfield Jr,,,,5,1
Total,370,361,16,10,1
,Representative In Congress 2nd District,,,Representative In The General Assembly 190th District,2
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vanessa L Brown,2
Chaka Fattah,4,0,0,199,2
Robert Allen Mansfield Jr,,2,0,0,2
James Foster,,,1,0,2
Vanessa L Brown,,,,1,2
Total,203,2,1,200,2
,Representative In Congress 2nd District,,,Representative In The General Assembly 190th District,3
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vanessa L Brown,3
Chaka Fattah,13,0,0,372,3
Robert Allen Mansfield Jr,,9,0,7,3
James Foster,,,2,3,3
Vanessa L Brown,,,,2,3
Total,385,16,5,384,3
,Representative In Congress 2nd District,,,Representative In The General Assembly 190th District,4
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vanessa L Brown,4
Chaka Fattah,10,0,0,383,4
Robert Allen Mansfield Jr,,1,0,5,4
James Foster,,,0,3,4
Vanessa L Brown,,,,1,4
Total,393,6,3,392,4
,Representative In The General Assembly 190th District,Representative In Congress 2nd District,,,6
,Vanessa L Brown,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,6
Vanessa L Brown,4,316,1,1,6
Chaka Fattah,,5,0,0,6
James Foster,,,0,0,6
Robert Allen Mansfield Jr,,,,0,6
Total,322,321,1,1,6
,Representative In The General Assembly 190th District,Representative In Congress 2nd District,,,10
,Vanessa L Brown,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,10
Vanessa L Brown,1,180,2,0,10
Chaka Fattah,,1,0,0,10
Robert Allen Mansfield Jr,,,0,0,10
James Foster,,,,0,10
Total,183,181,2,0,10
,Representative In The General Assembly 190th District,Representative In Congress 2nd District,,,11
,Vanessa L Brown,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,11
Vanessa L Brown,1,500,4,0,11
Chaka Fattah,,4,0,0,11
Robert Allen Mansfield Jr,,,4,0,11
James Foster,,,,0,11
Total,505,504,8,0,11
,Representative In The General Assembly 190th District,Representative In Congress 2nd District,,,12
,Vanessa L Brown,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,12
Vanessa L Brown,3,294,2,0,12
Chaka Fattah,,3,0,0,12
Robert Allen Mansfield Jr,,,0,0,12
James Foster,,,,0,12
Total,299,297,2,0,12
,Representative In Congress 2nd District,,,Representative In The General Assembly 190th District,13
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vanessa L Brown,13
Chaka Fattah,11,0,0,385,13
Robert Allen Mansfield Jr,,1,0,0,13
James Foster,,,0,0,13
Vanessa L Brown,,,,3,13
Total,396,1,0,388,13
,Representative In The General Assembly 190th District,Representative In Congress 2nd District,,,14
,Vanessa L Brown,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,14
Vanessa L Brown,8,300,4,0,14
Chaka Fattah,,3,0,0,14
Robert Allen Mansfield Jr,,,2,0,14
James Foster,,,,0,14
Total,312,303,6,0,14
,Representative In Congress 2nd District,,,Representative In The General Assembly 190th District,16
,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,Vanessa L Brown,16
Chaka Fattah,11,0,0,328,16
James Foster,,0,0,2,16
Robert Allen Mansfield Jr,,,0,0,16
Vanessa L Brown,,,,4,16
Total,339,2,0,334,16
,Representative In The General Assembly 190th District,Representative In Congress 2nd District,,,17
,Vanessa L Brown,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,17
Vanessa L Brown,2,442,2,0,17
Chaka Fattah,,2,0,0,17
Robert Allen Mansfield Jr,,,0,0,17
James Foster,,,,0,17
Total,446,444,2,0,17
,Representative In Congress 2nd District,,,Representative In The General Assembly 190th District,18
,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,Vanessa L Brown,18
Chaka Fattah,11,0,0,391,18
James Foster,,2,0,1,18
Robert Allen Mansfield Jr,,,1,1,18
Vanessa L Brown,,,,6,18
Total,402,3,2,399,18
