col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 7th District,Attorney General,,,All
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,All
Vincent J Hughes,106,"5,459",26,9,All
Kathleen G Kane,,84,0,0,All
David J Freed,,,29,0,All
Marakay J Rogers,,,,4,All
Total,"5,600","5,543",55,13,All
,Attorney General,,,Senator In The General Assembly 7th District,1
,Kathleen G Kane,David J Freed,Marakay J Rogers,Vincent J Hughes,1
Kathleen G Kane,8,0,0,240,1
David J Freed,,4,0,0,1
Marakay J Rogers,,,0,1,1
Vincent J Hughes,,,,3,1
Total,248,4,1,244,1
,Senator In The General Assembly 7th District,Attorney General,,,2
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,2
Vincent J Hughes,9,242,3,0,2
Kathleen G Kane,,0,0,0,2
David J Freed,,,1,0,2
Marakay J Rogers,,,,0,2
Total,254,242,4,0,2
,Senator In The General Assembly 7th District,Attorney General,,,3
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,3
Vincent J Hughes,9,253,2,1,3
Kathleen G Kane,,8,0,0,3
David J Freed,,,1,0,3
Marakay J Rogers,,,,0,3
Total,265,261,3,1,3
,Attorney General,,,Senator In The General Assembly 7th District,4
,Kathleen G Kane,David J Freed,Marakay J Rogers,Vincent J Hughes,4
Kathleen G Kane,8,0,0,318,4
David J Freed,,3,0,0,4
Marakay J Rogers,,,0,2,4
Vincent J Hughes,,,,6,4
Total,326,3,2,326,4
,Senator In The General Assembly 7th District,Attorney General,,,5
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,5
Vincent J Hughes,5,379,1,1,5
Kathleen G Kane,,3,0,0,5
David J Freed,,,1,0,5
Marakay J Rogers,,,,1,5
Total,386,382,2,2,5
,Attorney General,,,Senator In The General Assembly 7th District,6
,Kathleen G Kane,David J Freed,Marakay J Rogers,Vincent J Hughes,6
Kathleen G Kane,6,0,0,368,6
David J Freed,,1,0,1,6
Marakay J Rogers,,,0,0,6
Vincent J Hughes,,,,5,6
Total,374,2,0,374,6
,Senator In The General Assembly 7th District,Attorney General,,,7
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,7
Vincent J Hughes,5,232,1,0,7
Kathleen G Kane,,5,0,0,7
David J Freed,,,1,0,7
Marakay J Rogers,,,,0,7
Total,238,237,2,0,7
,Senator In The General Assembly 7th District,Attorney General,,,8
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,8
Vincent J Hughes,9,427,0,1,8
Kathleen G Kane,,6,0,0,8
David J Freed,,,2,0,8
Marakay J Rogers,,,,1,8
Total,437,433,2,2,8
,Senator In The General Assembly 7th District,Attorney General,,,9
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,9
Vincent J Hughes,6,427,4,0,9
Kathleen G Kane,,5,0,0,9
David J Freed,,,2,0,9
Marakay J Rogers,,,,1,9
Total,437,432,6,1,9
,Senator In The General Assembly 7th District,Attorney General,,,10
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,10
Vincent J Hughes,13,253,4,1,10
Kathleen G Kane,,8,0,0,10
David J Freed,,,0,0,10
Marakay J Rogers,,,,0,10
Total,271,261,4,1,10
,Senator In The General Assembly 7th District,Attorney General,,,11
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,11
Vincent J Hughes,6,217,2,0,11
Kathleen G Kane,,1,0,0,11
David J Freed,,,0,0,11
Marakay J Rogers,,,,0,11
Total,225,218,2,0,11
,Attorney General,,,Senator In The General Assembly 7th District,12
,Kathleen G Kane,David J Freed,Marakay J Rogers,Vincent J Hughes,12
Kathleen G Kane,4,0,0,324,12
David J Freed,,4,0,1,12
Marakay J Rogers,,,1,0,12
Vincent J Hughes,,,,3,12
Total,328,5,1,328,12
,Senator In The General Assembly 7th District,Attorney General,,,13
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,13
Vincent J Hughes,5,368,2,0,13
Kathleen G Kane,,6,0,0,13
David J Freed,,,1,0,13
Marakay J Rogers,,,,0,13
Total,375,374,3,0,13
,Attorney General,,,Senator In The General Assembly 7th District,14
,Kathleen G Kane,David J Freed,Marakay J Rogers,Vincent J Hughes,14
Kathleen G Kane,4,0,0,278,14
David J Freed,,1,0,0,14
Marakay J Rogers,,,0,0,14
Vincent J Hughes,,,,3,14
Total,282,1,0,281,14
,Senator In The General Assembly 7th District,Attorney General,,,15
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,15
Vincent J Hughes,4,265,1,1,15
Kathleen G Kane,,3,0,0,15
David J Freed,,,3,0,15
Marakay J Rogers,,,,0,15
Total,271,268,4,1,15
,Senator In The General Assembly 7th District,Attorney General,,,16
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,16
Vincent J Hughes,9,247,0,0,16
Kathleen G Kane,,4,0,0,16
David J Freed,,,3,0,16
Marakay J Rogers,,,,0,16
Total,256,251,3,0,16
,Senator In The General Assembly 7th District,Attorney General,,,17
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,17
Vincent J Hughes,4,250,3,1,17
Kathleen G Kane,,4,0,0,17
David J Freed,,,1,0,17
Marakay J Rogers,,,,0,17
Total,258,254,4,1,17
,Senator In The General Assembly 7th District,Attorney General,,,18
,Vincent J Hughes,Kathleen G Kane,David J Freed,Marakay J Rogers,18
Vincent J Hughes,2,371,1,0,18
Kathleen G Kane,,1,0,0,18
David J Freed,,,0,0,18
Marakay J Rogers,,,,0,18
Total,374,372,1,0,18
