col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 3rd District,State Treasurer,,,All
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,All
Shirley M Kitchen,323,"8,727",75,32,All
Robert M Mccord,,70,0,0,All
Diana Irey Vaughan,,,62,0,All
Patricia M Fryman,,,,11,All
Total,"9,157","8,797",137,43,All
,Senator In The General Assembly 3rd District,State Treasurer,,,1
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,1
Shirley M Kitchen,21,403,7,1,1
Robert M Mccord,,6,0,0,1
Diana Irey Vaughan,,,4,0,1
Patricia M Fryman,,,,1,1
Total,432,409,11,2,1
,Senator In The General Assembly 3rd District,State Treasurer,,,2
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,2
Shirley M Kitchen,11,302,1,0,2
Robert M Mccord,,7,0,0,2
Diana Irey Vaughan,,,3,0,2
Patricia M Fryman,,,,1,2
Total,314,309,4,1,2
,Senator In The General Assembly 3rd District,State Treasurer,,,3
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,3
Shirley M Kitchen,5,319,1,2,3
Robert M Mccord,,1,0,0,3
Diana Irey Vaughan,,,2,0,3
Patricia M Fryman,,,,0,3
Total,327,320,3,2,3
,Senator In The General Assembly 3rd District,State Treasurer,,,4
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,4
Shirley M Kitchen,10,412,9,2,4
Robert M Mccord,,3,0,0,4
Diana Irey Vaughan,,,10,0,4
Patricia M Fryman,,,,1,4
Total,433,415,19,3,4
,Senator In The General Assembly 3rd District,State Treasurer,,,5
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,5
Shirley M Kitchen,13,392,9,3,5
Robert M Mccord,,1,0,0,5
Diana Irey Vaughan,,,11,0,5
Patricia M Fryman,,,,3,5
Total,417,393,20,6,5
,Senator In The General Assembly 3rd District,State Treasurer,,,6
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,6
Shirley M Kitchen,26,400,2,0,6
Robert M Mccord,,3,0,0,6
Diana Irey Vaughan,,,3,0,6
Patricia M Fryman,,,,0,6
Total,428,403,5,0,6
,Senator In The General Assembly 3rd District,State Treasurer,,,7
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,7
Shirley M Kitchen,15,294,1,1,7
Robert M Mccord,,1,0,0,7
Diana Irey Vaughan,,,1,0,7
Patricia M Fryman,,,,0,7
Total,311,295,2,1,7
,Senator In The General Assembly 3rd District,State Treasurer,,,8
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,8
Shirley M Kitchen,25,346,2,0,8
Robert M Mccord,,1,0,0,8
Diana Irey Vaughan,,,1,0,8
Patricia M Fryman,,,,0,8
Total,373,347,3,0,8
,Senator In The General Assembly 3rd District,State Treasurer,,,9
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,9
Shirley M Kitchen,8,348,4,0,9
Robert M Mccord,,1,0,0,9
Diana Irey Vaughan,,,0,0,9
Patricia M Fryman,,,,0,9
Total,360,349,4,0,9
,Senator In The General Assembly 3rd District,State Treasurer,,,10
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,10
Shirley M Kitchen,14,319,5,3,10
Robert M Mccord,,2,0,0,10
Diana Irey Vaughan,,,1,0,10
Patricia M Fryman,,,,0,10
Total,341,321,6,3,10
,Senator In The General Assembly 3rd District,State Treasurer,,,11
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,11
Shirley M Kitchen,9,364,0,0,11
Robert M Mccord,,1,0,0,11
Diana Irey Vaughan,,,0,0,11
Patricia M Fryman,,,,0,11
Total,373,365,0,0,11
,Senator In The General Assembly 3rd District,State Treasurer,,,12
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,12
Shirley M Kitchen,11,328,1,1,12
Robert M Mccord,,4,0,0,12
Diana Irey Vaughan,,,1,0,12
Patricia M Fryman,,,,0,12
Total,341,332,2,1,12
,Senator In The General Assembly 3rd District,State Treasurer,,,13
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,13
Shirley M Kitchen,7,328,1,4,13
Robert M Mccord,,5,0,0,13
Diana Irey Vaughan,,,4,0,13
Patricia M Fryman,,,,0,13
Total,340,333,5,4,13
,Senator In The General Assembly 3rd District,State Treasurer,,,14
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,14
Shirley M Kitchen,12,410,4,2,14
Robert M Mccord,,2,0,0,14
Diana Irey Vaughan,,,2,0,14
Patricia M Fryman,,,,0,14
Total,428,412,6,2,14
,Senator In The General Assembly 3rd District,State Treasurer,,,15
,Shirley M Kitchen,Robert M Mccord,Patricia M Fryman,Diana Irey Vaughan,15
Shirley M Kitchen,7,359,1,1,15
Robert M Mccord,,1,0,0,15
Patricia M Fryman,,,1,0,15
Diana Irey Vaughan,,,,0,15
Total,368,360,2,1,15
,Senator In The General Assembly 3rd District,State Treasurer,,,16
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,16
Shirley M Kitchen,12,377,2,1,16
Robert M Mccord,,1,0,0,16
Diana Irey Vaughan,,,2,0,16
Patricia M Fryman,,,,0,16
Total,392,378,4,1,16
,Senator In The General Assembly 3rd District,State Treasurer,,,17
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,17
Shirley M Kitchen,11,419,4,0,17
Robert M Mccord,,3,0,0,17
Diana Irey Vaughan,,,1,0,17
Patricia M Fryman,,,,0,17
Total,434,422,5,0,17
,Senator In The General Assembly 3rd District,State Treasurer,,,18
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,18
Shirley M Kitchen,20,434,3,1,18
Robert M Mccord,,1,0,0,18
Diana Irey Vaughan,,,2,0,18
Patricia M Fryman,,,,1,18
Total,458,435,5,2,18
,Senator In The General Assembly 3rd District,State Treasurer,,,19
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,19
Shirley M Kitchen,21,402,9,0,19
Robert M Mccord,,12,0,0,19
Diana Irey Vaughan,,,3,0,19
Patricia M Fryman,,,,0,19
Total,432,414,12,0,19
,Senator In The General Assembly 3rd District,State Treasurer,,,20
,Shirley M Kitchen,Robert M Mccord,Patricia M Fryman,Diana Irey Vaughan,20
Shirley M Kitchen,12,367,1,1,20
Robert M Mccord,,4,0,0,20
Patricia M Fryman,,,2,0,20
Diana Irey Vaughan,,,,1,20
Total,381,371,3,2,20
,Senator In The General Assembly 3rd District,State Treasurer,,,21
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,21
Shirley M Kitchen,13,286,1,2,21
Robert M Mccord,,1,0,0,21
Diana Irey Vaughan,,,3,0,21
Patricia M Fryman,,,,0,21
Total,302,287,4,2,21
,Senator In The General Assembly 3rd District,State Treasurer,,,22
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,22
Shirley M Kitchen,14,533,4,3,22
Robert M Mccord,,4,0,0,22
Diana Irey Vaughan,,,2,0,22
Patricia M Fryman,,,,0,22
Total,554,537,6,3,22
,Senator In The General Assembly 3rd District,State Treasurer,,,23
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,23
Shirley M Kitchen,9,267,3,2,23
Robert M Mccord,,4,0,0,23
Diana Irey Vaughan,,,2,0,23
Patricia M Fryman,,,,0,23
Total,281,271,5,2,23
,Senator In The General Assembly 3rd District,State Treasurer,,,24
,Shirley M Kitchen,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,24
Shirley M Kitchen,4,67,0,0,24
Robert M Mccord,,0,0,0,24
Diana Irey Vaughan,,,1,0,24
Patricia M Fryman,,,,0,24
Total,71,67,1,0,24
,Senator In The General Assembly 3rd District,State Treasurer,,,25
,Shirley M Kitchen,Robert M Mccord,Patricia M Fryman,Diana Irey Vaughan,25
Shirley M Kitchen,13,251,2,0,25
Robert M Mccord,,1,0,0,25
Patricia M Fryman,,,1,0,25
Diana Irey Vaughan,,,,2,25
Total,266,252,3,2,25
