col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 13th District,,State Treasurer,,,All
,Allyson Y Schwartz,Joseph James Rooney,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,All
Allyson Y Schwartz,558,0,"9,614",880,92,All
Joseph James Rooney,,254,568,"6,536",65,All
Robert M Mccord,,,77,0,0,All
Diana Irey Vaughan,,,,49,0,All
Patricia M Fryman,,,,,18,All
Total,"11,144","7,423","10,259","7,465",175,All
,Representative In Congress 13th District,,State Treasurer,,,1
,Allyson Y Schwartz,Joseph James Rooney,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,1
Allyson Y Schwartz,5,0,196,5,0,1
Joseph James Rooney,,4,3,64,0,1
Robert M Mccord,,,1,0,0,1
Diana Irey Vaughan,,,,0,0,1
Patricia M Fryman,,,,,1,1
Total,206,71,200,69,1,1
,Representative In Congress 13th District,,State Treasurer,,,2
,Allyson Y Schwartz,Joseph James Rooney,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,2
Allyson Y Schwartz,1,0,174,5,1,2
Joseph James Rooney,,3,2,37,0,2
Robert M Mccord,,,0,0,0,2
Diana Irey Vaughan,,,,0,0,2
Patricia M Fryman,,,,,0,2
Total,181,42,176,42,1,2
,Representative In Congress 13th District,,State Treasurer,,,3
,Allyson Y Schwartz,Joseph James Rooney,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,3
Allyson Y Schwartz,13,0,361,27,2,3
Joseph James Rooney,,2,10,168,4,3
Robert M Mccord,,,1,0,0,3
Diana Irey Vaughan,,,,1,0,3
Patricia M Fryman,,,,,0,3
Total,403,184,372,196,6,3
,Representative In Congress 13th District,,State Treasurer,,,4
,Joseph James Rooney,Allyson Y Schwartz,Diana Irey Vaughan,Robert M Mccord,Patricia M Fryman,4
Joseph James Rooney,9,0,245,22,2,4
Allyson Y Schwartz,,9,29,173,2,4
Diana Irey Vaughan,,,2,0,0,4
Robert M Mccord,,,,3,0,4
Patricia M Fryman,,,,,1,4
