col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 2nd District,,,Representative In The General Assembly 197th District,,All
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,J P Miranda,Steve L Crum,All
Chaka Fattah,210,0,0,"5,103",22,All
Robert Allen Mansfield Jr,,0,0,5,25,All
James Foster,,,2,16,3,All
J P Miranda,,,,28,0,All
Steve L Crum,,,,,2,All
Total,"5,335",30,21,"5,152",52,All
,Representative In Congress 2nd District,,,Representative In The General Assembly 197th District,,1
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,J P Miranda,Steve L Crum,1
Chaka Fattah,12,0,0,254,0,1
Robert Allen Mansfield Jr,,0,0,0,5,1
James Foster,,,1,1,0,1
J P Miranda,,,,1,0,1
Steve L Crum,,,,,0,1
Total,266,5,2,256,5,1
,Representative In Congress 2nd District,,,Representative In The General Assembly 197th District,,2
,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,J P Miranda,Steve L Crum,2
Chaka Fattah,9,0,0,277,1,2
James Foster,,0,0,3,1,2
Robert Allen Mansfield Jr,,,0,0,3,2
J P Miranda,,,,1,0,2
Steve L Crum,,,,,0,2
Total,287,4,3,281,5,2
,Representative In Congress 2nd District,,,Representative In The General Assembly 197th District,,3
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,J P Miranda,Steve L Crum,3
Chaka Fattah,12,0,0,372,3,3
Robert Allen Mansfield Jr,,0,0,0,4,3
James Foster,,,0,1,1,3
J P Miranda,,,,1,0,3
Steve L Crum,,,,,0,3
Total,387,4,2,374,8,3
,Representative In Congress 2nd District,,,Representative In The General Assembly 197th District,,4
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,J P Miranda,Steve L Crum,4
Chaka Fattah,11,0,0,282,2,4
Robert Allen Mansfield Jr,,0,0,0,2,4
James Foster,,,0,1,0,4
J P Miranda,,,,2,0,4
Steve L Crum,,,,,0,4
Total,295,2,1,285,4,4
,Representative In Congress 2nd District,,,Representative In The General Assembly 197th District,,5
,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,J P Miranda,Steve L Crum,5
Chaka Fattah,30,0,0,309,2,5
James Foster,,1,0,1,0,5
Robert Allen Mansfield Jr,,,0,0,1,5
J P Miranda,,,,5,0,5
Steve L Crum,,,,,0,5
Total,341,2,1,315,3,5
,Representative In Congress 2nd District,,,Representative In The General Assembly 197th District,,6
,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,J P Miranda,Steve L Crum,6
Chaka Fattah,7,0,0,265,2,6
James Foster,,0,0,2,1,6
Robert Allen Mansfield Jr,,,0,0,1,6
J P Miranda,,,,3,0,6
Steve L Crum,,,,,0,6
Total,274,3,1,270,4,6
,Representative In Congress 2nd District,,,Representative In The General Assembly 197th District,,7
,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,J P Miranda,Steve L Crum,7
Chaka Fattah,14,0,0,325,1,7
James Foster,,0,0,1,0,7
Robert Allen Mansfield Jr,,,0,0,0,7
J P Miranda,,,,0,0,7
Steve L Crum,,,,,0,7
Total,340,1,0,326,1,7
