col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 192nd District,Representative In Congress 2nd District,,,All
,Louise Bishop,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,All
Louise Bishop,45,"5,394",66,21,All
Chaka Fattah,,91,0,0,All
Robert Allen Mansfield Jr,,,72,0,All
James Foster,,,,7,All
Total,"5,526","5,485",138,28,All
,Representative In The General Assembly 192nd District,Representative In Congress 2nd District,,,5
,Louise Bishop,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,5
Louise Bishop,4,391,23,3,5
Chaka Fattah,,8,0,0,5
Robert Allen Mansfield Jr,,,25,0,5
James Foster,,,,0,5
Total,421,399,48,3,5
,Representative In The General Assembly 192nd District,Representative In Congress 2nd District,,,15
,Louise Bishop,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,15
Louise Bishop,6,491,7,3,15
Chaka Fattah,,12,0,0,15
Robert Allen Mansfield Jr,,,6,0,15
James Foster,,,,1,15
Total,507,503,13,4,15
,Representative In The General Assembly 192nd District,Representative In Congress 2nd District,,,17
,Louise Bishop,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,17
Louise Bishop,4,343,7,2,17
Chaka Fattah,,6,0,0,17
Robert Allen Mansfield Jr,,,9,0,17
James Foster,,,,1,17
Total,356,349,16,3,17
,Representative In Congress 2nd District,,,Representative In The General Assembly 192nd District,18
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Louise Bishop,18
Chaka Fattah,8,0,0,431,18
Robert Allen Mansfield Jr,,1,0,3,18
James Foster,,,0,0,18
Louise Bishop,,,,5,18
Total,439,4,0,439,18
,Representative In The General Assembly 192nd District,Representative In Congress 2nd District,,,19
,Louise Bishop,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,19
Louise Bishop,3,479,3,3,19
Chaka Fattah,,8,0,0,19
Robert Allen Mansfield Jr,,,3,0,19
James Foster,,,,0,19
Total,488,487,6,3,19
,Representative In The General Assembly 192nd District,Representative In Congress 2nd District,,,20
,Louise Bishop,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,20
Louise Bishop,2,359,14,4,20
Chaka Fattah,,11,0,0,20
Robert Allen Mansfield Jr,,,13,0,20
James Foster,,,,4,20
Total,379,370,27,8,20
,Representative In Congress 2nd District,,,Representative In The General Assembly 192nd District,22
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Louise Bishop,22
Chaka Fattah,5,0,0,429,22
Robert Allen Mansfield Jr,,1,0,1,22
James Foster,,,0,1,22
Louise Bishop,,,,1,22
Total,434,2,1,432,22
,Representative In Congress 2nd District,,,Representative In The General Assembly 192nd District,23
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Louise Bishop,23
Chaka Fattah,6,0,0,458,23
Robert Allen Mansfield Jr,,6,0,1,23
James Foster,,,0,0,23
Louise Bishop,,,,2,23
Total,464,7,0,461,23
,Representative In The General Assembly 192nd District,Representative In Congress 2nd District,,,24
,Louise Bishop,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,24
Louise Bishop,4,471,2,1,24
Chaka Fattah,,4,0,0,24
James Foster,,,0,0,24
Robert Allen Mansfield Jr,,,,1,24
Total,478,475,2,2,24
,Representative In The General Assembly 192nd District,Representative In Congress 2nd District,,,25
,Louise Bishop,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,25
Louise Bishop,5,545,1,2,25
Chaka Fattah,,7,0,0,25
Robert Allen Mansfield Jr,,,4,0,25
James Foster,,,,0,25
Total,553,552,5,2,25
,Representative In Congress 2nd District,,,Representative In The General Assembly 192nd District,26
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Louise Bishop,26
Chaka Fattah,9,0,0,497,26
Robert Allen Mansfield Jr,,2,0,3,26
James Foster,,,1,1,26
Louise Bishop,,,,5,26
Total,506,5,2,506,26
,Representative In Congress 2nd District,,,Representative In The General Assembly 192nd District,27
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Louise Bishop,27
Chaka Fattah,7,0,0,500,27
Robert Allen Mansfield Jr,,1,0,2,27
James Foster,,,0,0,27
Louise Bishop,,,,4,27
Total,507,3,0,506,27
