col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,All
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,All
Allyson Y Schwartz,78,0,"8,272",813,39,21,All
Joseph James Rooney,,46,264,"3,695",37,9,All
Barack Obama,,,496,0,0,0,All
Mitt Romney,,,,328,0,0,All
Gary Johnson,,,,,17,0,All
Jill Stein,,,,,,7,All
Total,"9,223","4,051","9,032","4,836",93,37,All
,President And Vice President Of The United States,,,,Representative In Congress 13th District,,1
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Allyson Y Schwartz,Joseph James Rooney,1
Barack Obama,11,0,0,0,257,4,1
Mitt Romney,,9,0,0,10,69,1
Jill Stein,,,0,0,1,1,1
Gary Johnson,,,,1,0,0,1
Allyson Y Schwartz,,,,,2,0,1
Joseph James Rooney,,,,,,2,1
Total,272,88,2,1,270,76,1
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,2
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,2
Allyson Y Schwartz,1,0,174,18,0,0,2
Joseph James Rooney,,2,7,85,2,0,2
Barack Obama,,,7,0,0,0,2
Mitt Romney,,,,7,0,0,2
Gary Johnson,,,,,1,0,2
Jill Stein,,,,,,0,2
Total,193,96,188,110,3,0,2
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,3
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,3
Allyson Y Schwartz,0,0,169,15,1,1,3
Joseph James Rooney,,0,4,53,0,0,3
Barack Obama,,,12,0,0,0,3
Mitt Romney,,,,4,0,0,3
Gary Johnson,,,,,1,0,3
Jill Stein,,,,,,1,3
Total,186,57,185,72,2,2,3
,President And Vice President Of The United States,,,,Representative In Congress 13th District,,4
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Allyson Y Schwartz,Joseph James Rooney,4
Barack Obama,16,0,0,0,155,8,4
Mitt Romney,,6,0,0,14,68,4
Gary Johnson,,,0,0,0,0,4
Jill Stein,,,,0,0,0,4
Allyson Y Schwartz,,,,,1,0,4
Joseph James Rooney,,,,,,1,4
Total,179,88,0,0,170,77,4
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,5
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,5
Allyson Y Schwartz,1,0,113,16,0,1,5
Joseph James Rooney,,0,2,97,0,0,5
Barack Obama,,,8,0,0,0,5
Mitt Romney,,,,1,0,0,5
Gary Johnson,,,,,2,0,5
Jill Stein,,,,,,1,5
Total,131,99,123,114,2,2,5
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,6
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,6
Allyson Y Schwartz,1,0,281,19,1,0,6
Joseph James Rooney,,2,8,150,0,0,6
Barack Obama,,,10,0,0,0,6
Mitt Romney,,,,17,0,0,6
Gary Johnson,,,,,0,0,6
Jill Stein,,,,,,0,6
Total,302,160,299,186,1,0,6
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,7
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,7
Allyson Y Schwartz,2,0,302,28,2,1,7
Joseph James Rooney,,2,12,120,2,0,7
Barack Obama,,,10,0,0,0,7
Mitt Romney,,,,6,0,0,7
Gary Johnson,,,,,2,0,7
Jill Stein,,,,,,1,7
Total,335,136,324,154,6,2,7
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,8
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,8
Allyson Y Schwartz,1,0,310,47,1,0,8
Joseph James Rooney,,3,17,166,1,0,8
Barack Obama,,,12,0,0,0,8
Mitt Romney,,,,7,0,0,8
Gary Johnson,,,,,1,0,8
Jill Stein,,,,,,1,8
Total,359,187,339,220,3,1,8
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,9
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,9
Allyson Y Schwartz,1,0,180,24,2,0,9
Joseph James Rooney,,2,6,124,3,3,9
Barack Obama,,,5,0,0,0,9
Mitt Romney,,,,6,0,0,9
Gary Johnson,,,,,0,0,9
Jill Stein,,,,,,1,9
Total,207,138,191,154,5,4,9
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,10
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,10
Allyson Y Schwartz,2,0,150,31,1,1,10
Joseph James Rooney,,1,13,97,3,0,10
Barack Obama,,,8,0,0,0,10
Mitt Romney,,,,14,0,0,10
Gary Johnson,,,,,1,0,10
Jill Stein,,,,,,0,10
Total,185,114,171,142,5,1,10
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,11
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,11
Allyson Y Schwartz,2,0,126,16,3,0,11
Joseph James Rooney,,3,8,76,3,0,11
Barack Obama,,,10,0,0,0,11
Mitt Romney,,,,7,0,0,11
Gary Johnson,,,,,1,0,11
Jill Stein,,,,,,0,11
Total,147,90,144,99,7,0,11
,President And Vice President Of The United States,,,,Representative In Congress 13th District,,12
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Allyson Y Schwartz,Joseph James Rooney,12
Barack Obama,16,0,0,0,182,12,12
Mitt Romney,,12,0,0,20,107,12
Gary Johnson,,,1,0,1,0,12
Jill Stein,,,,0,0,0,12
Allyson Y Schwartz,,,,,5,0,12
Joseph James Rooney,,,,,,1,12
Total,210,139,2,0,208,120,12
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,13
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,13
Allyson Y Schwartz,2,0,169,10,1,0,13
Joseph James Rooney,,0,4,50,0,0,13
Barack Obama,,,6,0,0,0,13
Mitt Romney,,,,7,0,0,13
Gary Johnson,,,,,2,0,13
Jill Stein,,,,,,0,13
Total,182,54,179,67,3,0,13
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,14
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,14
Allyson Y Schwartz,1,0,160,17,1,0,14
Joseph James Rooney,,0,7,61,0,0,14
Barack Obama,,,9,0,0,0,14
Mitt Romney,,,,5,0,0,14
Jill Stein,,,,,0,0,14
Gary Johnson,,,,,,0,14
Total,179,68,176,83,1,0,14
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,15
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,15
Allyson Y Schwartz,3,0,141,17,2,0,15
Joseph James Rooney,,0,6,82,1,1,15
Barack Obama,,,4,0,0,0,15
Mitt Romney,,,,6,0,0,15
Jill Stein,,,,,0,0,15
Gary Johnson,,,,,,1,15
Total,163,90,151,105,3,2,15
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,16
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,16
Allyson Y Schwartz,2,0,184,21,3,0,16
Joseph James Rooney,,0,11,89,1,0,16
Barack Obama,,,8,0,0,0,16
Mitt Romney,,,,4,0,0,16
Gary Johnson,,,,,0,0,16
Jill Stein,,,,,,0,16
Total,210,101,203,114,4,0,16
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,17
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,17
Allyson Y Schwartz,2,0,164,17,3,1,17
Joseph James Rooney,,0,5,92,2,0,17
Barack Obama,,,13,0,0,0,17
Mitt Romney,,,,5,0,0,17
Gary Johnson,,,,,0,0,17
Jill Stein,,,,,,0,17
Total,187,99,182,114,5,1,17
,Representative In Congress 13th District,,President And Vice President Of The United States,,,,18
,Allyson Y Schwartz,Joseph James Rooney,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,18
Allyson Y Schwartz,2,0,137,24,3,0,18
Joseph James Rooney,,1,15,84,2,0,18
