col_1,col_2,col_3,col_4,col_5,col_6,division
,President And Vice President Of The United States,,,,Senator In The General Assembly 3rd District,All
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Shirley M Kitchen,All
Barack Obama,407,0,0,0,"5,294",All
Mitt Romney,,23,0,0,8,All
Jill Stein,,,3,0,4,All
Gary Johnson,,,,0,5,All
Shirley M Kitchen,,,,,44,All
Total,"5,701",31,7,5,"5,355",All
,President And Vice President Of The United States,,,,Senator In The General Assembly 3rd District,1
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Shirley M Kitchen,1
Barack Obama,13,0,0,0,262,1
Mitt Romney,,4,0,0,1,1
Jill Stein,,,2,0,0,1
Gary Johnson,,,,0,0,1
Shirley M Kitchen,,,,,5,1
Total,275,5,2,0,268,1
,President And Vice President Of The United States,,,,Senator In The General Assembly 3rd District,2
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Shirley M Kitchen,2
Barack Obama,16,0,0,0,282,2
Mitt Romney,,2,0,0,1,2
Gary Johnson,,,0,0,2,2
Jill Stein,,,,0,1,2
Shirley M Kitchen,,,,,0,2
Total,298,3,2,1,286,2
,President And Vice President Of The United States,,,,Senator In The General Assembly 3rd District,3
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Shirley M Kitchen,3
Barack Obama,21,0,0,0,392,3
Mitt Romney,,3,0,0,0,3
Gary Johnson,,,0,0,1,3
Jill Stein,,,,0,0,3
Shirley M Kitchen,,,,,1,3
Total,413,3,1,0,394,3
,President And Vice President Of The United States,,,,Senator In The General Assembly 3rd District,4
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Shirley M Kitchen,4
Barack Obama,26,0,0,0,296,4
Mitt Romney,,2,0,0,0,4
Gary Johnson,,,0,0,0,4
Jill Stein,,,,0,0,4
Shirley M Kitchen,,,,,0,4
Total,322,2,0,0,296,4
,President And Vice President Of The United States,,,,Senator In The General Assembly 3rd District,5
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Shirley M Kitchen,5
Barack Obama,20,0,0,0,341,5
Mitt Romney,,2,0,0,1,5
Gary Johnson,,,0,0,0,5
Jill Stein,,,,0,0,5
Shirley M Kitchen,,,,,0,5
Total,361,3,0,0,342,5
,President And Vice President Of The United States,,,,Senator In The General Assembly 3rd District,6
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Shirley M Kitchen,6
Barack Obama,24,0,0,0,279,6
Mitt Romney,,0,0,0,2,6
Jill Stein,,,0,0,1,6
Gary Johnson,,,,0,0,6
Shirley M Kitchen,,,,,1,6
Total,303,2,1,0,283,6
