col_1,col_2,col_3,col_4,col_5,col_6,division
,President And Vice President Of The United States,,,,Representative In The General Assembly 203rd District,All
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Dwight Evans,All
Barack Obama,15,0,0,0,457,All
Mitt Romney,,8,0,0,7,All
Gary Johnson,,,0,0,1,All
Jill Stein,,,,0,1,All
Dwight Evans,,,,,5,All
Total,472,15,1,1,471,All
,President And Vice President Of The United States,,,,Representative In The General Assembly 203rd District,18
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Dwight Evans,18
Barack Obama,15,0,0,0,457,18
Mitt Romney,,8,0,0,7,18
Gary Johnson,,,0,0,1,18
Jill Stein,,,,0,1,18
Dwight Evans,,,,,5,18
Total,472,15,1,1,471,18
