col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 181st District,United States Senator,,,All
,W Curtis Thomas,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,All
W Curtis Thomas,4,250,3,2,All
Bob Casey Jr,,5,0,0,All
Tom Smith,,,3,0,All
Rayburn Douglas Smith,,,,1,All
Total,259,255,6,3,All
,Representative In The General Assembly 181st District,United States Senator,,,1
,W Curtis Thomas,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,1
W Curtis Thomas,4,250,3,2,1
Bob Casey Jr,,5,0,0,1
Tom Smith,,,3,0,1
Rayburn Douglas Smith,,,,1,1
Total,259,255,6,3,1
