col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 190th District,State Treasurer,,,All
,Vanessa L Brown,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,All
Vanessa L Brown,25,879,27,9,All
Robert M Mccord,,10,0,0,All
Diana Irey Vaughan,,,25,0,All
Patricia M Fryman,,,,4,All
Total,940,889,52,13,All
,Representative In The General Assembly 190th District,State Treasurer,,,9
,Vanessa L Brown,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,9
Vanessa L Brown,13,503,25,7,9
Robert M Mccord,,6,0,0,9
Diana Irey Vaughan,,,20,0,9
Patricia M Fryman,,,,4,9
Total,548,509,45,11,9
,Representative In The General Assembly 190th District,State Treasurer,,,10
,Vanessa L Brown,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,10
Vanessa L Brown,12,376,2,2,10
Robert M Mccord,,4,0,0,10
Diana Irey Vaughan,,,5,0,10
Patricia M Fryman,,,,0,10
Total,392,380,7,2,10
