col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,United States Senator,,,Attorney General,,,All
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,All
Bob Casey Jr,211,0,0,"10,844",127,20,All
Tom Smith,,15,0,109,381,4,All
Rayburn Douglas Smith,,,1,15,2,26,All
Kathleen G Kane,,,,172,0,0,All
David J Freed,,,,,7,0,All
Marakay J Rogers,,,,,,1,All
Total,"11,202",509,44,"11,140",517,51,All
,United States Senator,,,Attorney General,,,1
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,1
Bob Casey Jr,4,0,0,286,1,1,1
Tom Smith,,0,0,2,2,0,1
Rayburn Douglas Smith,,,1,0,0,1,1
Kathleen G Kane,,,,2,0,0,1
David J Freed,,,,,0,0,1
Marakay J Rogers,,,,,,0,1
Total,292,4,2,290,3,2,1
,United States Senator,,,Attorney General,,,2
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,2
Bob Casey Jr,6,0,0,334,7,0,2
Tom Smith,,0,0,5,16,0,2
Rayburn Douglas Smith,,,0,2,0,0,2
Kathleen G Kane,,,,5,0,0,2
David J Freed,,,,,0,0,2
Marakay J Rogers,,,,,,0,2
Total,347,21,2,346,23,0,2
,United States Senator,,,Attorney General,,,3
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,3
Bob Casey Jr,4,0,0,212,7,2,3
Tom Smith,,1,0,9,21,0,3
Rayburn Douglas Smith,,,0,0,0,4,3
Kathleen G Kane,,,,3,0,0,3
David J Freed,,,,,0,0,3
Marakay J Rogers,,,,,,0,3
Total,225,31,4,224,28,6,3
,United States Senator,,,Attorney General,,,4
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,4
Bob Casey Jr,1,0,0,155,3,0,4
Tom Smith,,0,0,2,6,0,4
Rayburn Douglas Smith,,,0,0,0,0,4
Kathleen G Kane,,,,1,0,0,4
David J Freed,,,,,0,0,4
Marakay J Rogers,,,,,,0,4
Total,159,8,0,158,9,0,4
,United States Senator,,,Attorney General,,,5
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,5
Bob Casey Jr,11,0,0,381,9,0,5
Tom Smith,,0,0,9,37,0,5
Rayburn Douglas Smith,,,0,0,0,2,5
Kathleen G Kane,,,,5,0,0,5
David J Freed,,,,,0,0,5
Marakay J Rogers,,,,,,0,5
Total,401,46,2,395,46,2,5
,United States Senator,,,Attorney General,,,6
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,6
Bob Casey Jr,4,0,0,325,6,2,6
Tom Smith,,0,0,7,13,0,6
Rayburn Douglas Smith,,,0,1,0,1,6
Kathleen G Kane,,,,3,0,0,6
David J Freed,,,,,1,0,6
Marakay J Rogers,,,,,,1,6
Total,337,20,2,336,20,4,6
,Attorney General,,,United States Senator,,,7
,Kathleen G Kane,David J Freed,Marakay J Rogers,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,7
Kathleen G Kane,2,0,0,327,10,0,7
David J Freed,,1,0,2,29,0,7
Marakay J Rogers,,,0,1,0,1,7
Bob Casey Jr,,,,1,0,0,7
Tom Smith,,,,,1,0,7
Rayburn Douglas Smith,,,,,,0,7
Total,339,32,2,331,40,1,7
,Attorney General,,,United States Senator,,,8
,Kathleen G Kane,David J Freed,Marakay J Rogers,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,8
Kathleen G Kane,9,0,0,389,2,0,8
David J Freed,,1,0,1,17,1,8
Marakay J Rogers,,,0,0,0,0,8
Bob Casey Jr,,,,5,0,0,8
Tom Smith,,,,,1,0,8
Rayburn Douglas Smith,,,,,,0,8
Total,400,20,0,395,20,1,8
,United States Senator,,,Attorney General,,,9
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,9
Bob Casey Jr,8,0,0,384,7,1,9
Tom Smith,,2,0,1,29,0,9
Rayburn Douglas Smith,,,0,3,0,2,9
Kathleen G Kane,,,,8,0,0,9
David J Freed,,,,,1,0,9
Marakay J Rogers,,,,,,0,9
Total,400,32,5,396,37,3,9
,United States Senator,,,Attorney General,,,10
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,10
Bob Casey Jr,8,0,0,337,4,0,10
Tom Smith,,0,0,6,11,2,10
Rayburn Douglas Smith,,,0,1,0,3,10
Kathleen G Kane,,,,3,0,0,10
David J Freed,,,,,1,0,10
Marakay J Rogers,,,,,,0,10
Total,349,19,4,347,16,5,10
,United States Senator,,,Attorney General,,,11
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,11
Bob Casey Jr,10,0,0,395,6,0,11
Tom Smith,,1,0,3,20,0,11
Rayburn Douglas Smith,,,0,1,0,1,11
Kathleen G Kane,,,,12,0,0,11
David J Freed,,,,,0,0,11
Marakay J Rogers,,,,,,0,11
Total,411,24,2,411,26,1,11
,United States Senator,,,Attorney General,,,12
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Kathleen G Kane,David J Freed,Marakay J Rogers,12
Bob Casey Jr,7,0,0,426,11,0,12
Tom Smith,,2,0,4,43,0,12
Rayburn Douglas Smith,,,0,1,0,2,12
Kathleen G Kane,,,,5,0,0,12
David J Freed,,,,,0,0,12
Marakay J Rogers,,,,,,0,12
Total,444,49,3,436,54,2,12
,Attorney General,,,United States Senator,,,13
,Kathleen G Kane,David J Freed,Marakay J Rogers,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,13
Kathleen G Kane,8,0,0,426,3,2,13
David J Freed,,0,0,3,3,0,13
Marakay J Rogers,,,0,0,1,0,13
