col_1,col_2,col_3,col_4,col_5,col_6,division
,United States Senator,,,Senator In The General Assembly 1st District,,All
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Lawrence M Farnese Jr,Alfonso Gambone Jr,All
Bob Casey Jr,241,0,0,"9,025",261,All
Tom Smith,,57,0,264,"1,335",All
Rayburn Douglas Smith,,,16,88,44,All
Lawrence M Farnese Jr,,,,83,0,All
Alfonso Gambone Jr,,,,,26,All
Total,"9,527","1,656",148,"9,460","1,666",All
,United States Senator,,,Senator In The General Assembly 1st District,,1
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Lawrence M Farnese Jr,Alfonso Gambone Jr,1
Bob Casey Jr,5,0,0,339,28,1
Tom Smith,,4,0,17,88,1
Rayburn Douglas Smith,,,0,1,1,1
Lawrence M Farnese Jr,,,,4,0,1
Alfonso Gambone Jr,,,,,2,1
Total,372,109,2,361,119,1
,Senator In The General Assembly 1st District,,United States Senator,,,2
,Lawrence M Farnese Jr,Alfonso Gambone Jr,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,2
Lawrence M Farnese Jr,3,0,206,4,3,2
Alfonso Gambone Jr,,0,4,27,1,2
Bob Casey Jr,,,4,0,0,2
Tom Smith,,,,1,0,2
Rayburn Douglas Smith,,,,,0,2
Total,216,32,214,32,4,2
,Senator In The General Assembly 1st District,,United States Senator,,,3
,Lawrence M Farnese Jr,Alfonso Gambone Jr,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,3
Lawrence M Farnese Jr,6,0,200,6,3,3
Alfonso Gambone Jr,,4,6,26,1,3
Bob Casey Jr,,,7,0,0,3
Tom Smith,,,,2,0,3
Rayburn Douglas Smith,,,,,0,3
Total,215,37,213,34,4,3
,Senator In The General Assembly 1st District,,United States Senator,,,4
,Lawrence M Farnese Jr,Alfonso Gambone Jr,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,4
Lawrence M Farnese Jr,3,0,255,11,6,4
Alfonso Gambone Jr,,0,13,52,2,4
Bob Casey Jr,,,5,0,0,4
Tom Smith,,,,1,0,4
Rayburn Douglas Smith,,,,,1,4
Total,275,67,273,64,9,4
