col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,All
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,All
Dwight Evans,76,"4,585",163,All
Allyson Y Schwartz,,82,0,All
Joseph James Rooney,,,306,All
Total,"4,824","4,667",469,All
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,8
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,8
Dwight Evans,5,269,20,8
Allyson Y Schwartz,,10,0,8
Joseph James Rooney,,,25,8
Total,294,279,45,8
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,9
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,9
Dwight Evans,9,435,23,9
Allyson Y Schwartz,,10,0,9
Joseph James Rooney,,,26,9
Total,467,445,49,9
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,10
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,10
Dwight Evans,8,304,19,10
Allyson Y Schwartz,,11,0,10
Joseph James Rooney,,,30,10
Total,331,315,49,10
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,11
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,11
Dwight Evans,6,331,16,11
Allyson Y Schwartz,,6,0,11
Joseph James Rooney,,,27,11
Total,353,337,43,11
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,12
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,12
Dwight Evans,5,302,14,12
Allyson Y Schwartz,,5,0,12
Joseph James Rooney,,,35,12
Total,321,307,49,12
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,13
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,13
Dwight Evans,5,414,9,13
Allyson Y Schwartz,,6,0,13
Joseph James Rooney,,,15,13
Total,428,420,24,13
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,14
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,14
Dwight Evans,1,295,2,14
Allyson Y Schwartz,,1,0,14
Joseph James Rooney,,,18,14
Total,298,296,20,14
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,18
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,18
Dwight Evans,6,347,4,18
Allyson Y Schwartz,,3,0,18
Joseph James Rooney,,,12,18
Total,357,350,16,18
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,19
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,19
Dwight Evans,6,332,6,19
Allyson Y Schwartz,,2,0,19
Joseph James Rooney,,,16,19
Total,344,334,22,19
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,20
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,20
Dwight Evans,7,308,16,20
Allyson Y Schwartz,,4,0,20
Joseph James Rooney,,,32,20
Total,331,312,48,20
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,21
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,21
Dwight Evans,8,387,10,21
Allyson Y Schwartz,,5,0,21
Joseph James Rooney,,,19,21
Total,405,392,29,21
,Representative In Congress 13th District,,Representative In The General Assembly 203rd District,23
,Allyson Y Schwartz,Joseph James Rooney,Dwight Evans,23
Allyson Y Schwartz,13,0,312,23
Joseph James Rooney,,16,6,23
Dwight Evans,,,2,23
Total,325,22,320,23
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,25
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,25
Dwight Evans,3,273,10,25
Allyson Y Schwartz,,5,0,25
Joseph James Rooney,,,23,25
Total,286,278,33,25
,Representative In The General Assembly 203rd District,Representative In Congress 13th District,,31
,Dwight Evans,Allyson Y Schwartz,Joseph James Rooney,31
Dwight Evans,5,276,8,31
Allyson Y Schwartz,,1,0,31
Joseph James Rooney,,,12,31
Total,289,277,20,31
