col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 172nd District,,State Treasurer,,,All
,Kevin J Boyle,Al Taubenberger,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,All
Kevin J Boyle,364,0,"4,163",632,45,All
Al Taubenberger,,127,302,"1,531",23,All
Robert M Mccord,,,81,0,0,All
Diana Irey Vaughan,,,,48,0,All
Patricia M Fryman,,,,,9,All
Total,"5,204","1,983","4,546","2,211",77,All
,Representative In The General Assembly 172nd District,,State Treasurer,,,6
,Kevin J Boyle,Al Taubenberger,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,6
Kevin J Boyle,17,0,222,25,4,6
Al Taubenberger,,2,8,58,2,6
Robert M Mccord,,,1,0,0,6
Diana Irey Vaughan,,,,3,0,6
Patricia M Fryman,,,,,0,6
Total,268,70,231,86,6,6
,Representative In The General Assembly 172nd District,,State Treasurer,,,7
,Kevin J Boyle,Al Taubenberger,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,7
Kevin J Boyle,30,0,243,29,3,7
Al Taubenberger,,7,13,54,1,7
Robert M Mccord,,,7,0,0,7
Diana Irey Vaughan,,,,2,0,7
Patricia M Fryman,,,,,2,7
Total,305,75,263,85,6,7
,Representative In The General Assembly 172nd District,,State Treasurer,,,8
,Kevin J Boyle,Al Taubenberger,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,8
Kevin J Boyle,17,0,176,36,2,8
Al Taubenberger,,2,13,77,1,8
Robert M Mccord,,,4,0,0,8
Diana Irey Vaughan,,,,3,0,8
Patricia M Fryman,,,,,0,8
Total,231,93,193,116,3,8
,Representative In The General Assembly 172nd District,,State Treasurer,,,9
,Kevin J Boyle,Al Taubenberger,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,9
Kevin J Boyle,11,0,162,12,1,9
Al Taubenberger,,4,5,51,2,9
Robert M Mccord,,,4,0,0,9
Diana Irey Vaughan,,,,2,0,9
Patricia M Fryman,,,,,0,9
Total,186,62,171,65,3,9
,Representative In The General Assembly 172nd District,,State Treasurer,,,11
,Kevin J Boyle,Al Taubenberger,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,11
Kevin J Boyle,14,0,205,37,4,11
Al Taubenberger,,3,14,77,1,11
Robert M Mccord,,,2,0,0,11
Diana Irey Vaughan,,,,2,0,11
Patricia M Fryman,,,,,1,11
Total,260,95,221,116,6,11
