col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 202nd District,United States Senator,,,All
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,All
Mark B Cohen,80,"4,829",369,26,All
Bob Casey Jr,,217,0,0,All
Tom Smith,,,565,0,All
Rayburn Douglas Smith,,,,10,All
Total,"5,304","5,046",934,36,All
,Representative In The General Assembly 202nd District,United States Senator,,,1
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,1
Mark B Cohen,6,287,11,1,1
Bob Casey Jr,,7,0,0,1
Tom Smith,,,25,0,1
Rayburn Douglas Smith,,,,0,1
Total,305,294,36,1,1
,Representative In The General Assembly 202nd District,United States Senator,,,2
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,2
Mark B Cohen,4,337,17,3,2
Bob Casey Jr,,15,0,0,2
Tom Smith,,,16,0,2
Rayburn Douglas Smith,,,,0,2
Total,361,352,33,3,2
,Representative In The General Assembly 202nd District,United States Senator,,,3
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,3
Mark B Cohen,5,301,12,1,3
Bob Casey Jr,,14,0,0,3
Tom Smith,,,18,0,3
Rayburn Douglas Smith,,,,1,3
Total,319,315,30,2,3
,Representative In The General Assembly 202nd District,United States Senator,,,4
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,4
Mark B Cohen,3,335,16,3,4
Bob Casey Jr,,15,0,0,4
Tom Smith,,,15,0,4
Rayburn Douglas Smith,,,,2,4
Total,357,350,31,5,4
,United States Senator,,,Representative In The General Assembly 202nd District,5
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Mark B Cohen,5
Bob Casey Jr,19,0,0,354,5
Tom Smith,,23,0,13,5
Rayburn Douglas Smith,,,0,1,5
Mark B Cohen,,,,3,5
Total,373,36,1,371,5
,Representative In The General Assembly 202nd District,United States Senator,,,6
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,6
Mark B Cohen,4,280,13,1,6
Bob Casey Jr,,5,0,0,6
Tom Smith,,,23,0,6
Rayburn Douglas Smith,,,,1,6
Total,298,285,36,2,6
,United States Senator,,,Representative In The General Assembly 202nd District,7
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Mark B Cohen,7
Bob Casey Jr,20,0,0,280,7
Tom Smith,,27,0,10,7
Rayburn Douglas Smith,,,1,1,7
Mark B Cohen,,,,4,7
Total,300,37,2,295,7
,Representative In The General Assembly 202nd District,United States Senator,,,8
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,8
Mark B Cohen,3,205,10,0,8
Bob Casey Jr,,0,0,0,8
Tom Smith,,,19,0,8
Rayburn Douglas Smith,,,,0,8
Total,218,205,29,0,8
,United States Senator,,,Representative In The General Assembly 202nd District,9
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Mark B Cohen,9
Bob Casey Jr,12,0,0,211,9
Tom Smith,,14,0,7,9
Rayburn Douglas Smith,,,0,1,9
Mark B Cohen,,,,2,9
Total,223,21,1,221,9
,Representative In The General Assembly 202nd District,United States Senator,,,12
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,12
Mark B Cohen,8,302,33,1,12
Bob Casey Jr,,20,0,0,12
Tom Smith,,,49,0,12
Rayburn Douglas Smith,,,,2,12
Total,344,322,82,3,12
,Representative In The General Assembly 202nd District,United States Senator,,,14
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,14
Mark B Cohen,2,248,23,0,14
Bob Casey Jr,,4,0,0,14
Tom Smith,,,43,0,14
Rayburn Douglas Smith,,,,0,14
Total,273,252,66,0,14
,Representative In The General Assembly 202nd District,United States Senator,,,15
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,15
Mark B Cohen,3,269,36,3,15
Bob Casey Jr,,18,0,0,15
Tom Smith,,,50,0,15
Rayburn Douglas Smith,,,,0,15
Total,311,287,86,3,15
,Representative In The General Assembly 202nd District,United States Senator,,,16
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,16
Mark B Cohen,4,229,41,1,16
Bob Casey Jr,,4,0,0,16
Tom Smith,,,42,0,16
Rayburn Douglas Smith,,,,1,16
Total,275,233,83,2,16
,Representative In The General Assembly 202nd District,United States Senator,,,17
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,17
Mark B Cohen,7,211,23,4,17
Bob Casey Jr,,16,0,0,17
Tom Smith,,,41,0,17
Rayburn Douglas Smith,,,,0,17
Total,245,227,64,4,17
,Representative In The General Assembly 202nd District,United States Senator,,,18
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,18
Mark B Cohen,11,256,32,1,18
Bob Casey Jr,,7,0,0,18
Tom Smith,,,60,0,18
Rayburn Douglas Smith,,,,1,18
Total,300,263,92,2,18
,Representative In The General Assembly 202nd District,United States Senator,,,19
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,19
Mark B Cohen,5,292,23,0,19
Bob Casey Jr,,17,0,0,19
Tom Smith,,,45,0,19
Rayburn Douglas Smith,,,,1,19
Total,320,309,68,1,19
,Representative In The General Assembly 202nd District,United States Senator,,,22
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,22
Mark B Cohen,4,257,35,2,22
Bob Casey Jr,,19,0,0,22
Tom Smith,,,30,0,22
Rayburn Douglas Smith,,,,0,22
Total,298,276,65,2,22
,Representative In The General Assembly 202nd District,United States Senator,,,23
,Mark B Cohen,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,23
Mark B Cohen,2,175,14,2,23
Bob Casey Jr,,5,0,0,23
Tom Smith,,,25,0,23
Rayburn Douglas Smith,,,,0,23
Total,193,180,39,2,23
