col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 194th District,,State Treasurer,,,All
,Pamela A Delissio,Linda M Wolfe Bateman,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,All
Pamela A Delissio,452,0,"14,112",763,228,All
Linda M Wolfe Bateman,,77,380,"3,709",142,All
Robert M Mccord,,,128,0,0,All
Diana Irey Vaughan,,,,83,0,All
Patricia M Fryman,,,,,43,All
Total,"15,555","4,308","14,620","4,555",413,All
