col_1,col_2,division
,Senator In The General Assembly 7th District,All
,Vincent J Hughes,All
Vincent J Hughes,"6,053",All
Total,"6,053",All
,Senator In The General Assembly 7th District,1
,Vincent J Hughes,1
Vincent J Hughes,371,1
Total,371,1
,Senator In The General Assembly 7th District,2
,Vincent J Hughes,2
Vincent J Hughes,203,2
Total,203,2
,Senator In The General Assembly 7th District,3
,Vincent J Hughes,3
Vincent J Hughes,389,3
Total,389,3
,Senator In The General Assembly 7th District,4
,Vincent J Hughes,4
Vincent J Hughes,394,4
Total,394,4
,Senator In The General Assembly 7th District,5
,Vincent J Hughes,5
Vincent J Hughes,215,5
Total,215,5
,Senator In The General Assembly 7th District,6
,Vincent J Hughes,6
Vincent J Hughes,324,6
Total,324,6
,Senator In The General Assembly 7th District,7
,Vincent J Hughes,7
Vincent J Hughes,382,7
Total,382,7
,Senator In The General Assembly 7th District,8
,Vincent J Hughes,8
Vincent J Hughes,267,8
Total,267,8
,Senator In The General Assembly 7th District,9
,Vincent J Hughes,9
Vincent J Hughes,293,9
Total,293,9
,Senator In The General Assembly 7th District,10
,Vincent J Hughes,10
Vincent J Hughes,180,10
Total,180,10
,Senator In The General Assembly 7th District,11
,Vincent J Hughes,11
Vincent J Hughes,507,11
Total,507,11
,Senator In The General Assembly 7th District,12
,Vincent J Hughes,12
Vincent J Hughes,296,12
Total,296,12
,Senator In The General Assembly 7th District,13
,Vincent J Hughes,13
Vincent J Hughes,388,13
Total,388,13
,Senator In The General Assembly 7th District,14
,Vincent J Hughes,14
Vincent J Hughes,307,14
Total,307,14
,Senator In The General Assembly 7th District,15
,Vincent J Hughes,15
Vincent J Hughes,354,15
Total,354,15
,Senator In The General Assembly 7th District,16
,Vincent J Hughes,16
Vincent J Hughes,341,16
Total,341,16
,Senator In The General Assembly 7th District,17
,Vincent J Hughes,17
Vincent J Hughes,444,17
Total,444,17
,Senator In The General Assembly 7th District,18
,Vincent J Hughes,18
Vincent J Hughes,398,18
Total,398,18
