col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 172nd District,,Attorney General,,,All
,Kevin J Boyle,Al Taubenberger,Kathleen G Kane,David J Freed,Marakay J Rogers,All
Kevin J Boyle,2,0,156,28,3,All
Al Taubenberger,,16,26,119,0,All
Kathleen G Kane,,,2,0,0,All
David J Freed,,,,1,0,All
Marakay J Rogers,,,,,1,All
Total,189,161,184,148,4,All
,Representative In The General Assembly 172nd District,,Attorney General,,,17
,Kevin J Boyle,Al Taubenberger,Kathleen G Kane,David J Freed,Marakay J Rogers,17
Kevin J Boyle,2,0,156,28,3,17
Al Taubenberger,,16,26,119,0,17
Kathleen G Kane,,,2,0,0,17
David J Freed,,,,1,0,17
Marakay J Rogers,,,,,1,17
Total,189,161,184,148,4,17
