col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,,All
,Shirley M Kitchen,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,All
Shirley M Kitchen,23,"3,197",14,9,All
Chaka Fattah,,38,0,0,All
Robert Allen Mansfield Jr,,,42,0,All
James Foster,,,,1,All
Total,"3,243","3,235",56,10,All
,Representative In Congress 2nd District,,,Senator In The General Assembly 3rd District,1
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Shirley M Kitchen,1
Chaka Fattah,6,0,0,273,1
Robert Allen Mansfield Jr,,8,0,2,1
James Foster,,,0,0,1
Shirley M Kitchen,,,,2,1
Total,279,10,0,277,1
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,,9
,Shirley M Kitchen,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,9
Shirley M Kitchen,3,266,2,2,9
Chaka Fattah,,0,0,0,9
Robert Allen Mansfield Jr,,,3,0,9
James Foster,,,,0,9
Total,273,266,5,2,9
,Representative In Congress 2nd District,,,Senator In The General Assembly 3rd District,10
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Shirley M Kitchen,10
Chaka Fattah,1,0,0,174,10
Robert Allen Mansfield Jr,,1,0,1,10
James Foster,,,0,0,10
Shirley M Kitchen,,,,0,10
Total,175,2,0,175,10
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,,13
,Shirley M Kitchen,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,13
Shirley M Kitchen,4,282,0,2,13
Chaka Fattah,,1,0,0,13
Robert Allen Mansfield Jr,,,6,0,13
James Foster,,,,0,13
Total,288,283,6,2,13
,Representative In Congress 2nd District,,,Senator In The General Assembly 3rd District,14
,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,Shirley M Kitchen,14
Chaka Fattah,3,0,0,308,14
James Foster,,1,0,0,14
Robert Allen Mansfield Jr,,,1,0,14
Shirley M Kitchen,,,,1,14
Total,311,1,1,309,14
,Representative In Congress 2nd District,,,Senator In The General Assembly 3rd District,15
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Shirley M Kitchen,15
Chaka Fattah,1,0,0,294,15
Robert Allen Mansfield Jr,,1,0,0,15
James Foster,,,0,0,15
Shirley M Kitchen,,,,0,15
Total,295,1,0,294,15
,Representative In Congress 2nd District,,,Senator In The General Assembly 3rd District,16
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Shirley M Kitchen,16
Chaka Fattah,8,0,0,291,16
Robert Allen Mansfield Jr,,3,0,2,16
James Foster,,,0,1,16
Shirley M Kitchen,,,,2,16
Total,299,5,1,296,16
,Representative In Congress 2nd District,,,Senator In The General Assembly 3rd District,21
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Shirley M Kitchen,21
Chaka Fattah,4,0,0,289,21
Robert Allen Mansfield Jr,,2,0,1,21
James Foster,,,0,2,21
Shirley M Kitchen,,,,0,21
Total,293,3,2,292,21
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,,22
,Shirley M Kitchen,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,22
Shirley M Kitchen,2,192,2,1,22
Chaka Fattah,,4,0,0,22
Robert Allen Mansfield Jr,,,2,0,22
James Foster,,,,0,22
Total,197,196,4,1,22
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,,23
,Shirley M Kitchen,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,23
Shirley M Kitchen,6,218,2,1,23
Chaka Fattah,,3,0,0,23
Robert Allen Mansfield Jr,,,1,0,23
James Foster,,,,0,23
Total,227,221,3,1,23
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,,24
,Shirley M Kitchen,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,24
Shirley M Kitchen,2,300,1,0,24
Chaka Fattah,,1,0,0,24
Robert Allen Mansfield Jr,,,2,0,24
James Foster,,,,0,24
Total,303,301,3,0,24
,Representative In Congress 2nd District,,,Senator In The General Assembly 3rd District,25
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Shirley M Kitchen,25
Chaka Fattah,6,0,0,310,25
Robert Allen Mansfield Jr,,12,0,1,25
James Foster,,,0,0,25
Shirley M Kitchen,,,,1,25
Total,316,13,0,312,25
