col_1,col_2,col_3,col_4,col_5,col_6,division
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,All
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Stephen Kinsey,All
Barack Obama,450,0,0,0,"4,714",All
Mitt Romney,,58,0,0,13,All
Jill Stein,,,5,0,8,All
Gary Johnson,,,,3,5,All
Stephen Kinsey,,,,,33,All
Total,"5,164",71,13,8,"4,773",All
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,1
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Stephen Kinsey,1
Barack Obama,38,0,0,0,416,1
Mitt Romney,,4,0,0,1,1
Jill Stein,,,0,0,1,1
Gary Johnson,,,,0,0,1
Stephen Kinsey,,,,,3,1
Total,454,5,1,0,421,1
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,2
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Stephen Kinsey,2
Barack Obama,44,0,0,0,358,2
Mitt Romney,,3,0,0,0,2
Gary Johnson,,,1,0,0,2
Jill Stein,,,,1,0,2
Stephen Kinsey,,,,,1,2
Total,402,3,1,1,359,2
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,3
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Stephen Kinsey,3
Barack Obama,31,0,0,0,319,3
Mitt Romney,,1,0,0,0,3
Gary Johnson,,,0,0,0,3
Jill Stein,,,,0,0,3
Stephen Kinsey,,,,,4,3
Total,350,1,0,0,323,3
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,4
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Stephen Kinsey,4
Barack Obama,37,0,0,0,303,4
Mitt Romney,,1,0,0,0,4
Gary Johnson,,,0,0,0,4
Jill Stein,,,,0,0,4
Stephen Kinsey,,,,,0,4
Total,340,1,0,0,303,4
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,5
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Stephen Kinsey,5
Barack Obama,50,0,0,0,474,5
Mitt Romney,,10,0,0,0,5
Gary Johnson,,,1,0,1,5
Jill Stein,,,,0,0,5
Stephen Kinsey,,,,,2,5
Total,524,10,2,0,477,5
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,6
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Stephen Kinsey,6
Barack Obama,31,0,0,0,313,6
Mitt Romney,,18,0,0,2,6
Jill Stein,,,1,0,0,6
Gary Johnson,,,,0,0,6
Stephen Kinsey,,,,,5,6
Total,344,20,1,0,320,6
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,7
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Stephen Kinsey,7
Barack Obama,49,0,0,0,414,7
Mitt Romney,,3,0,0,1,7
Jill Stein,,,0,0,1,7
Gary Johnson,,,,0,0,7
Stephen Kinsey,,,,,6,7
Total,463,4,1,0,422,7
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,9
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Stephen Kinsey,9
Barack Obama,30,0,0,0,380,9
Mitt Romney,,3,0,0,1,9
Jill Stein,,,2,0,1,9
Gary Johnson,,,,0,1,9
Stephen Kinsey,,,,,2,9
Total,410,4,3,1,385,9
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,10
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Stephen Kinsey,10
Barack Obama,46,0,0,0,452,10
Mitt Romney,,6,0,0,0,10
Jill Stein,,,1,0,1,10
Gary Johnson,,,,0,0,10
Stephen Kinsey,,,,,3,10
Total,498,6,2,0,456,10
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,12
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Stephen Kinsey,12
Barack Obama,40,0,0,0,398,12
Mitt Romney,,4,0,0,0,12
Jill Stein,,,0,0,1,12
Gary Johnson,,,,0,0,12
Stephen Kinsey,,,,,3,12
Total,438,4,1,0,402,12
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,13
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Stephen Kinsey,13
Barack Obama,29,0,0,0,382,13
Mitt Romney,,1,0,0,3,13
Gary Johnson,,,0,0,3,13
Jill Stein,,,,0,3,13
Stephen Kinsey,,,,,0,13
Total,411,4,3,3,391,13
,President And Vice President Of The United States,,,,Representative In The General Assembly 201st District,14
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Stephen Kinsey,14
Barack Obama,25,0,0,0,505,14
Mitt Romney,,4,0,0,5,14
Gary Johnson,,,1,0,0,14
Jill Stein,,,,0,0,14
Stephen Kinsey,,,,,4,14
Total,530,9,1,0,514,14
