col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 3rd District,Auditor General,,,All
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,All
Shirley M Kitchen,91,"4,230",53,16,All
Eugene A Depasquale,,34,0,0,All
John Maher,,,35,0,All
Betsy Elizabeth Summers,,,,1,All
Total,"4,390","4,264",88,17,All
,Senator In The General Assembly 3rd District,Auditor General,,,1
,Shirley M Kitchen,Eugene A Depasquale,Betsy Elizabeth Summers,John Maher,1
Shirley M Kitchen,3,142,1,1,1
Eugene A Depasquale,,2,0,0,1
Betsy Elizabeth Summers,,,0,0,1
John Maher,,,,0,1
Total,147,144,1,1,1
,Senator In The General Assembly 3rd District,Auditor General,,,2
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,2
Shirley M Kitchen,9,285,13,4,2
Eugene A Depasquale,,4,0,0,2
John Maher,,,3,0,2
Betsy Elizabeth Summers,,,,0,2
Total,311,289,16,4,2
,Senator In The General Assembly 3rd District,Auditor General,,,3
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,3
Shirley M Kitchen,8,225,2,1,3
Eugene A Depasquale,,5,0,0,3
John Maher,,,3,0,3
Betsy Elizabeth Summers,,,,0,3
Total,236,230,5,1,3
,Senator In The General Assembly 3rd District,Auditor General,,,4
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,4
Shirley M Kitchen,9,248,11,4,4
Eugene A Depasquale,,2,0,0,4
John Maher,,,10,0,4
Betsy Elizabeth Summers,,,,0,4
Total,272,250,21,4,4
,Senator In The General Assembly 3rd District,Auditor General,,,5
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,5
Shirley M Kitchen,1,313,2,0,5
Eugene A Depasquale,,0,0,0,5
John Maher,,,0,0,5
Betsy Elizabeth Summers,,,,1,5
Total,316,313,2,1,5
,Senator In The General Assembly 3rd District,Auditor General,,,6
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,6
Shirley M Kitchen,2,216,4,2,6
Eugene A Depasquale,,1,0,0,6
John Maher,,,5,0,6
Betsy Elizabeth Summers,,,,0,6
Total,224,217,9,2,6
,Senator In The General Assembly 3rd District,Auditor General,,,7
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,7
Shirley M Kitchen,16,314,5,0,7
Eugene A Depasquale,,1,0,0,7
John Maher,,,0,0,7
Betsy Elizabeth Summers,,,,0,7
Total,335,315,5,0,7
,Senator In The General Assembly 3rd District,Auditor General,,,8
,Shirley M Kitchen,Eugene A Depasquale,Betsy Elizabeth Summers,John Maher,8
Shirley M Kitchen,6,296,2,0,8
Eugene A Depasquale,,2,0,0,8
Betsy Elizabeth Summers,,,0,0,8
John Maher,,,,1,8
Total,304,298,2,1,8
,Senator In The General Assembly 3rd District,Auditor General,,,9
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,9
Shirley M Kitchen,4,278,0,0,9
Eugene A Depasquale,,1,0,0,9
John Maher,,,1,0,9
Betsy Elizabeth Summers,,,,0,9
Total,282,279,1,0,9
,Senator In The General Assembly 3rd District,Auditor General,,,10
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,10
Shirley M Kitchen,5,326,2,0,10
Eugene A Depasquale,,2,0,0,10
John Maher,,,1,0,10
Betsy Elizabeth Summers,,,,0,10
Total,333,328,3,0,10
,Senator In The General Assembly 3rd District,Auditor General,,,11
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,11
Shirley M Kitchen,8,323,5,1,11
Eugene A Depasquale,,1,0,0,11
John Maher,,,2,0,11
Betsy Elizabeth Summers,,,,0,11
Total,337,324,7,1,11
,Senator In The General Assembly 3rd District,Auditor General,,,12
,Shirley M Kitchen,Eugene A Depasquale,Betsy Elizabeth Summers,John Maher,12
Shirley M Kitchen,7,284,1,1,12
Eugene A Depasquale,,6,0,0,12
Betsy Elizabeth Summers,,,0,0,12
John Maher,,,,0,12
Total,293,290,1,1,12
,Senator In The General Assembly 3rd District,Auditor General,,,13
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,13
Shirley M Kitchen,8,254,4,0,13
Eugene A Depasquale,,0,0,0,13
John Maher,,,7,0,13
Betsy Elizabeth Summers,,,,0,13
Total,266,254,11,0,13
,Senator In The General Assembly 3rd District,Auditor General,,,14
,Shirley M Kitchen,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,14
Shirley M Kitchen,4,430,3,0,14
Eugene A Depasquale,,1,0,0,14
John Maher,,,0,0,14
Betsy Elizabeth Summers,,,,0,14
Total,437,431,3,0,14
,Auditor General,,,Senator In The General Assembly 3rd District,15
,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,Shirley M Kitchen,15
Eugene A Depasquale,6,0,0,296,15
John Maher,,2,0,0,15
Betsy Elizabeth Summers,,,0,0,15
Shirley M Kitchen,,,,1,15
Total,302,2,0,297,15
