col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 172nd District,,Representative In Congress 13th District,,All
,Kevin J Boyle,Al Taubenberger,Allyson Y Schwartz,Joseph James Rooney,All
Kevin J Boyle,42,0,"1,177",235,All
Al Taubenberger,,13,97,636,All
Allyson Y Schwartz,,,19,0,All
Joseph James Rooney,,,,11,All
Total,"1,454",746,"1,293",882,All
,Representative In The General Assembly 172nd District,,Representative In Congress 13th District,,2
,Kevin J Boyle,Al Taubenberger,Allyson Y Schwartz,Joseph James Rooney,2
Kevin J Boyle,6,0,297,35,2
Al Taubenberger,,1,25,125,2
Allyson Y Schwartz,,,6,0,2
Joseph James Rooney,,,,2,2
Total,338,151,328,162,2
,Representative In The General Assembly 172nd District,,Representative In Congress 13th District,,3
,Kevin J Boyle,Al Taubenberger,Allyson Y Schwartz,Joseph James Rooney,3
Kevin J Boyle,8,0,214,52,3
Al Taubenberger,,2,9,125,3
Allyson Y Schwartz,,,5,0,3
Joseph James Rooney,,,,3,3
Total,274,136,228,180,3
,Representative In The General Assembly 172nd District,,Representative In Congress 13th District,,11
,Kevin J Boyle,Al Taubenberger,Allyson Y Schwartz,Joseph James Rooney,11
Kevin J Boyle,4,0,242,32,11
Al Taubenberger,,3,11,110,11
Allyson Y Schwartz,,,4,0,11
Joseph James Rooney,,,,2,11
Total,278,124,257,144,11
,Representative In The General Assembly 172nd District,,Representative In Congress 13th District,,13
,Kevin J Boyle,Al Taubenberger,Joseph James Rooney,Allyson Y Schwartz,13
Kevin J Boyle,20,0,75,192,13
Al Taubenberger,,3,187,25,13
Joseph James Rooney,,,4,0,13
Allyson Y Schwartz,,,,2,13
Total,287,215,266,219,13
,Representative In The General Assembly 172nd District,,Representative In Congress 13th District,,15
,Kevin J Boyle,Al Taubenberger,Allyson Y Schwartz,Joseph James Rooney,15
Kevin J Boyle,4,0,232,41,15
Al Taubenberger,,4,27,89,15
Allyson Y Schwartz,,,2,0,15
Joseph James Rooney,,,,0,15
Total,277,120,261,130,15
