col_1,col_2,col_3,division
,Representative In Congress 13th District,,All
,Allyson Y Schwartz,Joseph James Rooney,All
Allyson Y Schwartz,"10,671",0,All
Joseph James Rooney,,"6,869",All
Total,"10,671","6,869",All
,Representative In Congress 13th District,,1
,Allyson Y Schwartz,Joseph James Rooney,1
Allyson Y Schwartz,276,0,1
Joseph James Rooney,,103,1
Total,276,103,1
,Representative In Congress 13th District,,2
,Joseph James Rooney,Allyson Y Schwartz,2
Joseph James Rooney,130,0,2
Allyson Y Schwartz,,117,2
Total,130,117,2
,Representative In Congress 13th District,,3
,Allyson Y Schwartz,Joseph James Rooney,3
Allyson Y Schwartz,168,0,3
Joseph James Rooney,,120,3
Total,168,120,3
,Representative In Congress 13th District,,4
,Allyson Y Schwartz,Joseph James Rooney,4
Allyson Y Schwartz,168,0,4
Joseph James Rooney,,106,4
Total,168,106,4
,Representative In Congress 13th District,,5
,Allyson Y Schwartz,Joseph James Rooney,5
Allyson Y Schwartz,205,0,5
Joseph James Rooney,,102,5
Total,205,102,5
,Representative In Congress 13th District,,6
,Allyson Y Schwartz,Joseph James Rooney,6
Allyson Y Schwartz,194,0,6
Joseph James Rooney,,145,6
Total,194,145,6
,Representative In Congress 13th District,,7
,Joseph James Rooney,Allyson Y Schwartz,7
Joseph James Rooney,157,0,7
Allyson Y Schwartz,,138,7
Total,157,138,7
,Representative In Congress 13th District,,8
,Allyson Y Schwartz,Joseph James Rooney,8
Allyson Y Schwartz,444,0,8
Joseph James Rooney,,191,8
Total,444,191,8
,Representative In Congress 13th District,,9
,Joseph James Rooney,Allyson Y Schwartz,9
Joseph James Rooney,212,0,9
Allyson Y Schwartz,,172,9
Total,212,172,9
,Representative In Congress 13th District,,10
,Allyson Y Schwartz,Joseph James Rooney,10
Allyson Y Schwartz,219,0,10
Joseph James Rooney,,159,10
Total,219,159,10
,Representative In Congress 13th District,,11
,Allyson Y Schwartz,Joseph James Rooney,11
Allyson Y Schwartz,216,0,11
Joseph James Rooney,,155,11
Total,216,155,11
,Representative In Congress 13th District,,12
,Allyson Y Schwartz,Joseph James Rooney,12
Allyson Y Schwartz,260,0,12
Joseph James Rooney,,109,12
Total,260,109,12
,Representative In Congress 13th District,,13
,Allyson Y Schwartz,Joseph James Rooney,13
Allyson Y Schwartz,184,0,13
Joseph James Rooney,,99,13
Total,184,99,13
,Representative In Congress 13th District,,14
,Allyson Y Schwartz,Joseph James Rooney,14
Allyson Y Schwartz,219,0,14
Joseph James Rooney,,160,14
Total,219,160,14
,Representative In Congress 13th District,,15
,Allyson Y Schwartz,Joseph James Rooney,15
Allyson Y Schwartz,297,0,15
Joseph James Rooney,,160,15
Total,297,160,15
,Representative In Congress 13th District,,16
,Allyson Y Schwartz,Joseph James Rooney,16
Allyson Y Schwartz,137,0,16
Joseph James Rooney,,113,16
Total,137,113,16
,Representative In Congress 13th District,,17
,Allyson Y Schwartz,Joseph James Rooney,17
Allyson Y Schwartz,176,0,17
Joseph James Rooney,,171,17
Total,176,171,17
,Representative In Congress 13th District,,18
,Allyson Y Schwartz,Joseph James Rooney,18
Allyson Y Schwartz,231,0,18
Joseph James Rooney,,139,18
Total,231,139,18
,Representative In Congress 13th District,,19
,Allyson Y Schwartz,Joseph James Rooney,19
Allyson Y Schwartz,260,0,19
Joseph James Rooney,,136,19
Total,260,136,19
,Representative In Congress 13th District,,20
,Allyson Y Schwartz,Joseph James Rooney,20
Allyson Y Schwartz,273,0,20
Joseph James Rooney,,123,20
Total,273,123,20
,Representative In Congress 13th District,,21
,Allyson Y Schwartz,Joseph James Rooney,21
Allyson Y Schwartz,409,0,21
Joseph James Rooney,,194,21
Total,409,194,21
,Representative In Congress 13th District,,22
,Allyson Y Schwartz,Joseph James Rooney,22
Allyson Y Schwartz,396,0,22
Joseph James Rooney,,196,22
Total,396,196,22
,Representative In Congress 13th District,,23
,Allyson Y Schwartz,Joseph James Rooney,23
Allyson Y Schwartz,301,0,23
Joseph James Rooney,,118,23
Total,301,118,23
,Representative In Congress 13th District,,24
,Allyson Y Schwartz,Joseph James Rooney,24
Allyson Y Schwartz,227,0,24
Joseph James Rooney,,121,24
Total,227,121,24
,Representative In Congress 13th District,,25
,Joseph James Rooney,Allyson Y Schwartz,25
Joseph James Rooney,160,0,25
Allyson Y Schwartz,,118,25
Total,160,118,25
,Representative In Congress 13th District,,26
,Allyson Y Schwartz,Joseph James Rooney,26
Allyson Y Schwartz,244,0,26
Joseph James Rooney,,158,26
Total,244,158,26
,Representative In Congress 13th District,,27
,Allyson Y Schwartz,Joseph James Rooney,27
Allyson Y Schwartz,175,0,27
Joseph James Rooney,,111,27
Total,175,111,27
,Representative In Congress 13th District,,28
,Allyson Y Schwartz,Joseph James Rooney,28
Allyson Y Schwartz,248,0,28
Joseph James Rooney,,124,28
Total,248,124,28
,Representative In Congress 13th District,,29
,Joseph James Rooney,Allyson Y Schwartz,29
Joseph James Rooney,260,0,29
Allyson Y Schwartz,,225,29
Total,260,225,29
,Representative In Congress 13th District,,30
,Allyson Y Schwartz,Joseph James Rooney,30
Allyson Y Schwartz,210,0,30
Joseph James Rooney,,149,30
Total,210,149,30
,Representative In Congress 13th District,,31
,Allyson Y Schwartz,Joseph James Rooney,31
Allyson Y Schwartz,216,0,31
Joseph James Rooney,,131,31
Total,216,131,31
,Representative In Congress 13th District,,32
,Allyson Y Schwartz,Joseph James Rooney,32
Allyson Y Schwartz,257,0,32
Joseph James Rooney,,112,32
Total,257,112,32
,Representative In Congress 13th District,,33
,Allyson Y Schwartz,Joseph James Rooney,33
Allyson Y Schwartz,287,0,33
Joseph James Rooney,,191,33
Total,287,191,33
,Representative In Congress 13th District,,34
,Allyson Y Schwartz,Joseph James Rooney,34
Allyson Y Schwartz,185,0,34
Joseph James Rooney,,174,34
Total,185,174,34
,Representative In Congress 13th District,,35
,Allyson Y Schwartz,Joseph James Rooney,35
Allyson Y Schwartz,243,0,35
Joseph James Rooney,,163,35
Total,243,163,35
,Representative In Congress 13th District,,36
,Allyson Y Schwartz,Joseph James Rooney,36
Allyson Y Schwartz,323,0,36
Joseph James Rooney,,220,36
Total,323,220,36
,Representative In Congress 13th District,,37
,Allyson Y Schwartz,Joseph James Rooney,37
Allyson Y Schwartz,204,0,37
Joseph James Rooney,,78,37
Total,204,78,37
,Representative In Congress 13th District,,38
,Allyson Y Schwartz,Joseph James Rooney,38
Allyson Y Schwartz,248,0,38
Joseph James Rooney,,147,38
Total,248,147,38
,Representative In Congress 13th District,,39
,Allyson Y Schwartz,Joseph James Rooney,39
Allyson Y Schwartz,271,0,39
Joseph James Rooney,,125,39
Total,271,125,39
,Representative In Congress 13th District,,40
,Allyson Y Schwartz,Joseph James Rooney,40
Allyson Y Schwartz,180,0,40
Joseph James Rooney,,105,40
Total,180,105,40
,Representative In Congress 13th District,,41
,Allyson Y Schwartz,Joseph James Rooney,41
Allyson Y Schwartz,370,0,41
Joseph James Rooney,,104,41
Total,370,104,41
,Representative In Congress 13th District,,42
,Joseph James Rooney,Allyson Y Schwartz,42
Joseph James Rooney,177,0,42
Allyson Y Schwartz,,171,42
Total,177,171,42
,Representative In Congress 13th District,,43
,Allyson Y Schwartz,Joseph James Rooney,43
Allyson Y Schwartz,280,0,43
Joseph James Rooney,,243,43
Total,280,243,43
,Representative In Congress 13th District,,44
,Allyson Y Schwartz,Joseph James Rooney,44
Allyson Y Schwartz,210,0,44
Joseph James Rooney,,187,44
Total,210,187,44
,Representative In Congress 13th District,,45
,Allyson Y Schwartz,Joseph James Rooney,45
Allyson Y Schwartz,156,0,45
Joseph James Rooney,,123,45
Total,156,123,45
,Representative In Congress 13th District,,46
,Joseph James Rooney,Allyson Y Schwartz,46
Joseph James Rooney,208,0,46
Allyson Y Schwartz,,163,46
