col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 7th District,Auditor General,,,All
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,All
Vincent J Hughes,140,"5,542",397,104,All
Eugene A Depasquale,,43,0,0,All
John Maher,,,275,0,All
Betsy Elizabeth Summers,,,,40,All
Total,"6,183","5,585",672,144,All
,Senator In The General Assembly 7th District,Auditor General,,,1
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,1
Vincent J Hughes,5,252,36,4,1
Eugene A Depasquale,,2,0,0,1
John Maher,,,29,0,1
Betsy Elizabeth Summers,,,,6,1
Total,297,254,65,10,1
,Senator In The General Assembly 7th District,Auditor General,,,2
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,2
Vincent J Hughes,9,280,12,4,2
Eugene A Depasquale,,0,0,0,2
John Maher,,,6,0,2
Betsy Elizabeth Summers,,,,0,2
Total,305,280,18,4,2
,Senator In The General Assembly 7th District,Auditor General,,,3
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,3
Vincent J Hughes,7,338,7,7,3
Eugene A Depasquale,,2,0,0,3
John Maher,,,4,0,3
Betsy Elizabeth Summers,,,,0,3
Total,359,340,11,7,3
,Senator In The General Assembly 7th District,Auditor General,,,4
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,4
Vincent J Hughes,7,307,11,2,4
Eugene A Depasquale,,4,0,0,4
John Maher,,,5,0,4
Betsy Elizabeth Summers,,,,0,4
Total,327,311,16,2,4
,Senator In The General Assembly 7th District,Auditor General,,,5
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,5
Vincent J Hughes,1,286,41,9,5
Eugene A Depasquale,,5,0,0,5
John Maher,,,17,0,5
Betsy Elizabeth Summers,,,,6,5
Total,337,291,58,15,5
,Senator In The General Assembly 7th District,Auditor General,,,6
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,6
Vincent J Hughes,18,475,18,3,6
Eugene A Depasquale,,5,0,0,6
John Maher,,,21,0,6
Betsy Elizabeth Summers,,,,1,6
Total,514,480,39,4,6
,Auditor General,,,Senator In The General Assembly 7th District,7
,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,Vincent J Hughes,7
Eugene A Depasquale,6,0,0,359,7
John Maher,,2,0,3,7
Betsy Elizabeth Summers,,,2,0,7
Vincent J Hughes,,,,2,7
Total,365,5,2,364,7
,Senator In The General Assembly 7th District,Auditor General,,,8
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,8
Vincent J Hughes,11,315,15,6,8
Eugene A Depasquale,,4,0,0,8
John Maher,,,3,0,8
Betsy Elizabeth Summers,,,,3,8
Total,347,319,18,9,8
,Senator In The General Assembly 7th District,Auditor General,,,9
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,9
Vincent J Hughes,6,259,5,0,9
Eugene A Depasquale,,1,0,0,9
John Maher,,,0,0,9
Betsy Elizabeth Summers,,,,0,9
Total,270,260,5,0,9
,Senator In The General Assembly 7th District,Auditor General,,,10
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,10
Vincent J Hughes,11,339,117,20,10
Eugene A Depasquale,,2,0,0,10
John Maher,,,62,0,10
Betsy Elizabeth Summers,,,,11,10
Total,487,341,179,31,10
,Senator In The General Assembly 7th District,Auditor General,,,11
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,11
Vincent J Hughes,5,269,9,3,11
Eugene A Depasquale,,1,0,0,11
John Maher,,,3,0,11
Betsy Elizabeth Summers,,,,2,11
Total,286,270,12,5,11
,Senator In The General Assembly 7th District,Auditor General,,,12
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,12
Vincent J Hughes,15,288,3,2,12
Eugene A Depasquale,,2,0,0,12
John Maher,,,1,0,12
Betsy Elizabeth Summers,,,,0,12
Total,308,290,4,2,12
,Senator In The General Assembly 7th District,Auditor General,,,13
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,13
Vincent J Hughes,8,297,4,0,13
Eugene A Depasquale,,0,0,0,13
John Maher,,,1,0,13
Betsy Elizabeth Summers,,,,0,13
Total,309,297,5,0,13
,Senator In The General Assembly 7th District,Auditor General,,,14
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,14
Vincent J Hughes,5,334,3,3,14
Eugene A Depasquale,,1,0,0,14
John Maher,,,3,0,14
Betsy Elizabeth Summers,,,,0,14
Total,345,335,6,3,14
,Senator In The General Assembly 7th District,Auditor General,,,15
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,15
Vincent J Hughes,4,245,3,0,15
Eugene A Depasquale,,2,0,0,15
John Maher,,,0,0,15
Betsy Elizabeth Summers,,,,0,15
Total,252,247,3,0,15
,Senator In The General Assembly 7th District,Auditor General,,,16
,Vincent J Hughes,Eugene A Depasquale,John Maher,Betsy Elizabeth Summers,16
Vincent J Hughes,3,198,2,1,16
Eugene A Depasquale,,0,0,0,16
