col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 3rd District,Representative In Congress 1st District,,All
,Shirley M Kitchen,Robert A Brady,John Featherman,All
Shirley M Kitchen,4,249,6,All
Robert A Brady,,5,0,All
John Featherman,,,4,All
Total,259,254,10,All
,Senator In The General Assembly 3rd District,Representative In Congress 1st District,,1
,Shirley M Kitchen,Robert A Brady,John Featherman,1
Shirley M Kitchen,4,249,6,1
Robert A Brady,,5,0,1
John Featherman,,,4,1
Total,259,254,10,1
