col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President And Vice President Of The United States,,,,United States Senator,,,All
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,All
Barack Obama,233,0,0,0,"7,026",156,38,All
Mitt Romney,,62,0,0,274,971,11,All
Gary Johnson,,,3,0,24,17,33,All
Jill Stein,,,,3,35,1,5,All
Bob Casey Jr,,,,,27,0,0,All
Tom Smith,,,,,,10,0,All
Rayburn Douglas Smith,,,,,,,2,All
Total,"7,453","1,318",77,44,"7,386","1,155",89,All
,President And Vice President Of The United States,,,,United States Senator,,,1
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,1
Barack Obama,14,0,0,0,473,13,3,1
Mitt Romney,,1,0,0,19,81,0,1
Gary Johnson,,,1,0,1,1,5,1
Jill Stein,,,,0,1,0,0,1
Bob Casey Jr,,,,,3,0,0,1
Tom Smith,,,,,,1,0,1
Rayburn Douglas Smith,,,,,,,0,1
Total,503,101,8,1,497,96,8,1
,United States Senator,,,President And Vice President Of The United States,,,,2
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,2
Bob Casey Jr,0,0,0,418,23,3,2,2
Tom Smith,,2,0,11,61,2,0,2
Rayburn Douglas Smith,,,0,3,2,4,0,2
Barack Obama,,,,11,0,0,0,2
Mitt Romney,,,,,9,0,0,2
Gary Johnson,,,,,,0,0,2
Jill Stein,,,,,,,0,2
Total,446,76,9,443,95,9,2,2
,President And Vice President Of The United States,,,,United States Senator,,,3
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,3
Barack Obama,17,0,0,0,467,15,4,3
Mitt Romney,,2,0,0,24,72,2,3
Gary Johnson,,,1,0,2,1,2,3
Jill Stein,,,,0,4,1,0,3
Bob Casey Jr,,,,,3,0,0,3
Tom Smith,,,,,,0,0,3
Rayburn Douglas Smith,,,,,,,0,3
Total,503,100,6,5,500,89,8,3
,President And Vice President Of The United States,,,,United States Senator,,,4
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,4
Barack Obama,7,0,0,0,149,3,0,4
Mitt Romney,,0,0,0,8,31,0,4
Gary Johnson,,,0,0,0,0,1,4
Jill Stein,,,,0,0,0,0,4
Bob Casey Jr,,,,,0,0,0,4
Tom Smith,,,,,,0,0,4
Rayburn Douglas Smith,,,,,,,0,4
Total,159,39,1,0,157,34,1,4
,United States Senator,,,President And Vice President Of The United States,,,,5
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,5
Bob Casey Jr,0,0,0,337,19,4,1,5
Tom Smith,,0,0,12,56,2,0,5
Rayburn Douglas Smith,,,0,2,0,1,0,5
Barack Obama,,,,6,0,0,0,5
Mitt Romney,,,,,3,0,0,5
Gary Johnson,,,,,,0,0,5
Jill Stein,,,,,,,0,5
Total,361,70,3,357,78,7,1,5
,United States Senator,,,President And Vice President Of The United States,,,,6
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,6
Bob Casey Jr,4,0,0,511,26,2,0,6
Tom Smith,,0,0,4,82,0,0,6
Rayburn Douglas Smith,,,0,2,1,0,0,6
Barack Obama,,,,11,0,0,0,6
Mitt Romney,,,,,2,0,0,6
Jill Stein,,,,,,0,0,6
Gary Johnson,,,,,,,0,6
Total,543,86,3,528,111,2,0,6
,President And Vice President Of The United States,,,,United States Senator,,,7
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,7
Barack Obama,17,0,0,0,480,7,1,7
Mitt Romney,,0,0,0,8,21,0,7
Gary Johnson,,,1,0,1,0,3,7
Jill Stein,,,,0,1,0,1,7
Bob Casey Jr,,,,,4,0,0,7
Tom Smith,,,,,,0,0,7
Rayburn Douglas Smith,,,,,,,0,7
Total,505,29,5,2,494,28,5,7
,United States Senator,,,President And Vice President Of The United States,,,,8
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,8
Bob Casey Jr,3,0,0,352,15,0,1,8
Tom Smith,,1,0,5,50,1,0,8
Rayburn Douglas Smith,,,0,3,0,1,1,8
Barack Obama,,,,6,0,0,0,8
Mitt Romney,,,,,9,0,0,8
Gary Johnson,,,,,,0,0,8
Jill Stein,,,,,,,0,8
Total,371,57,5,366,74,2,2,8
,United States Senator,,,President And Vice President Of The United States,,,,9
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,9
Bob Casey Jr,1,0,0,357,20,1,0,9
Tom Smith,,2,0,9,54,0,0,9
Rayburn Douglas Smith,,,0,2,1,0,1,9
Barack Obama,,,,8,0,0,0,9
Mitt Romney,,,,,4,0,0,9
Jill Stein,,,,,,1,0,9
Gary Johnson,,,,,,,0,9
Total,379,65,4,376,79,2,1,9
,President And Vice President Of The United States,,,,United States Senator,,,10
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,10
Barack Obama,24,0,0,0,444,3,2,10
Mitt Romney,,0,0,0,3,11,0,10
Jill Stein,,,0,0,5,0,2,10
Gary Johnson,,,,0,0,0,2,10
Bob Casey Jr,,,,,3,0,0,10
Tom Smith,,,,,,0,0,10
Rayburn Douglas Smith,,,,,,,0,10
Total,473,14,7,2,455,14,6,10
,President And Vice President Of The United States,,,,United States Senator,,,11
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,11
Barack Obama,14,0,0,0,348,5,5,11
Mitt Romney,,1,0,0,5,16,0,11
Gary Johnson,,,0,0,3,1,2,11
Jill Stein,,,,0,1,0,0,11
Bob Casey Jr,,,,,1,0,0,11
Tom Smith,,,,,,0,0,11
Rayburn Douglas Smith,,,,,,,0,11
Total,372,22,6,1,358,22,7,11
,President And Vice President Of The United States,,,,United States Senator,,,12
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,12
Barack Obama,21,0,0,0,309,9,2,12
Mitt Romney,,0,0,0,9,54,1,12
Jill Stein,,,0,0,4,0,0,12
Gary Johnson,,,,0,1,0,0,12
Bob Casey Jr,,,,,1,0,0,12
Tom Smith,,,,,,0,0,12
Rayburn Douglas Smith,,,,,,,0,12
Total,341,64,4,1,324,63,3,12
,President And Vice President Of The United States,,,,United States Senator,,,13
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,13
Barack Obama,19,0,0,0,347,8,0,13
Mitt Romney,,6,0,0,15,19,0,13
Jill Stein,,,0,0,3,0,0,13
Gary Johnson,,,,0,1,0,1,13
Bob Casey Jr,,,,,1,0,0,13
Tom Smith,,,,,,1,0,13
Rayburn Douglas Smith,,,,,,,0,13
Total,374,40,3,2,367,28,1,13
,President And Vice President Of The United States,,,,United States Senator,,,14
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,14
Barack Obama,12,0,0,0,350,11,0,14
Mitt Romney,,1,0,0,17,61,1,14
Gary Johnson,,,0,0,2,1,1,14
Jill Stein,,,,1,0,0,0,14
Bob Casey Jr,,,,,0,0,0,14
Tom Smith,,,,,,0,0,14
Rayburn Douglas Smith,,,,,,,0,14
Total,373,80,4,1,369,73,2,14
,President And Vice President Of The United States,,,,United States Senator,,,15
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,15
Barack Obama,9,0,0,0,291,10,3,15
Mitt Romney,,5,0,0,8,40,0,15
Gary Johnson,,,0,0,2,2,4,15
Jill Stein,,,,0,2,0,0,15
Bob Casey Jr,,,,,0,0,0,15
Tom Smith,,,,,,0,0,15
Rayburn Douglas Smith,,,,,,,1,15
Total,313,53,8,2,303,52,8,15
,President And Vice President Of The United States,,,,United States Senator,,,16
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,16
Barack Obama,13,0,0,0,376,8,0,16
Mitt Romney,,5,0,0,12,55,2,16
Gary Johnson,,,0,0,1,0,1,16
Jill Stein,,,,0,1,0,1,16
Bob Casey Jr,,,,,0,0,0,16
Tom Smith,,,,,,0,0,16
Rayburn Douglas Smith,,,,,,,0,16
Total,397,74,2,2,390,63,4,16
,United States Senator,,,President And Vice President Of The United States,,,,17
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,17
Bob Casey Jr,1,0,0,341,13,2,1,17
Tom Smith,,0,0,2,64,0,0,17
Rayburn Douglas Smith,,,0,1,0,1,0,17
Barack Obama,,,,5,0,0,0,17
Mitt Romney,,,,,5,0,0,17
Gary Johnson,,,,,,0,0,17
Jill Stein,,,,,,,0,17
Total,358,66,2,349,82,3,1,17
,President And Vice President Of The United States,,,,United States Senator,,,18
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,18
Barack Obama,11,0,0,0,369,12,4,18
Mitt Romney,,7,0,0,8,66,1,18
Gary Johnson,,,0,0,1,2,2,18
Jill Stein,,,,0,2,0,0,18
Bob Casey Jr,,,,,2,0,0,18
Tom Smith,,,,,,1,0,18
Rayburn Douglas Smith,,,,,,,1,18
Total,396,82,5,2,382,81,8,18
,United States Senator,,,President And Vice President Of The United States,,,,19
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,19
Bob Casey Jr,0,0,0,307,22,0,3,19
Tom Smith,,2,0,9,77,4,0,19
Rayburn Douglas Smith,,,0,1,0,1,0,19
Barack Obama,,,,8,0,0,0,19
Mitt Romney,,,,,2,0,0,19
Gary Johnson,,,,,,0,0,19
Jill Stein,,,,,,,1,19
Total,332,92,2,325,101,5,4,19
