col_1,col_2,division
,Representative In The General Assembly 202nd District,All
,Mark B Cohen,All
Mark B Cohen,"2,555",All
Total,"2,555",All
,Representative In The General Assembly 202nd District,2
,Mark B Cohen,2
Mark B Cohen,230,2
Total,230,2
,Representative In The General Assembly 202nd District,3
,Mark B Cohen,3
Mark B Cohen,205,3
Total,205,3
,Representative In The General Assembly 202nd District,5
,Mark B Cohen,5
Mark B Cohen,157,5
Total,157,5
,Representative In The General Assembly 202nd District,6
,Mark B Cohen,6
Mark B Cohen,327,6
Total,327,6
,Representative In The General Assembly 202nd District,11
,Mark B Cohen,11
Mark B Cohen,182,11
Total,182,11
,Representative In The General Assembly 202nd District,14
,Mark B Cohen,14
Mark B Cohen,198,14
Total,198,14
,Representative In The General Assembly 202nd District,15
,Mark B Cohen,15
Mark B Cohen,188,15
Total,188,15
,Representative In The General Assembly 202nd District,16
,Mark B Cohen,16
Mark B Cohen,244,16
Total,244,16
,Representative In The General Assembly 202nd District,19
,Mark B Cohen,19
Mark B Cohen,396,19
Total,396,19
,Representative In The General Assembly 202nd District,36
,Mark B Cohen,36
Mark B Cohen,194,36
Total,194,36
,Representative In The General Assembly 202nd District,37
,Mark B Cohen,37
Mark B Cohen,234,37
Total,234,37
