col_1,col_2,col_3,col_4,col_5,division
,President And Vice President Of The United States,,,,All
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,All
Barack Obama,"9,598",0,0,0,All
Mitt Romney,,555,0,0,All
Jill Stein,,,12,0,All
Gary Johnson,,,,10,All
Total,"9,598",555,12,10,All
,President And Vice President Of The United States,,,,1
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,1
Barack Obama,479,0,0,0,1
Mitt Romney,,38,0,0,1
Gary Johnson,,,1,0,1
Jill Stein,,,,1,1
Total,479,38,1,1,1
,President And Vice President Of The United States,,,,2
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,2
Barack Obama,283,0,0,0,2
Mitt Romney,,26,0,0,2
Gary Johnson,,,0,0,2
Jill Stein,,,,0,2
Total,283,26,0,0,2
,President And Vice President Of The United States,,,,3
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,3
Barack Obama,320,0,0,0,3
Mitt Romney,,26,0,0,3
Gary Johnson,,,0,0,3
Jill Stein,,,,0,3
Total,320,26,0,0,3
,President And Vice President Of The United States,,,,4
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,4
Barack Obama,331,0,0,0,4
Mitt Romney,,11,0,0,4
Gary Johnson,,,0,0,4
Jill Stein,,,,0,4
Total,331,11,0,0,4
,President And Vice President Of The United States,,,,5
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,5
Barack Obama,479,0,0,0,5
Mitt Romney,,12,0,0,5
Gary Johnson,,,0,0,5
Jill Stein,,,,0,5
Total,479,12,0,0,5
,President And Vice President Of The United States,,,,6
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,6
Barack Obama,295,0,0,0,6
Mitt Romney,,36,0,0,6
Gary Johnson,,,1,0,6
Jill Stein,,,,0,6
Total,295,36,1,0,6
,President And Vice President Of The United States,,,,7
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,7
Barack Obama,313,0,0,0,7
Mitt Romney,,19,0,0,7
Gary Johnson,,,0,0,7
Jill Stein,,,,0,7
Total,313,19,0,0,7
,President And Vice President Of The United States,,,,8
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,8
Barack Obama,368,0,0,0,8
Mitt Romney,,16,0,0,8
Jill Stein,,,2,0,8
Gary Johnson,,,,0,8
Total,368,16,2,0,8
,President And Vice President Of The United States,,,,9
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,9
Barack Obama,306,0,0,0,9
Mitt Romney,,23,0,0,9
Jill Stein,,,1,0,9
Gary Johnson,,,,0,9
Total,306,23,1,0,9
,President And Vice President Of The United States,,,,10
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,10
Barack Obama,329,0,0,0,10
Mitt Romney,,22,0,0,10
Gary Johnson,,,2,0,10
Jill Stein,,,,0,10
Total,329,22,2,0,10
,President And Vice President Of The United States,,,,11
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,11
Barack Obama,446,0,0,0,11
Mitt Romney,,20,0,0,11
Gary Johnson,,,0,0,11
Jill Stein,,,,0,11
Total,446,20,0,0,11
,President And Vice President Of The United States,,,,12
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,12
Barack Obama,377,0,0,0,12
Mitt Romney,,9,0,0,12
Gary Johnson,,,0,0,12
Jill Stein,,,,0,12
Total,377,9,0,0,12
,President And Vice President Of The United States,,,,13
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,13
Barack Obama,591,0,0,0,13
Mitt Romney,,15,0,0,13
Gary Johnson,,,1,0,13
Jill Stein,,,,0,13
Total,591,15,1,0,13
,President And Vice President Of The United States,,,,14
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,14
Barack Obama,435,0,0,0,14
Mitt Romney,,38,0,0,14
Gary Johnson,,,0,0,14
Jill Stein,,,,0,14
Total,435,38,0,0,14
,President And Vice President Of The United States,,,,15
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,15
Barack Obama,466,0,0,0,15
Mitt Romney,,28,0,0,15
Gary Johnson,,,1,0,15
Jill Stein,,,,0,15
Total,466,28,1,0,15
,President And Vice President Of The United States,,,,16
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,16
Barack Obama,413,0,0,0,16
Mitt Romney,,21,0,0,16
Jill Stein,,,1,0,16
Gary Johnson,,,,0,16
Total,413,21,1,0,16
,President And Vice President Of The United States,,,,17
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,17
Barack Obama,367,0,0,0,17
Mitt Romney,,13,0,0,17
Gary Johnson,,,2,0,17
Jill Stein,,,,2,17
Total,367,13,2,2,17
,President And Vice President Of The United States,,,,18
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,18
Barack Obama,405,0,0,0,18
Mitt Romney,,32,0,0,18
Jill Stein,,,2,0,18
Gary Johnson,,,,0,18
Total,405,32,2,0,18
,President And Vice President Of The United States,,,,19
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,19
Barack Obama,422,0,0,0,19
Mitt Romney,,40,0,0,19
Jill Stein,,,1,0,19
Gary Johnson,,,,0,19
Total,422,40,1,0,19
,President And Vice President Of The United States,,,,20
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,20
Barack Obama,497,0,0,0,20
Mitt Romney,,17,0,0,20
Gary Johnson,,,1,0,20
Jill Stein,,,,1,20
Total,497,17,1,1,20
,President And Vice President Of The United States,,,,21
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,21
Barack Obama,266,0,0,0,21
Mitt Romney,,14,0,0,21
Gary Johnson,,,0,0,21
Jill Stein,,,,0,21
Total,266,14,0,0,21
,President And Vice President Of The United States,,,,22
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,22
Barack Obama,418,0,0,0,22
Mitt Romney,,21,0,0,22
Gary Johnson,,,0,0,22
Jill Stein,,,,0,22
Total,418,21,0,0,22
,President And Vice President Of The United States,,,,23
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,23
Barack Obama,239,0,0,0,23
Mitt Romney,,13,0,0,23
Gary Johnson,,,0,0,23
Jill Stein,,,,0,23
Total,239,13,0,0,23
,President And Vice President Of The United States,,,,24
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,24
Barack Obama,435,0,0,0,24
Mitt Romney,,31,0,0,24
Gary Johnson,,,1,0,24
Jill Stein,,,,1,24
Total,435,31,1,1,24
,President And Vice President Of The United States,,,,25
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,25
Barack Obama,318,0,0,0,25
Mitt Romney,,14,0,0,25
Gary Johnson,,,0,0,25
Jill Stein,,,,0,25
Total,318,14,0,0,25
