col_1,col_2,col_3,col_4,col_5,col_6,division
,Attorney General,,,Representative In The General Assembly 177th District,,All
,Kathleen G Kane,David J Freed,Marakay J Rogers,John J Taylor,William F Dunbar,All
Kathleen G Kane,32,0,0,668,773,All
David J Freed,,8,0,470,14,All
Marakay J Rogers,,,4,16,14,All
John J Taylor,,,,124,0,All
William F Dunbar,,,,,4,All
Total,"1,473",492,34,"1,278",805,All
,Attorney General,,,Representative In The General Assembly 177th District,,5
,Kathleen G Kane,David J Freed,Marakay J Rogers,William F Dunbar,John J Taylor,5
Kathleen G Kane,5,0,0,155,67,5
David J Freed,,0,0,3,76,5
Marakay J Rogers,,,0,3,0,5
William F Dunbar,,,,0,0,5
John J Taylor,,,,,11,5
Total,227,79,3,161,154,5
,Attorney General,,,Representative In The General Assembly 177th District,,6
,Kathleen G Kane,David J Freed,Marakay J Rogers,John J Taylor,William F Dunbar,6
Kathleen G Kane,1,0,0,89,94,6
David J Freed,,3,0,48,1,6
Marakay J Rogers,,,0,3,3,6
John J Taylor,,,,17,0,6
William F Dunbar,,,,,1,6
Total,184,52,6,157,99,6
,Attorney General,,,Representative In The General Assembly 177th District,,15
,Kathleen G Kane,David J Freed,Marakay J Rogers,John J Taylor,William F Dunbar,15
Kathleen G Kane,6,0,0,106,137,15
David J Freed,,0,0,75,3,15
Marakay J Rogers,,,3,1,4,15
John J Taylor,,,,26,0,15
William F Dunbar,,,,,1,15
Total,249,78,8,208,145,15
,Attorney General,,,Representative In The General Assembly 177th District,,16
,Kathleen G Kane,David J Freed,Marakay J Rogers,John J Taylor,William F Dunbar,16
Kathleen G Kane,3,0,0,150,126,16
David J Freed,,0,0,93,2,16
Marakay J Rogers,,,0,4,0,16
John J Taylor,,,,19,0,16
William F Dunbar,,,,,1,16
Total,279,95,4,266,129,16
,Representative In The General Assembly 177th District,,Attorney General,,,17
,John J Taylor,William F Dunbar,Kathleen G Kane,David J Freed,Marakay J Rogers,17
John J Taylor,18,0,90,67,4,17
William F Dunbar,,0,76,3,1,17
Kathleen G Kane,,,5,0,0,17
David J Freed,,,,2,0,17
Marakay J Rogers,,,,,0,17
Total,179,80,171,72,5,17
,Attorney General,,,Representative In The General Assembly 177th District,,18
,Kathleen G Kane,David J Freed,Marakay J Rogers,John J Taylor,William F Dunbar,18
Kathleen G Kane,6,0,0,71,81,18
David J Freed,,1,0,49,2,18
Marakay J Rogers,,,1,4,2,18
John J Taylor,,,,20,0,18
William F Dunbar,,,,,0,18
Total,158,52,7,144,85,18
,Attorney General,,,Representative In The General Assembly 177th District,,19
,Kathleen G Kane,David J Freed,Marakay J Rogers,John J Taylor,William F Dunbar,19
Kathleen G Kane,6,0,0,95,104,19
David J Freed,,2,0,62,0,19
Marakay J Rogers,,,0,0,1,19
John J Taylor,,,,13,0,19
William F Dunbar,,,,,1,19
Total,205,64,1,170,106,19
