col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 7th District,United States Senator,,,All
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,All
Vincent J Hughes,132,"6,095",46,13,All
Bob Casey Jr,,66,0,0,All
Tom Smith,,,43,0,All
Rayburn Douglas Smith,,,,2,All
Total,"6,286","6,161",89,15,All
,United States Senator,,,Senator In The General Assembly 7th District,1
,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,Vincent J Hughes,1
Bob Casey Jr,5,0,0,355,1
Tom Smith,,2,0,2,1
Rayburn Douglas Smith,,,0,0,1
Vincent J Hughes,,,,3,1
Total,360,4,0,360,1
,Senator In The General Assembly 7th District,United States Senator,,,2
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,2
Vincent J Hughes,10,408,2,0,2
Bob Casey Jr,,6,0,0,2
Tom Smith,,,1,0,2
Rayburn Douglas Smith,,,,0,2
Total,420,414,3,0,2
,Senator In The General Assembly 7th District,United States Senator,,,3
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,3
Vincent J Hughes,8,286,3,0,3
Bob Casey Jr,,1,0,0,3
Tom Smith,,,0,0,3
Rayburn Douglas Smith,,,,0,3
Total,297,287,3,0,3
,Senator In The General Assembly 7th District,United States Senator,,,4
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,4
Vincent J Hughes,6,326,3,0,4
Bob Casey Jr,,0,0,0,4
Tom Smith,,,1,0,4
Rayburn Douglas Smith,,,,0,4
Total,335,326,4,0,4
,Senator In The General Assembly 7th District,United States Senator,,,5
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,5
Vincent J Hughes,7,271,2,1,5
Bob Casey Jr,,4,0,0,5
Tom Smith,,,1,0,5
Rayburn Douglas Smith,,,,0,5
Total,281,275,3,1,5
,Senator In The General Assembly 7th District,United States Senator,,,6
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,6
Vincent J Hughes,6,372,1,0,6
Bob Casey Jr,,6,0,0,6
Tom Smith,,,2,0,6
Rayburn Douglas Smith,,,,0,6
Total,379,378,3,0,6
,Senator In The General Assembly 7th District,United States Senator,,,7
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,7
Vincent J Hughes,10,415,3,3,7
Bob Casey Jr,,1,0,0,7
Tom Smith,,,1,0,7
Rayburn Douglas Smith,,,,0,7
Total,431,416,4,3,7
,Senator In The General Assembly 7th District,United States Senator,,,8
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,8
Vincent J Hughes,3,277,4,1,8
Bob Casey Jr,,5,0,0,8
Tom Smith,,,15,0,8
Rayburn Douglas Smith,,,,0,8
Total,285,282,19,1,8
,Senator In The General Assembly 7th District,United States Senator,,,9
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,9
Vincent J Hughes,11,282,1,0,9
Bob Casey Jr,,3,0,0,9
Tom Smith,,,1,0,9
Rayburn Douglas Smith,,,,0,9
Total,294,285,2,0,9
,Senator In The General Assembly 7th District,United States Senator,,,10
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,10
Vincent J Hughes,7,253,4,0,10
Bob Casey Jr,,2,0,0,10
Tom Smith,,,1,0,10
Rayburn Douglas Smith,,,,0,10
Total,264,255,5,0,10
,Senator In The General Assembly 7th District,United States Senator,,,11
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,11
Vincent J Hughes,8,449,5,1,11
Bob Casey Jr,,2,0,0,11
Tom Smith,,,0,0,11
Rayburn Douglas Smith,,,,0,11
Total,463,451,5,1,11
,Senator In The General Assembly 7th District,United States Senator,,,12
,Vincent J Hughes,Bob Casey Jr,Rayburn Douglas Smith,Tom Smith,12
Vincent J Hughes,8,210,1,0,12
Bob Casey Jr,,3,0,0,12
Rayburn Douglas Smith,,,0,0,12
Tom Smith,,,,1,12
Total,219,213,1,1,12
,Senator In The General Assembly 7th District,United States Senator,,,13
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,13
Vincent J Hughes,2,334,2,0,13
Bob Casey Jr,,2,0,0,13
Tom Smith,,,2,0,13
Rayburn Douglas Smith,,,,0,13
Total,338,336,4,0,13
,Senator In The General Assembly 7th District,United States Senator,,,14
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,14
Vincent J Hughes,5,337,2,2,14
Bob Casey Jr,,6,0,0,14
Tom Smith,,,5,0,14
Rayburn Douglas Smith,,,,1,14
Total,346,343,7,3,14
,Senator In The General Assembly 7th District,United States Senator,,,15
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,15
Vincent J Hughes,12,339,2,1,15
Bob Casey Jr,,14,0,0,15
Tom Smith,,,2,0,15
Rayburn Douglas Smith,,,,0,15
Total,354,353,4,1,15
,Senator In The General Assembly 7th District,United States Senator,,,16
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,16
Vincent J Hughes,10,240,2,0,16
Bob Casey Jr,,1,0,0,16
Tom Smith,,,0,0,16
Rayburn Douglas Smith,,,,0,16
Total,252,241,2,0,16
,Senator In The General Assembly 7th District,United States Senator,,,17
,Vincent J Hughes,Bob Casey Jr,Rayburn Douglas Smith,Tom Smith,17
Vincent J Hughes,8,323,2,2,17
Bob Casey Jr,,0,0,0,17
Rayburn Douglas Smith,,,1,0,17
Tom Smith,,,,0,17
Total,335,323,3,2,17
,Senator In The General Assembly 7th District,United States Senator,,,18
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,18
Vincent J Hughes,1,270,2,0,18
Bob Casey Jr,,2,0,0,18
Tom Smith,,,2,0,18
Rayburn Douglas Smith,,,,0,18
Total,273,272,4,0,18
,Senator In The General Assembly 7th District,United States Senator,,,19
,Vincent J Hughes,Bob Casey Jr,Tom Smith,Rayburn Douglas Smith,19
Vincent J Hughes,7,348,4,1,19
Bob Casey Jr,,3,0,0,19
Tom Smith,,,6,0,19
Rayburn Douglas Smith,,,,0,19
Total,360,351,10,1,19
