col_1,col_2,col_3,col_4,col_5,col_6,division
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,All
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Angel L Cruz,All
Barack Obama,984,0,0,0,"5,786",All
Mitt Romney,,242,0,0,76,All
Jill Stein,,,9,0,3,All
Gary Johnson,,,,5,2,All
Angel L Cruz,,,,,159,All
Total,"6,770",318,12,7,"6,026",All
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,1
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,1
Barack Obama,49,0,0,0,265,1
Mitt Romney,,8,0,0,3,1
Gary Johnson,,,1,0,0,1
Jill Stein,,,,0,0,1
Angel L Cruz,,,,,6,1
Total,314,11,1,0,274,1
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,2
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,2
Barack Obama,22,0,0,0,224,2
Mitt Romney,,3,0,0,1,2
Gary Johnson,,,0,0,0,2
Jill Stein,,,,0,0,2
Angel L Cruz,,,,,3,2
Total,246,4,0,0,228,2
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,3
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Angel L Cruz,3
Barack Obama,40,0,0,0,184,3
Mitt Romney,,2,0,0,1,3
Jill Stein,,,1,0,0,3
Gary Johnson,,,,0,0,3
Angel L Cruz,,,,,1,3
Total,224,3,1,0,186,3
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,4
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,4
Barack Obama,27,0,0,0,343,4
Mitt Romney,,11,0,0,6,4
Gary Johnson,,,0,0,0,4
Jill Stein,,,,0,0,4
Angel L Cruz,,,,,5,4
Total,370,17,0,0,354,4
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,5
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,5
Barack Obama,80,0,0,0,445,5
Mitt Romney,,19,0,0,7,5
Gary Johnson,,,1,0,0,5
Jill Stein,,,,0,0,5
Angel L Cruz,,,,,5,5
Total,525,26,1,0,457,5
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,6
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Angel L Cruz,6
Barack Obama,57,0,0,0,283,6
Mitt Romney,,7,0,0,3,6
Jill Stein,,,1,0,0,6
Gary Johnson,,,,0,0,6
Angel L Cruz,,,,,5,6
Total,340,10,1,0,291,6
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,7
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,7
Barack Obama,38,0,0,0,248,7
Mitt Romney,,8,0,0,4,7
Gary Johnson,,,0,0,0,7
Jill Stein,,,,0,0,7
Angel L Cruz,,,,,6,7
Total,286,12,0,0,258,7
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,8
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Angel L Cruz,8
Barack Obama,43,0,0,0,305,8
Mitt Romney,,11,0,0,2,8
Jill Stein,,,3,0,0,8
Gary Johnson,,,,0,0,8
Angel L Cruz,,,,,3,8
Total,348,13,3,0,310,8
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,9
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,9
Barack Obama,27,0,0,0,199,9
Mitt Romney,,4,0,0,4,9
Gary Johnson,,,0,0,0,9
Jill Stein,,,,0,0,9
Angel L Cruz,,,,,1,9
Total,226,8,0,0,204,9
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,10
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,10
Barack Obama,42,0,0,0,233,10
Mitt Romney,,15,0,0,4,10
Gary Johnson,,,1,0,0,10
Jill Stein,,,,0,0,10
Angel L Cruz,,,,,4,10
Total,275,19,1,0,241,10
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,11
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,11
Barack Obama,92,0,0,0,289,11
Mitt Romney,,10,0,0,3,11
Gary Johnson,,,0,0,0,11
Jill Stein,,,,0,0,11
Angel L Cruz,,,,,8,11
Total,381,13,0,0,300,11
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,12
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,12
Barack Obama,39,0,0,0,332,12
Mitt Romney,,22,0,0,6,12
Gary Johnson,,,0,0,0,12
Jill Stein,,,,0,0,12
Angel L Cruz,,,,,4,12
Total,371,28,0,0,342,12
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,13
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Angel L Cruz,13
Barack Obama,22,0,0,0,203,13
Mitt Romney,,5,0,0,3,13
Jill Stein,,,1,0,0,13
Gary Johnson,,,,0,0,13
Angel L Cruz,,,,,4,13
Total,225,8,1,0,210,13
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,14
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,14
Barack Obama,17,0,0,0,291,14
Mitt Romney,,12,0,0,4,14
Gary Johnson,,,1,0,0,14
Jill Stein,,,,0,0,14
Angel L Cruz,,,,,2,14
Total,308,16,1,0,297,14
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,15
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,15
Barack Obama,23,0,0,0,175,15
Mitt Romney,,8,0,0,4,15
Gary Johnson,,,0,0,0,15
Jill Stein,,,,0,0,15
Angel L Cruz,,,,,2,15
Total,198,12,0,0,181,15
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,16
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,16
Barack Obama,33,0,0,0,233,16
Mitt Romney,,7,0,0,3,16
Gary Johnson,,,0,0,0,16
Jill Stein,,,,0,0,16
Angel L Cruz,,,,,4,16
Total,266,10,0,0,240,16
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,17
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Angel L Cruz,17
Barack Obama,35,0,0,0,254,17
Mitt Romney,,19,0,0,1,17
Jill Stein,,,1,0,0,17
Gary Johnson,,,,0,0,17
Angel L Cruz,,,,,7,17
Total,289,20,1,0,262,17
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,18
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,18
Barack Obama,85,0,0,0,250,18
Mitt Romney,,11,0,0,5,18
Gary Johnson,,,0,0,0,18
Jill Stein,,,,0,0,18
Angel L Cruz,,,,,8,18
Total,335,16,0,0,263,18
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,19
,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,Angel L Cruz,19
Barack Obama,97,0,0,0,211,19
Mitt Romney,,18,0,0,1,19
Jill Stein,,,1,0,0,19
Gary Johnson,,,,0,0,19
Angel L Cruz,,,,,3,19
Total,308,19,1,0,215,19
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,20
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,20
Barack Obama,26,0,0,0,202,20
Mitt Romney,,11,0,0,6,20
Gary Johnson,,,1,0,1,20
Jill Stein,,,,1,0,20
Angel L Cruz,,,,,1,20
Total,228,17,2,1,210,20
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,21
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,21
Barack Obama,31,0,0,0,290,21
Mitt Romney,,12,0,0,0,21
Gary Johnson,,,0,0,1,21
Jill Stein,,,,0,0,21
Angel L Cruz,,,,,3,21
Total,321,12,1,0,294,21
,Representative In The General Assembly 180th District,President And Vice President Of The United States,,,,22
,Angel L Cruz,Barack Obama,Mitt Romney,Jill Stein,Gary Johnson,22
Angel L Cruz,72,165,3,3,0,22
Barack Obama,,34,0,0,0,22
Mitt Romney,,,12,0,0,22
Jill Stein,,,,0,0,22
Gary Johnson,,,,,0,22
Total,243,199,15,3,0,22
,President And Vice President Of The United States,,,,Representative In The General Assembly 180th District,23
,Barack Obama,Mitt Romney,Gary Johnson,Jill Stein,Angel L Cruz,23
Barack Obama,25,0,0,0,162,23
Mitt Romney,,7,0,0,2,23
Gary Johnson,,,0,0,0,23
Jill Stein,,,,0,0,23
Angel L Cruz,,,,,2,23
Total,187,9,0,0,166,23
