col_1,col_2,col_3,col_4,col_5,col_6,division
,State Treasurer,,,Representative In The General Assembly 177th District,,All
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,William F Dunbar,John J Taylor,All
Robert M Mccord,14,0,0,352,166,All
Diana Irey Vaughan,,2,0,1,134,All
Patricia M Fryman,,,0,3,4,All
William F Dunbar,,,,15,0,All
John J Taylor,,,,,35,All
Total,532,137,7,371,339,All
,State Treasurer,,,Representative In The General Assembly 177th District,,1
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,John J Taylor,William F Dunbar,1
Robert M Mccord,4,0,0,82,145,1
Diana Irey Vaughan,,1,0,63,0,1
Patricia M Fryman,,,0,0,2,1
John J Taylor,,,,19,0,1
William F Dunbar,,,,,7,1
Total,231,64,2,164,154,1
,State Treasurer,,,Representative In The General Assembly 177th District,,2
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,William F Dunbar,John J Taylor,2
Robert M Mccord,10,0,0,207,84,2
Diana Irey Vaughan,,1,0,1,71,2
Patricia M Fryman,,,0,1,4,2
William F Dunbar,,,,8,0,2
John J Taylor,,,,,16,2
Total,301,73,5,217,175,2
