col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,All
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,All
Chaka Fattah,83,0,0,"6,208",All
Robert Allen Mansfield Jr,,40,0,28,All
James Foster,,,2,20,All
Vincent J Hughes,,,,30,All
Total,"6,291",68,22,"6,286",All
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,1
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,1
Chaka Fattah,5,0,0,355,1
Robert Allen Mansfield Jr,,1,0,2,1
James Foster,,,0,2,1
Vincent J Hughes,,,,1,1
Total,360,3,2,360,1
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,2
,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,Vincent J Hughes,2
Chaka Fattah,7,0,0,415,2
James Foster,,0,0,1,2
Robert Allen Mansfield Jr,,,0,1,2
Vincent J Hughes,,,,3,2
Total,422,1,1,420,2
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,3
,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,Vincent J Hughes,3
Chaka Fattah,5,0,0,293,3
James Foster,,0,0,2,3
Robert Allen Mansfield Jr,,,0,0,3
Vincent J Hughes,,,,2,3
Total,298,2,0,297,3
,Senator In The General Assembly 7th District,Representative In Congress 2nd District,,,4
,Vincent J Hughes,Chaka Fattah,James Foster,Robert Allen Mansfield Jr,4
Vincent J Hughes,1,328,4,2,4
Chaka Fattah,,1,0,0,4
James Foster,,,0,0,4
Robert Allen Mansfield Jr,,,,0,4
Total,335,329,4,2,4
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,5
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,5
Chaka Fattah,6,0,0,275,5
Robert Allen Mansfield Jr,,2,0,2,5
James Foster,,,0,1,5
Vincent J Hughes,,,,3,5
Total,281,4,1,281,5
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,6
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,6
Chaka Fattah,6,0,0,374,6
Robert Allen Mansfield Jr,,3,0,1,6
James Foster,,,0,1,6
Vincent J Hughes,,,,3,6
Total,380,4,1,379,6
,Senator In The General Assembly 7th District,Representative In Congress 2nd District,,,7
,Vincent J Hughes,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,7
Vincent J Hughes,5,423,2,1,7
Chaka Fattah,,2,0,0,7
Robert Allen Mansfield Jr,,,1,0,7
James Foster,,,,0,7
Total,431,425,3,1,7
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,8
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,8
Chaka Fattah,5,0,0,281,8
Robert Allen Mansfield Jr,,15,0,3,8
James Foster,,,0,1,8
Vincent J Hughes,,,,0,8
Total,286,18,1,285,8
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,9
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,9
Chaka Fattah,4,0,0,293,9
Robert Allen Mansfield Jr,,2,0,0,9
James Foster,,,0,0,9
Vincent J Hughes,,,,1,9
Total,297,2,0,294,9
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,10
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,10
Chaka Fattah,4,0,0,260,10
Robert Allen Mansfield Jr,,1,0,3,10
James Foster,,,0,0,10
Vincent J Hughes,,,,1,10
Total,264,4,0,264,10
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,11
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,11
Chaka Fattah,2,0,0,461,11
Robert Allen Mansfield Jr,,0,0,1,11
James Foster,,,0,0,11
Vincent J Hughes,,,,1,11
Total,463,1,0,463,11
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,12
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,12
Chaka Fattah,5,0,0,217,12
Robert Allen Mansfield Jr,,0,0,1,12
James Foster,,,0,0,12
Vincent J Hughes,,,,1,12
Total,222,1,0,219,12
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,13
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,13
Chaka Fattah,3,0,0,336,13
Robert Allen Mansfield Jr,,1,0,1,13
James Foster,,,0,0,13
Vincent J Hughes,,,,1,13
Total,339,2,0,338,13
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,14
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,14
Chaka Fattah,8,0,0,338,14
Robert Allen Mansfield Jr,,5,0,4,14
James Foster,,,0,2,14
Vincent J Hughes,,,,2,14
Total,346,9,2,346,14
,Representative In Congress 2nd District,,,Senator In The General Assembly 7th District,15
,Chaka Fattah,Robert Allen Mansfield Jr,James Foster,Vincent J Hughes,15
Chaka Fattah,13,0,0,349,15
Robert Allen Mansfield Jr,,2,0,2,15
James Foster,,,1,2,15
Vincent J Hughes,,,,1,15
