col_1,col_2,col_3,col_4,col_5,division
,State Treasurer,,,Representative In The General Assembly 201st District,All
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,All
Robert M Mccord,309,0,0,"6,381",All
Diana Irey Vaughan,,61,0,43,All
Patricia M Fryman,,,6,19,All
Stephen Kinsey,,,,101,All
Total,"6,690",104,25,"6,544",All
,State Treasurer,,,Representative In The General Assembly 201st District,1
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,1
Robert M Mccord,25,0,0,323,1
Diana Irey Vaughan,,2,0,2,1
Patricia M Fryman,,,1,1,1
Stephen Kinsey,,,,6,1
Total,348,4,2,332,1
,State Treasurer,,,Representative In The General Assembly 201st District,2
,Robert M Mccord,Patricia M Fryman,Diana Irey Vaughan,Stephen Kinsey,2
Robert M Mccord,25,0,0,326,2
Patricia M Fryman,,1,0,1,2
Diana Irey Vaughan,,,0,1,2
Stephen Kinsey,,,,4,2
Total,351,2,1,332,2
,State Treasurer,,,Representative In The General Assembly 201st District,3
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,3
Robert M Mccord,21,0,0,377,3
Diana Irey Vaughan,,3,0,2,3
Patricia M Fryman,,,0,0,3
Stephen Kinsey,,,,4,3
Total,398,5,0,383,3
,State Treasurer,,,Representative In The General Assembly 201st District,5
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,5
Robert M Mccord,39,0,0,302,5
Diana Irey Vaughan,,0,0,2,5
Patricia M Fryman,,,0,1,5
Stephen Kinsey,,,,5,5
Total,341,2,1,310,5
,State Treasurer,,,Representative In The General Assembly 201st District,6
,Robert M Mccord,Patricia M Fryman,Diana Irey Vaughan,Stephen Kinsey,6
Robert M Mccord,14,0,0,371,6
Patricia M Fryman,,2,0,2,6
Diana Irey Vaughan,,,2,1,6
Stephen Kinsey,,,,1,6
Total,385,4,3,375,6
,State Treasurer,,,Representative In The General Assembly 201st District,7
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,7
Robert M Mccord,13,0,0,503,7
Diana Irey Vaughan,,1,0,4,7
Patricia M Fryman,,,0,0,7
Stephen Kinsey,,,,7,7
Total,516,5,0,514,7
,State Treasurer,,,Representative In The General Assembly 201st District,8
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,8
Robert M Mccord,12,0,0,399,8
Diana Irey Vaughan,,1,0,0,8
Patricia M Fryman,,,0,0,8
Stephen Kinsey,,,,6,8
Total,411,1,0,405,8
,State Treasurer,,,Representative In The General Assembly 201st District,9
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,9
Robert M Mccord,17,0,0,339,9
Diana Irey Vaughan,,4,0,0,9
Patricia M Fryman,,,1,1,9
Stephen Kinsey,,,,9,9
Total,356,4,2,349,9
,State Treasurer,,,Representative In The General Assembly 201st District,10
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,10
Robert M Mccord,24,0,0,378,10
Diana Irey Vaughan,,1,0,2,10
Patricia M Fryman,,,0,1,10
Stephen Kinsey,,,,4,10
Total,402,3,1,385,10
,Representative In The General Assembly 201st District,State Treasurer,,,15
,Stephen Kinsey,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,15
Stephen Kinsey,6,338,2,1,15
Robert M Mccord,,6,0,0,15
Diana Irey Vaughan,,,3,0,15
Patricia M Fryman,,,,0,15
Total,347,344,5,1,15
,State Treasurer,,,Representative In The General Assembly 201st District,16
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,16
Robert M Mccord,18,0,0,280,16
Diana Irey Vaughan,,2,0,5,16
Patricia M Fryman,,,0,1,16
Stephen Kinsey,,,,7,16
Total,298,7,1,293,16
,State Treasurer,,,Representative In The General Assembly 201st District,17
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,17
Robert M Mccord,11,0,0,320,17
Diana Irey Vaughan,,4,0,1,17
Patricia M Fryman,,,1,1,17
Stephen Kinsey,,,,6,17
Total,331,5,2,328,17
,State Treasurer,,,Representative In The General Assembly 201st District,22
,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,Stephen Kinsey,22
Robert M Mccord,12,0,0,354,22
Diana Irey Vaughan,,9,0,0,22
Patricia M Fryman,,,0,0,22
Stephen Kinsey,,,,4,22
Total,366,9,0,358,22
,Representative In The General Assembly 201st District,State Treasurer,,,23
,Stephen Kinsey,Robert M Mccord,Diana Irey Vaughan,Patricia M Fryman,23
Stephen Kinsey,5,309,11,6,23
Robert M Mccord,,13,0,0,23
Diana Irey Vaughan,,,24,0,23
Patricia M Fryman,,,,0,23
Total,331,322,35,6,23
