col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Attorney General - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Patrick Murphy,Kathleen G Kane,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Vince Gillen,Leslie S Richards,Louis J Farinella,Caren Gansman Moskowitz,Olivia E Brady,Patrick J Eiding,All
Patrick Murphy,235,0,476,426,406,281,279,278,272,276,274,All
Kathleen G Kane,,93,266,245,211,136,136,134,138,134,127,All
Catherine G Scott,,,3,616,590,396,399,388,389,391,378,All
Kelly Lynn Devine,,,,2,591,394,402,386,391,396,377,All
D Gregory Holt,,,,,1,377,384,373,369,372,364,All
Vince Gillen,,,,,,0,384,377,379,381,374,All
Leslie S Richards,,,,,,,0,379,382,385,371,All
Louis J Farinella,,,,,,,,1,369,371,372,All
Caren Gansman Moskowitz,,,,,,,,,0,381,371,All
Olivia E Brady,,,,,,,,,,1,366,All
Patrick J Eiding,,,,,,,,,,,0,All
Total,802,409,759,687,629,421,419,417,414,414,406,All
,Attorney General - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,1
,Patrick Murphy,Kathleen G Kane,Kelly Lynn Devine,Catherine G Scott,D Gregory Holt,Leslie S Richards,Louis J Farinella,Caren Gansman Moskowitz,Olivia E Brady,Patrick J Eiding,Vince Gillen,1
Patrick Murphy,13,0,20,20,16,9,7,7,7,8,8,1
Kathleen G Kane,,5,13,12,12,10,9,9,9,8,8,1
Kelly Lynn Devine,,,0,28,27,18,16,16,16,16,16,1
Catherine G Scott,,,,0,28,18,16,16,16,15,16,1
D Gregory Holt,,,,,0,18,16,16,16,15,16,1
Leslie S Richards,,,,,,0,16,16,16,16,16,1
Louis J Farinella,,,,,,,1,16,16,15,15,1
Caren Gansman Moskowitz,,,,,,,,0,16,15,15,1
Olivia E Brady,,,,,,,,,0,15,15,1
Patrick J Eiding,,,,,,,,,,0,14,1
Vince Gillen,,,,,,,,,,,0,1
Total,36,19,33,32,28,19,17,16,16,16,16,1
,Delegate To The Democratic National Convention 13th District,,,,,,,,,Attorney General - Democrat,,2
,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Olivia E Brady,Caren Gansman Moskowitz,Vince Gillen,Louis J Farinella,Patrick J Eiding,Patrick Murphy,Kathleen G Kane,2
Catherine G Scott,0,24,25,15,15,14,13,12,12,21,17,2
D Gregory Holt,,0,24,13,13,13,13,11,11,15,11,2
Kelly Lynn Devine,,,0,14,14,14,13,11,11,14,11,2
Leslie S Richards,,,,0,14,14,13,11,12,8,7,2
Olivia E Brady,,,,,0,14,13,12,11,8,7,2
Caren Gansman Moskowitz,,,,,,0,13,11,11,8,6,2
Vince Gillen,,,,,,,0,11,11,7,6,2
Louis J Farinella,,,,,,,,0,10,6,6,2
Patrick J Eiding,,,,,,,,,0,6,6,2
Patrick Murphy,,,,,,,,,,13,0,2
Kathleen G Kane,,,,,,,,,,,4,2
Total,40,28,27,15,15,14,13,12,12,40,21,2
,Delegate To The Democratic National Convention 13th District,,,,,,,,,Attorney General - Democrat,,3
,Kelly Lynn Devine,Catherine G Scott,D Gregory Holt,Patrick J Eiding,Vince Gillen,Caren Gansman Moskowitz,Leslie S Richards,Louis J Farinella,Olivia E Brady,Patrick Murphy,Kathleen G Kane,3
Kelly Lynn Devine,0,33,34,15,15,14,14,14,14,23,16,3
Catherine G Scott,,0,33,14,14,14,14,14,14,21,16,3
D Gregory Holt,,,1,14,14,14,14,14,14,22,12,3
Patrick J Eiding,,,,0,15,14,14,14,14,9,6,3
Vince Gillen,,,,,0,14,14,14,14,9,6,3
Caren Gansman Moskowitz,,,,,,0,14,14,14,9,5,3
Leslie S Richards,,,,,,,0,14,14,9,5,3
Louis J Farinella,,,,,,,,0,14,9,5,3
Olivia E Brady,,,,,,,,,0,9,5,3
Patrick Murphy,,,,,,,,,,6,0,3
Kathleen G Kane,,,,,,,,,,,4,3
Total,40,38,36,15,15,14,14,14,14,31,24,3
,Delegate To The Democratic National Convention 13th District,,,,,,,,,Attorney General - Democrat,,4
,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Vince Gillen,Leslie S Richards,Olivia E Brady,Patrick J Eiding,Caren Gansman Moskowitz,Louis J Farinella,Patrick Murphy,Kathleen G Kane,4
Catherine G Scott,0,38,36,24,22,19,20,19,19,28,17,4
Kelly Lynn Devine,,0,36,22,21,21,19,20,19,27,18,4
D Gregory Holt,,,0,20,20,19,18,19,19,23,15,4
Vince Gillen,,,,0,23,21,22,21,20,20,6,4
Leslie S Richards,,,,,0,21,20,20,20,19,5,4
Olivia E Brady,,,,,,0,19,20,19,17,5,4
Patrick J Eiding,,,,,,,0,19,19,18,4,4
