col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Stephen A Cozen,Michelle W Singer,Jerome W Mondesire,Eleanor M Dezzi,Heather Steinmiller,Joseph C Meade,Raye E Johnson,Jerry T Jordan,Nancy Astor Fox,William S Leopold,J P Miranda,Jewel Williams,Kenneth T Walker Jr,Jamil M Ali,James K Johnson,All
Kenyatta J Johnson,4,"1,123","1,110","1,068","1,056",894,846,845,810,838,807,805,825,822,809,794,788,591,351,241,39,0,All
Blondell Reynolds Brown,,2,"1,081","1,055","1,039",879,841,839,797,826,805,798,813,818,799,798,783,563,335,215,31,0,All
Cindy Bass,,,1,"1,058","1,054",865,845,833,803,816,806,802,818,813,793,799,781,556,325,217,36,0,All
Mark Alan Aronchick,,,,1,"1,019",850,835,840,777,808,790,780,802,793,788,774,770,537,316,207,34,0,All
Jacquelyn Manns Smalley,,,,,0,825,800,797,771,787,777,778,789,788,767,760,755,530,302,204,28,0,All
Vincent J Hughes,,,,,,2,859,853,809,845,812,811,828,821,810,790,786,402,338,165,39,1,All
Andrew P Toy,,,,,,,1,845,789,817,806,797,822,809,798,787,783,396,300,145,33,1,All
Stephen A Cozen,,,,,,,,0,793,826,802,800,825,809,800,786,782,387,301,148,34,1,All
Michelle W Singer,,,,,,,,,1,764,795,800,768,787,766,811,760,395,292,144,32,0,All
Jerome W Mondesire,,,,,,,,,,0,783,774,806,789,785,766,767,377,302,132,33,1,All
Eleanor M Dezzi,,,,,,,,,,,0,808,781,812,795,788,788,387,285,130,30,0,All
Heather Steinmiller,,,,,,,,,,,,1,784,806,788,787,784,379,289,130,30,0,All
Joseph C Meade,,,,,,,,,,,,,0,793,785,763,773,370,286,140,31,1,All
Raye E Johnson,,,,,,,,,,,,,,0,806,789,800,381,289,129,28,0,All
Jerry T Jordan,,,,,,,,,,,,,,,1,767,789,377,289,127,33,0,All
Nancy Astor Fox,,,,,,,,,,,,,,,,0,764,382,280,128,31,0,All
William S Leopold,,,,,,,,,,,,,,,,,0,366,277,122,28,0,All
J P Miranda,,,,,,,,,,,,,,,,,,265,0,0,0,0,All
Jewel Williams,,,,,,,,,,,,,,,,,,,125,0,0,0,All
Kenneth T Walker Jr,,,,,,,,,,,,,,,,,,,,97,0,0,All
Jamil M Ali,,,,,,,,,,,,,,,,,,,,,9,0,All
James K Johnson,,,,,,,,,,,,,,,,,,,,,,0,All
