col_1,col_2,division
,Representative In The General Assembly 173rd District - Democrat,All
,Michael Patrick Mcgeehan,All
Michael Patrick Mcgeehan,336,All
Total,336,All
,Representative In The General Assembly 173rd District - Democrat,5
,Michael Patrick Mcgeehan,5
Michael Patrick Mcgeehan,66,5
Total,66,5
,Representative In The General Assembly 173rd District - Democrat,13
,Michael Patrick Mcgeehan,13
Michael Patrick Mcgeehan,44,13
Total,44,13
,Representative In The General Assembly 173rd District - Democrat,17
,Michael Patrick Mcgeehan,17
Michael Patrick Mcgeehan,64,17
Total,64,17
,Representative In The General Assembly 173rd District - Democrat,21
,Michael Patrick Mcgeehan,21
Michael Patrick Mcgeehan,15,21
Total,15,21
,Representative In The General Assembly 173rd District - Democrat,22
,Michael Patrick Mcgeehan,22
Michael Patrick Mcgeehan,42,22
Total,42,22
,Representative In The General Assembly 173rd District - Democrat,24
,Michael Patrick Mcgeehan,24
Michael Patrick Mcgeehan,25,24
Total,25,24
,Representative In The General Assembly 173rd District - Democrat,25
,Michael Patrick Mcgeehan,25
Michael Patrick Mcgeehan,44,25
Total,44,25
,Representative In The General Assembly 173rd District - Democrat,26
,Michael Patrick Mcgeehan,26
Michael Patrick Mcgeehan,36,26
Total,36,26
