col_1,col_2,col_3,division
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,All
,Allyson Y Schwartz,Mike Stack,All
Allyson Y Schwartz,66,357,All
Mike Stack,,36,All
Total,423,393,All
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,7
,Allyson Y Schwartz,Mike Stack,7
Allyson Y Schwartz,46,99,7
Mike Stack,,12,7
Total,145,111,7
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,18
,Mike Stack,Allyson Y Schwartz,18
Mike Stack,5,41,18
Allyson Y Schwartz,,2,18
Total,46,43,18
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,21
,Mike Stack,Allyson Y Schwartz,21
Mike Stack,4,48,21
Allyson Y Schwartz,,3,21
Total,52,51,21
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,22
,Allyson Y Schwartz,Mike Stack,22
Allyson Y Schwartz,3,54,22
Mike Stack,,3,22
Total,57,57,22
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,23
,Mike Stack,Allyson Y Schwartz,23
Mike Stack,7,57,23
Allyson Y Schwartz,,4,23
Total,64,61,23
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,24
,Allyson Y Schwartz,Mike Stack,24
Allyson Y Schwartz,6,25,24
Mike Stack,,1,24
Total,31,26,24
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,25
,Mike Stack,Allyson Y Schwartz,25
Mike Stack,4,33,25
Allyson Y Schwartz,,2,25
Total,37,35,25
