col_1,col_2,col_3,division
,Attorney General - Republican,State Treasurer - Republican,All
,David J Freed,Diana Irey Vaughan,All
David J Freed,76,668,All
Diana Irey Vaughan,,70,All
Total,744,738,All
,State Treasurer - Republican,Attorney General - Republican,1
,Diana Irey Vaughan,David J Freed,1
Diana Irey Vaughan,2,11,1
David J Freed,,1,1
Total,13,12,1
,State Treasurer - Republican,Attorney General - Republican,2
,Diana Irey Vaughan,David J Freed,2
Diana Irey Vaughan,1,19,2
David J Freed,,0,2
Total,20,19,2
,Attorney General - Republican,State Treasurer - Republican,3
,David J Freed,Diana Irey Vaughan,3
David J Freed,2,14,3
Diana Irey Vaughan,,1,3
Total,16,15,3
,State Treasurer - Republican,Attorney General - Republican,4
,Diana Irey Vaughan,David J Freed,4
Diana Irey Vaughan,2,5,4
David J Freed,,0,4
Total,7,5,4
,Attorney General - Republican,State Treasurer - Republican,5
,David J Freed,Diana Irey Vaughan,5
David J Freed,5,30,5
Diana Irey Vaughan,,1,5
Total,35,31,5
,State Treasurer - Republican,Attorney General - Republican,6
,Diana Irey Vaughan,David J Freed,6
Diana Irey Vaughan,1,4,6
David J Freed,,0,6
Total,5,4,6
,Attorney General - Republican,State Treasurer - Republican,7
,David J Freed,Diana Irey Vaughan,7
David J Freed,1,12,7
Diana Irey Vaughan,,0,7
Total,13,12,7
,Attorney General - Republican,State Treasurer - Republican,8
,David J Freed,Diana Irey Vaughan,8
David J Freed,0,4,8
Diana Irey Vaughan,,0,8
Total,4,4,8
,Attorney General - Republican,State Treasurer - Republican,9
,David J Freed,Diana Irey Vaughan,9
David J Freed,0,18,9
Diana Irey Vaughan,,0,9
Total,18,18,9
,Attorney General - Republican,State Treasurer - Republican,10
,David J Freed,Diana Irey Vaughan,10
David J Freed,1,12,10
Diana Irey Vaughan,,1,10
Total,13,13,10
,State Treasurer - Republican,Attorney General - Republican,11
,Diana Irey Vaughan,David J Freed,11
Diana Irey Vaughan,2,5,11
David J Freed,,1,11
Total,7,6,11
,Attorney General - Republican,State Treasurer - Republican,12
,David J Freed,Diana Irey Vaughan,12
David J Freed,2,6,12
Diana Irey Vaughan,,1,12
Total,8,7,12
,Attorney General - Republican,State Treasurer - Republican,13
,David J Freed,Diana Irey Vaughan,13
David J Freed,2,10,13
Diana Irey Vaughan,,1,13
Total,12,11,13
,State Treasurer - Republican,Attorney General - Republican,14
,Diana Irey Vaughan,David J Freed,14
Diana Irey Vaughan,3,8,14
David J Freed,,1,14
Total,11,9,14
,Attorney General - Republican,State Treasurer - Republican,15
,David J Freed,Diana Irey Vaughan,15
David J Freed,3,13,15
Diana Irey Vaughan,,2,15
Total,16,15,15
,State Treasurer - Republican,Attorney General - Republican,16
,Diana Irey Vaughan,David J Freed,16
Diana Irey Vaughan,1,18,16
David J Freed,,0,16
Total,19,18,16
,Attorney General - Republican,State Treasurer - Republican,17
,David J Freed,Diana Irey Vaughan,17
David J Freed,3,11,17
Diana Irey Vaughan,,0,17
Total,14,11,17
,Attorney General - Republican,State Treasurer - Republican,18
,David J Freed,Diana Irey Vaughan,18
David J Freed,0,9,18
Diana Irey Vaughan,,0,18
Total,9,9,18
,State Treasurer - Republican,Attorney General - Republican,19
,Diana Irey Vaughan,David J Freed,19
Diana Irey Vaughan,3,7,19
David J Freed,,1,19
Total,10,8,19
,Attorney General - Republican,State Treasurer - Republican,20
,David J Freed,Diana Irey Vaughan,20
David J Freed,2,6,20
Diana Irey Vaughan,,2,20
Total,8,8,20
,Attorney General - Republican,State Treasurer - Republican,21
,David J Freed,Diana Irey Vaughan,21
David J Freed,2,7,21
Diana Irey Vaughan,,1,21
Total,9,8,21
,Attorney General - Republican,State Treasurer - Republican,22
,David J Freed,Diana Irey Vaughan,22
David J Freed,5,24,22
Diana Irey Vaughan,,3,22
Total,29,27,22
,Attorney General - Republican,State Treasurer - Republican,23
,David J Freed,Diana Irey Vaughan,23
David J Freed,0,10,23
Diana Irey Vaughan,,0,23
Total,10,10,23
,Attorney General - Republican,State Treasurer - Republican,24
,David J Freed,Diana Irey Vaughan,24
David J Freed,1,13,24
Diana Irey Vaughan,,1,24
Total,14,14,24
,State Treasurer - Republican,Attorney General - Republican,25
,Diana Irey Vaughan,David J Freed,25
Diana Irey Vaughan,2,28,25
David J Freed,,1,25
Total,30,29,25
,State Treasurer - Republican,Attorney General - Republican,26
,Diana Irey Vaughan,David J Freed,26
Diana Irey Vaughan,1,11,26
David J Freed,,0,26
Total,12,11,26
,Attorney General - Republican,State Treasurer - Republican,27
,David J Freed,Diana Irey Vaughan,27
David J Freed,2,7,27
Diana Irey Vaughan,,1,27
Total,9,8,27
,State Treasurer - Republican,Attorney General - Republican,28
,Diana Irey Vaughan,David J Freed,28
Diana Irey Vaughan,1,18,28
David J Freed,,0,28
Total,19,18,28
,State Treasurer - Republican,Attorney General - Republican,29
,Diana Irey Vaughan,David J Freed,29
Diana Irey Vaughan,2,22,29
David J Freed,,1,29
Total,24,23,29
,Attorney General - Republican,State Treasurer - Republican,30
,David J Freed,Diana Irey Vaughan,30
David J Freed,1,14,30
Diana Irey Vaughan,,1,30
Total,15,15,30
,Attorney General - Republican,State Treasurer - Republican,31
,David J Freed,Diana Irey Vaughan,31
David J Freed,4,23,31
Diana Irey Vaughan,,0,31
Total,27,23,31
,Attorney General - Republican,State Treasurer - Republican,32
,David J Freed,Diana Irey Vaughan,32
David J Freed,3,17,32
Diana Irey Vaughan,,2,32
Total,20,19,32
,State Treasurer - Republican,Attorney General - Republican,33
,Diana Irey Vaughan,David J Freed,33
Diana Irey Vaughan,4,24,33
David J Freed,,3,33
Total,28,27,33
,State Treasurer - Republican,Attorney General - Republican,34
,Diana Irey Vaughan,David J Freed,34
Diana Irey Vaughan,5,30,34
David J Freed,,0,34
Total,35,30,34
,Attorney General - Republican,State Treasurer - Republican,35
,David J Freed,Diana Irey Vaughan,35
David J Freed,1,16,35
Diana Irey Vaughan,,1,35
Total,17,17,35
,Attorney General - Republican,State Treasurer - Republican,36
,David J Freed,Diana Irey Vaughan,36
David J Freed,2,10,36
Diana Irey Vaughan,,1,36
Total,12,11,36
,Attorney General - Republican,State Treasurer - Republican,37
,David J Freed,Diana Irey Vaughan,37
David J Freed,3,17,37
Diana Irey Vaughan,,1,37
Total,20,18,37
,Attorney General - Republican,State Treasurer - Republican,38
,David J Freed,Diana Irey Vaughan,38
David J Freed,4,19,38
Diana Irey Vaughan,,2,38
Total,23,21,38
,State Treasurer - Republican,Attorney General - Republican,39
,Diana Irey Vaughan,David J Freed,39
Diana Irey Vaughan,1,22,39
David J Freed,,0,39
Total,23,22,39
,Attorney General - Republican,State Treasurer - Republican,40
,David J Freed,Diana Irey Vaughan,40
David J Freed,3,17,40
Diana Irey Vaughan,,2,40
Total,20,19,40
,Attorney General - Republican,State Treasurer - Republican,41
,David J Freed,Diana Irey Vaughan,41
David J Freed,4,24,41
Diana Irey Vaughan,,3,41
Total,28,27,41
,Attorney General - Republican,State Treasurer - Republican,42
,David J Freed,Diana Irey Vaughan,42
David J Freed,2,12,42
Diana Irey Vaughan,,1,42
Total,14,13,42
,Attorney General - Republican,State Treasurer - Republican,43
,David J Freed,Diana Irey Vaughan,43
David J Freed,2,21,43
Diana Irey Vaughan,,1,43
Total,23,22,43
,State Treasurer - Republican,Attorney General - Republican,44
,Diana Irey Vaughan,David J Freed,44
Diana Irey Vaughan,7,18,44
David J Freed,,3,44
Total,25,21,44
,Attorney General - Republican,State Treasurer - Republican,45
,David J Freed,Diana Irey Vaughan,45
David J Freed,4,22,45
Diana Irey Vaughan,,2,45
Total,26,24,45
