col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Robert M Mccord,Ted Kirsch,Anthony Hardy Williams,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,All
Robert M Mccord,628,"1,041","1,000",985,972,966,812,758,752,736,735,All
Ted Kirsch,,17,"1,032","1,044","1,038","1,024",796,773,772,758,762,All
Anthony Hardy Williams,,,13,"1,026","1,006","1,003",777,759,749,743,739,All
Ryan N Boyer,,,,3,"1,022","1,018",756,769,761,745,748,All
Mindy M Posoff,,,,,3,"1,033",766,778,761,751,752,All
Elizabeth A Washo,,,,,,2,767,774,760,748,742,All
Christine M Tartaglione,,,,,,,27,784,772,770,761,All
Kathryn Sylvia Huggins,,,,,,,,3,777,765,771,All
Deborah E Landau,,,,,,,,,3,753,762,All
Thaddeus Kirkland,,,,,,,,,,2,755,All
Sekela Coles,,,,,,,,,,,2,All
Total,"1,870","1,199","1,142","1,116","1,101","1,093",924,843,829,810,808,All
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,1
,Robert M Mccord,Elizabeth A Washo,Ted Kirsch,Anthony Hardy Williams,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Thaddeus Kirkland,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,1
Robert M Mccord,2,10,9,8,9,8,7,6,5,5,5,1
Elizabeth A Washo,,0,10,8,9,9,5,5,4,5,5,1
Ted Kirsch,,,0,9,9,8,5,5,4,4,4,1
Anthony Hardy Williams,,,,0,7,7,6,5,4,4,4,1
Mindy M Posoff,,,,,0,8,4,4,5,4,4,1
Ryan N Boyer,,,,,,0,5,4,4,5,5,1
Christine M Tartaglione,,,,,,,0,5,4,5,5,1
Thaddeus Kirkland,,,,,,,,0,4,4,4,1
Deborah E Landau,,,,,,,,,0,4,4,1
Kathryn Sylvia Huggins,,,,,,,,,,0,5,1
Sekela Coles,,,,,,,,,,,0,1
Total,15,12,11,10,10,9,7,6,5,5,5,1
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Robert M Mccord,Ted Kirsch,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,2
Robert M Mccord,2,17,14,15,15,15,13,13,12,12,12,2
Ted Kirsch,,1,16,16,17,17,12,12,11,12,12,2
Anthony Hardy Williams,,,1,14,15,15,11,10,11,11,11,2
Elizabeth A Washo,,,,0,15,14,11,11,10,9,11,2
Mindy M Posoff,,,,,0,16,11,11,10,11,11,2
Ryan N Boyer,,,,,,0,11,11,10,11,11,2
Christine M Tartaglione,,,,,,,2,13,13,12,13,2
Deborah E Landau,,,,,,,,0,12,12,12,2
Kathryn Sylvia Huggins,,,,,,,,,0,12,12,2
Sekela Coles,,,,,,,,,,0,11,2
Thaddeus Kirkland,,,,,,,,,,,0,2
Total,21,20,17,17,17,17,16,14,13,13,13,2
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,3
,Robert M Mccord,Anthony Hardy Williams,Ryan N Boyer,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Christine M Tartaglione,Thaddeus Kirkland,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,3
Robert M Mccord,31,23,23,24,21,20,14,13,12,11,11,3
Anthony Hardy Williams,,0,25,24,24,24,15,14,15,13,13,3
Ryan N Boyer,,,0,23,25,24,13,13,15,13,13,3
Ted Kirsch,,,,0,23,23,16,14,14,13,13,3
Elizabeth A Washo,,,,,0,24,13,13,15,13,13,3
Mindy M Posoff,,,,,,0,13,13,15,13,13,3
Christine M Tartaglione,,,,,,,0,14,13,13,13,3
Thaddeus Kirkland,,,,,,,,0,13,14,14,3
Kathryn Sylvia Huggins,,,,,,,,,0,13,13,3
Deborah E Landau,,,,,,,,,,0,14,3
Sekela Coles,,,,,,,,,,,0,3
Total,61,28,28,28,25,24,18,16,15,14,14,3
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,4
,Robert M Mccord,Anthony Hardy Williams,Mindy M Posoff,Christine M Tartaglione,Elizabeth A Washo,Ryan N Boyer,Ted Kirsch,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,4
Robert M Mccord,0,10,10,10,9,9,8,7,7,7,7,4
Anthony Hardy Williams,,0,10,9,10,10,9,7,7,7,7,4
Mindy M Posoff,,,0,8,10,9,9,7,7,7,7,4
Christine M Tartaglione,,,,0,8,8,7,7,7,7,7,4
Elizabeth A Washo,,,,,0,9,9,7,7,7,7,4
Ryan N Boyer,,,,,,0,9,7,7,7,7,4
Ted Kirsch,,,,,,,0,7,7,7,7,4
Deborah E Landau,,,,,,,,0,7,7,7,4
Kathryn Sylvia Huggins,,,,,,,,,0,7,7,4
Sekela Coles,,,,,,,,,,0,7,4
Thaddeus Kirkland,,,,,,,,,,,0,4
Total,12,11,11,10,10,10,9,7,7,7,7,4
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,5
,Robert M Mccord,Ted Kirsch,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Mindy M Posoff,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,Christine M Tartaglione,Deborah E Landau,5
