col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,All
,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Kathryn Sylvia Huggins,Christine M Tartaglione,Thaddeus Kirkland,Sekela Coles,Deborah E Landau,Patrick Murphy,Kathleen G Kane,All
Anthony Hardy Williams,33,"1,706","1,664","1,620","1,597","1,181","1,164","1,138","1,143","1,104","1,143",780,All
Ted Kirsch,,6,"1,673","1,626","1,620","1,133","1,135","1,135","1,136","1,102","1,011",747,All
Ryan N Boyer,,,3,"1,604","1,603","1,139","1,107","1,117","1,117","1,098",960,711,All
Elizabeth A Washo,,,,1,"1,576","1,116","1,098","1,084","1,090","1,082",928,694,All
Mindy M Posoff,,,,,1,"1,094","1,082","1,072","1,081","1,059",915,676,All
Kathryn Sylvia Huggins,,,,,,4,"1,148","1,133","1,152","1,139",773,446,All
Christine M Tartaglione,,,,,,,0,"1,132","1,136","1,113",740,425,All
Thaddeus Kirkland,,,,,,,,0,"1,140","1,105",721,427,All
Sekela Coles,,,,,,,,,0,"1,120",718,420,All
Deborah E Landau,,,,,,,,,,1,696,414,All
Patrick Murphy,,,,,,,,,,,364,0,All
Kathleen G Kane,,,,,,,,,,,,111,All
Total,"2,063","1,863","1,769","1,712","1,690","1,297","1,231","1,214","1,205","1,175","1,670","1,028",All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,1
,Ryan N Boyer,Anthony Hardy Williams,Elizabeth A Washo,Ted Kirsch,Mindy M Posoff,Kathryn Sylvia Huggins,Christine M Tartaglione,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,Patrick Murphy,Kathleen G Kane,1
Ryan N Boyer,0,99,101,99,98,84,81,82,81,81,61,37,1
Anthony Hardy Williams,,0,97,98,95,81,80,79,80,79,60,38,1
Elizabeth A Washo,,,0,99,97,82,81,82,81,81,59,37,1
Ted Kirsch,,,,0,96,80,81,80,81,80,58,38,1
Mindy M Posoff,,,,,0,79,78,78,78,78,59,35,1
Kathryn Sylvia Huggins,,,,,,0,84,85,84,84,52,29,1
Christine M Tartaglione,,,,,,,0,84,85,84,49,30,1
Deborah E Landau,,,,,,,,0,84,84,50,29,1
Sekela Coles,,,,,,,,,0,84,49,30,1
Thaddeus Kirkland,,,,,,,,,,0,50,29,1
Patrick Murphy,,,,,,,,,,,3,0,1
Kathleen G Kane,,,,,,,,,,,,1,1
Total,103,102,101,100,99,87,85,85,85,85,66,41,1
,Attorney General - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Patrick Murphy,Kathleen G Kane,Anthony Hardy Williams,Ted Kirsch,Elizabeth A Washo,Ryan N Boyer,Mindy M Posoff,Kathryn Sylvia Huggins,Christine M Tartaglione,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,2
Patrick Murphy,23,0,32,29,24,24,23,23,21,20,19,19,2
Kathleen G Kane,,4,22,22,23,22,22,9,9,10,10,9,2
Anthony Hardy Williams,,,0,45,43,43,41,29,28,28,28,26,2
Ted Kirsch,,,,0,45,45,43,28,28,29,28,27,2
Elizabeth A Washo,,,,,0,45,44,28,28,29,28,27,2
Ryan N Boyer,,,,,,0,43,28,28,29,28,27,2
Mindy M Posoff,,,,,,,0,27,27,27,26,27,2
Kathryn Sylvia Huggins,,,,,,,,0,30,29,28,28,2
Christine M Tartaglione,,,,,,,,,0,29,28,28,2
Sekela Coles,,,,,,,,,,0,29,28,2
Thaddeus Kirkland,,,,,,,,,,,0,27,2
Deborah E Landau,,,,,,,,,,,,0,2
Total,64,29,54,51,47,46,45,32,30,30,29,28,2
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,3
,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Kathryn Sylvia Huggins,Christine M Tartaglione,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,Patrick Murphy,Kathleen G Kane,3
Anthony Hardy Williams,5,81,78,76,73,57,55,54,54,51,56,42,3
Ted Kirsch,,0,75,77,75,54,54,53,52,50,44,36,3
Ryan N Boyer,,,2,73,72,53,52,51,51,51,40,35,3
Elizabeth A Washo,,,,0,73,52,49,50,49,48,36,37,3
Mindy M Posoff,,,,,0,51,49,49,49,49,36,36,3
Kathryn Sylvia Huggins,,,,,,1,54,51,52,52,35,21,3
Christine M Tartaglione,,,,,,,0,52,52,51,34,21,3
Sekela Coles,,,,,,,,0,52,50,31,22,3
Thaddeus Kirkland,,,,,,,,,0,51,33,20,3
Deborah E Landau,,,,,,,,,,0,31,19,3
Patrick Murphy,,,,,,,,,,,21,0,3
Kathleen G Kane,,,,,,,,,,,,6,3
Total,110,88,82,80,79,61,58,56,56,53,81,50,3
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,4
,Anthony Hardy Williams,Ryan N Boyer,Ted Kirsch,Mindy M Posoff,Elizabeth A Washo,Kathryn Sylvia Huggins,Christine M Tartaglione,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,Patrick Murphy,Kathleen G Kane,4
Anthony Hardy Williams,1,71,68,66,64,32,30,29,29,26,51,40,4
Ryan N Boyer,,1,66,64,63,31,28,28,28,26,43,32,4
Ted Kirsch,,,0,64,62,31,30,30,30,27,42,33,4
Mindy M Posoff,,,,0,61,28,27,27,26,25,38,28,4
Elizabeth A Washo,,,,,0,27,26,26,25,24,34,28,4
Kathryn Sylvia Huggins,,,,,,0,32,33,32,29,23,15,4
Christine M Tartaglione,,,,,,,0,31,31,28,21,14,4
Sekela Coles,,,,,,,,0,32,29,19,14,4
Thaddeus Kirkland,,,,,,,,,0,28,19,14,4
Deborah E Landau,,,,,,,,,,0,17,12,4
Patrick Murphy,,,,,,,,,,,24,0,4
Kathleen G Kane,,,,,,,,,,,,11,4
Total,94,77,76,67,64,38,35,33,33,29,86,58,4
,Attorney General - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,5
,Patrick Murphy,Kathleen G Kane,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Kathryn Sylvia Huggins,Thaddeus Kirkland,Christine M Tartaglione,Deborah E Landau,Sekela Coles,5
Patrick Murphy,21,0,55,51,51,52,50,42,41,41,41,40,5
Kathleen G Kane,,5,17,17,16,13,12,6,7,5,5,6,5
Anthony Hardy Williams,,,0,65,65,66,63,49,48,47,46,47,5
Ted Kirsch,,,,0,66,64,63,47,48,47,45,45,5
Ryan N Boyer,,,,,0,63,62,46,46,46,45,45,5
Elizabeth A Washo,,,,,,0,62,48,46,46,45,44,5
Mindy M Posoff,,,,,,,0,46,45,46,43,44,5
Kathryn Sylvia Huggins,,,,,,,,0,46,47,45,45,5
Thaddeus Kirkland,,,,,,,,,0,47,45,45,5
Christine M Tartaglione,,,,,,,,,,0,45,45,5
Deborah E Landau,,,,,,,,,,,0,45,5
Sekela Coles,,,,,,,,,,,,0,5
Total,78,26,74,71,69,68,64,50,50,48,47,47,5
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,6
,Anthony Hardy Williams,Ted Kirsch,Mindy M Posoff,Ryan N Boyer,Elizabeth A Washo,Kathryn Sylvia Huggins,Christine M Tartaglione,Thaddeus Kirkland,Deborah E Landau,Sekela Coles,Patrick Murphy,Kathleen G Kane,6
Anthony Hardy Williams,5,59,59,58,57,37,36,32,32,33,45,25,6
Ted Kirsch,,1,61,58,57,35,36,34,33,35,36,26,6
Mindy M Posoff,,,0,60,60,36,34,31,33,33,37,24,6
Ryan N Boyer,,,,0,56,36,33,33,34,34,35,26,6
Elizabeth A Washo,,,,,0,36,34,31,32,33,36,23,6
Kathryn Sylvia Huggins,,,,,,0,37,34,35,35,24,14,6
Christine M Tartaglione,,,,,,,0,34,33,34,24,12,6
Thaddeus Kirkland,,,,,,,,0,32,34,22,14,6
Deborah E Landau,,,,,,,,,0,34,21,13,6
Sekela Coles,,,,,,,,,,0,22,13,6
Patrick Murphy,,,,,,,,,,,5,0,6
Kathleen G Kane,,,,,,,,,,,,12,6
Total,80,69,66,66,62,41,39,38,37,37,56,45,6
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,7
,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Kathryn Sylvia Huggins,Christine M Tartaglione,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,Kathleen G Kane,Patrick Murphy,7
Anthony Hardy Williams,2,87,79,77,74,51,51,52,47,43,48,44,7
Ted Kirsch,,0,84,81,79,53,52,53,51,45,51,43,7
Ryan N Boyer,,,0,77,77,52,49,52,49,45,46,36,7
Mindy M Posoff,,,,0,75,50,50,52,49,44,46,35,7
Elizabeth A Washo,,,,,0,48,48,50,48,43,42,35,7
Kathryn Sylvia Huggins,,,,,,0,52,53,48,45,31,24,7
Christine M Tartaglione,,,,,,,0,52,47,43,32,22,7
Sekela Coles,,,,,,,,0,50,46,30,23,7
Thaddeus Kirkland,,,,,,,,,0,45,29,22,7
Deborah E Landau,,,,,,,,,,0,27,17,7
Kathleen G Kane,,,,,,,,,,,2,0,7
Patrick Murphy,,,,,,,,,,,,6,7
Total,98,97,85,84,80,57,56,56,53,47,61,55,7
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,Attorney General - Democrat,,8
,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Kathryn Sylvia Huggins,Thaddeus Kirkland,Christine M Tartaglione,Deborah E Landau,Sekela Coles,Patrick Murphy,Kathleen G Kane,8
Anthony Hardy Williams,5,92,90,83,83,75,70,68,68,67,61,38,8
Ted Kirsch,,1,87,80,83,68,71,69,69,68,54,36,8
Ryan N Boyer,,,0,81,84,69,67,67,67,66,51,34,8
Elizabeth A Washo,,,,0,80,66,62,64,63,61,46,33,8
Mindy M Posoff,,,,,0,66,66,67,65,64,49,29,8
Kathryn Sylvia Huggins,,,,,,0,67,65,67,65,44,26,8
Thaddeus Kirkland,,,,,,,0,68,69,67,45,23,8
Christine M Tartaglione,,,,,,,,0,67,65,44,22,8
Deborah E Landau,,,,,,,,,0,65,42,24,8
Sekela Coles,,,,,,,,,,0,41,22,8
Patrick Murphy,,,,,,,,,,,6,0,8
Kathleen G Kane,,,,,,,,,,,,4,8
Total,111,98,92,85,85,76,73,71,71,68,69,46,8
