col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 179th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,James W Clay Jr,Ted Kirsch,Anthony Hardy Williams,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,All
James W Clay Jr,93,376,375,367,363,355,325,265,256,253,250,All
Ted Kirsch,,3,366,370,362,357,272,261,257,260,255,All
Anthony Hardy Williams,,,0,367,357,350,277,262,260,259,253,All
Ryan N Boyer,,,,1,361,355,267,264,261,262,256,All
Mindy M Posoff,,,,,2,360,270,262,256,257,256,All
Elizabeth A Washo,,,,,,0,269,262,256,254,252,All
Christine M Tartaglione,,,,,,,24,280,271,271,268,All
Kathryn Sylvia Huggins,,,,,,,,0,272,270,264,All
Deborah E Landau,,,,,,,,,1,269,263,All
Sekela Coles,,,,,,,,,,0,265,All
Thaddeus Kirkland,,,,,,,,,,,0,All
Total,589,408,405,396,391,384,380,290,282,280,274,All
