col_1,col_2,col_3,col_4,division
,Special Election Representative In The General Assembly 197th District,,,All
,Gary Williams,T Milton Street,Steve Crum,All
Gary Williams,"1,035",0,0,All
T Milton Street,,174,0,All
Steve Crum,,,91,All
Total,"1,035",174,91,All
,Special Election Representative In The General Assembly 197th District,,,1
,Gary Williams,T Milton Street,Steve Crum,1
Gary Williams,71,0,0,1
T Milton Street,,8,0,1
Steve Crum,,,0,1
Total,71,8,0,1
,Special Election Representative In The General Assembly 197th District,,,2
,Gary Williams,T Milton Street,Steve Crum,2
Gary Williams,76,0,0,2
T Milton Street,,22,0,2
Steve Crum,,,3,2
Total,76,22,3,2
,Special Election Representative In The General Assembly 197th District,,,3
,Gary Williams,T Milton Street,Steve Crum,3
Gary Williams,48,0,0,3
T Milton Street,,20,0,3
Steve Crum,,,1,3
Total,48,20,1,3
,Special Election Representative In The General Assembly 197th District,,,4
,Gary Williams,T Milton Street,Steve Crum,4
Gary Williams,57,0,0,4
T Milton Street,,19,0,4
Steve Crum,,,1,4
Total,57,19,1,4
,Special Election Representative In The General Assembly 197th District,,,5
,Gary Williams,T Milton Street,Steve Crum,5
Gary Williams,77,0,0,5
T Milton Street,,16,0,5
Steve Crum,,,1,5
Total,77,16,1,5
,Special Election Representative In The General Assembly 197th District,,,6
,Gary Williams,T Milton Street,Steve Crum,6
Gary Williams,68,0,0,6
T Milton Street,,12,0,6
Steve Crum,,,1,6
Total,68,12,1,6
,Special Election Representative In The General Assembly 197th District,,,7
,Gary Williams,T Milton Street,Steve Crum,7
Gary Williams,120,0,0,7
T Milton Street,,15,0,7
Steve Crum,,,2,7
Total,120,15,2,7
,Special Election Representative In The General Assembly 197th District,,,8
,Gary Williams,T Milton Street,Steve Crum,8
Gary Williams,89,0,0,8
T Milton Street,,22,0,8
Steve Crum,,,1,8
Total,89,22,1,8
,Special Election Representative In The General Assembly 197th District,,,11
,Gary Williams,Steve Crum,T Milton Street,11
Gary Williams,57,0,0,11
Steve Crum,,13,0,11
T Milton Street,,,0,11
Total,57,13,0,11
,Special Election Representative In The General Assembly 197th District,,,12
,Gary Williams,Steve Crum,T Milton Street,12
Gary Williams,24,0,0,12
Steve Crum,,11,0,12
T Milton Street,,,2,12
Total,24,11,2,12
,Special Election Representative In The General Assembly 197th District,,,13
,Gary Williams,Steve Crum,T Milton Street,13
Gary Williams,66,0,0,13
Steve Crum,,13,0,13
T Milton Street,,,6,13
Total,66,13,6,13
,Special Election Representative In The General Assembly 197th District,,,14
,Gary Williams,Steve Crum,T Milton Street,14
Gary Williams,30,0,0,14
Steve Crum,,6,0,14
T Milton Street,,,1,14
Total,30,6,1,14
,Special Election Representative In The General Assembly 197th District,,,15
,Gary Williams,Steve Crum,T Milton Street,15
Gary Williams,34,0,0,15
Steve Crum,,5,0,15
T Milton Street,,,1,15
Total,34,5,1,15
,Special Election Representative In The General Assembly 197th District,,,16
,Gary Williams,Steve Crum,T Milton Street,16
Gary Williams,39,0,0,16
Steve Crum,,9,0,16
T Milton Street,,,0,16
Total,39,9,0,16
,Special Election Representative In The General Assembly 197th District,,,17
,Gary Williams,T Milton Street,Steve Crum,17
Gary Williams,47,0,0,17
T Milton Street,,5,0,17
Steve Crum,,,0,17
Total,47,5,0,17
,Special Election Representative In The General Assembly 197th District,,,18
,Gary Williams,Steve Crum,T Milton Street,18
Gary Williams,54,0,0,18
Steve Crum,,14,0,18
T Milton Street,,,2,18
Total,54,14,2,18
,Special Election Representative In The General Assembly 197th District,,,20
,Gary Williams,Steve Crum,T Milton Street,20
Gary Williams,14,0,0,20
Steve Crum,,9,0,20
T Milton Street,,,0,20
Total,14,9,0,20
,Special Election Representative In The General Assembly 197th District,,,21
,Gary Williams,T Milton Street,Steve Crum,21
Gary Williams,64,0,0,21
T Milton Street,,23,0,21
Steve Crum,,,1,21
Total,64,23,1,21
