col_1,col_2,col_3,division
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 1st District - Democrat,All
,Robert A Brady,Lawrence M Farnese Jr,All
Robert A Brady,40,367,All
Lawrence M Farnese Jr,,9,All
Total,407,376,All
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 1st District - Democrat,30
,Robert A Brady,Lawrence M Farnese Jr,30
Robert A Brady,3,80,30
Lawrence M Farnese Jr,,1,30
Total,83,81,30
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 1st District - Democrat,38
,Robert A Brady,Lawrence M Farnese Jr,38
Robert A Brady,24,130,38
Lawrence M Farnese Jr,,5,38
Total,154,135,38
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 1st District - Democrat,40
,Robert A Brady,Lawrence M Farnese Jr,40
Robert A Brady,13,157,40
Lawrence M Farnese Jr,,3,40
Total,170,160,40
